"","name","country","age","overall","potential","club","pos","value","wage"
"48","Greg Cunningham","Republic of Ireland",30,69,69,"Preston North End","LWB",1200000,15000
"49","Nikolas Dyhr","Denmark",20,69,75,"FC Midtjylland","LWB",2e+06,8000
"50","Josh Tymon","England",22,69,77,"Stoke City","LWB",3e+06,11000
"51","Morgan Fox","Wales",27,69,69,"Stoke City","LWB",1300000,12000
"52","Nilton Varela Lopes","Portugal",20,68,77,"Belenenses SAD","LWB",2500000,2000
"53","Ian Maatsen","Netherlands",19,68,82,"Coventry City","LWB",2700000,15000
"54","Alex Cochrane","England",21,68,77,"Heart of Midlothian","LWB",2600000,13000
"55","Brad Smith","Australia",27,68,68,"D.C. United","LWB",1200000,3000
"56","Aléxandros Katránis","Greece",23,67,73,"Piast Gliwice","LWB",1500000,3000
"57","Lee Wallace","Scotland",33,67,67,"Queens Park Rangers","LWB",525000,6000
"58","Dan Potts","England",27,67,67,"Luton Town","LWB",975000,5000
"59","Mohanad Jeahze","Iraq",24,67,72,"Hammarby IF","LWB",1400000,2000
"60","Blás Riveros","Paraguay",23,67,74,"Brøndby IF","LWB",1900000,4000
"61","Josh Doig","Scotland",19,67,79,"Hibernian","LWB",2300000,2000
"62","Marco John","Germany",19,67,78,"TSG Hoffenheim","LWB",2100000,5000
"63","Jakub Holúbek","Slovakia",30,66,66,"Piast Gliwice","LWB",725000,3000
"64","Théo Ndicka Matam","France",21,66,77,"KV Oostende","LWB",1800000,2000
"65","Alfie Doughty","England",21,66,74,"Cardiff City","LWB",1800000,6000
"66","Nicky Cadden","Scotland",24,66,69,"Forest Green Rovers","LWB",1100000,5000
"67","Clinton Mola","England",20,66,76,"VfB Stuttgart","LWB",1800000,5000
"68","Harrison Burrows","England",19,66,77,"Peterborough United","LWB",1800000,2000
"69","Flávio B. J. Nazinho","Portugal",17,66,80,"Sporting CP","LWB",1900000,500
"70","Declan John","Wales",26,66,68,"Bolton Wanderers","LWB",975000,3000
"71","Dino Štiglec","Croatia",30,66,66,"Śląsk Wrocław","LWB",725000,3000
"72","Iker Seguín Cid","Spain",31,66,66,"SD Amorebieta","LWB",625000,2000
"73","Nassim Ouammou","France",28,65,65,"Rodez Aveyron Football","LWB",650000,2000
"74","Nosa Iyobosa Edokpolor","Austria",24,65,69,"SC Rheindorf Altach","LWB",950000,3000
"75","Demetri Mitchell","England",24,65,70,"Hibernian","LWB",1e+06,2000
"76","Nathanael Ogbeta","England",20,65,79,"Swansea City","LWB",1600000,5000
"77","Kerim Çalhanoğlu","Germany",18,65,79,"FC Schalke 04","LWB",1600000,900
"78","Lucas Esquivel","Argentina",19,65,74,"Unión de Santa Fe","LWB",1500000,2000
"79","Denver Hume","England",22,64,71,"Portsmouth","LWB",1100000,3000
"80","Daniel Harvie","Scotland",22,64,69,"Milton Keynes Dons","LWB",850000,2000
"81","Răzvan Trif","Romania",23,64,70,"CS Mioveni","LWB",875000,1000
"82","Brandon Mason","England",23,64,69,"Milton Keynes Dons","LWB",825000,2000
"83","Peter Bjur","Denmark",21,64,72,"Brøndby IF","LWB",1300000,2000
"84","Valentín Rodríguez","Uruguay",20,64,74,"Club Atlético Peñarol","LWB",1200000,500
"85","Corey Blackett-Taylor","England",23,64,68,"Charlton Athletic","LWB",775000,2000
"86","Rubén Lobato Cabal","Spain",27,63,63,"Górnik Łęczna","LWB",475000,1000
"87","Juan Castillo","Netherlands",21,63,70,"Charlton Athletic","LWB",925000,1000
"88","Matthew Sorinola","England",20,63,72,"Royale Union Saint-Gilloise","LWB",1e+06,2000
"89","Moussa Diarra","France",20,63,76,"Toulouse Football Club","LWB",1100000,1000
"90","Anthony Glennon","England",21,63,67,"Barrow","LWB",650000,5000
"91","Bartłomiej Wdowik","Poland",20,63,73,"Jagiellonia Białystok","LWB",1e+06,1000
"92","Kylian Kaïboué","France",22,63,70,"SC Bastia","LWB",925000,1000
"93","Niklas Vesterlund","Denmark",22,62,70,"Tromsø IL","LWB",850000,800
"94","Anton Kralj","Sweden",23,62,65,"Degerfors IF","LWB",5e+05,650
"95","Mustafa Kizza","Uganda",21,62,68,"Club de Foot Montréal","LWB",6e+05,1000
"96","Rio Adebisi","England",20,62,71,"Crewe Alexandra","LWB",825000,1000
"97","Nils Piwernetz","Germany",21,62,69,"TSV Havelse","LWB",775000,500
"98","Lukas Prokop","Austria",22,62,69,"SC Rheindorf Altach","LWB",775000,2000
"99","Felix Seiwald","Austria",20,62,70,"SV Ried","LWB",825000,1000
"100","Daniel Șerbănică","Romania",25,62,66,"CS Mioveni","LWB",525000,1000
"101","Tony Gallacher","Scotland",21,61,68,"St. Johnstone FC","LWB",625000,950
"102","Matthéo Xantippe","France",19,61,77,"Amiens SC","LWB",825000,600
"103","Frazer Blake-Tracy","England",25,61,63,"Burton Albion","LWB",375000,1000
"104","Ionuț Burnea","Romania",28,61,61,"CS Mioveni","LWB",3e+05,1000
"105","Liam Gordon","Guyana",22,61,68,"Bolton Wanderers","LWB",625000,2000
"106","Jasin Khayat","Morocco",28,60,60,"Mjällby AIF","LWB",220000,700
"107","Marcus Hannesbo","Denmark",19,60,69,"Aalborg BK","LWB",5e+05,1000
"108","Yuri Antonio Costa da Silva","Brazil",25,60,63,"FC Lugano","LWB",3e+05,2000
"109","Daniel Krezic","North Macedonia",25,60,61,"Degerfors IF","LWB",275000,600
"110","Daniel Wilmering","Australia",20,60,69,"Western Sydney Wanderers","LWB",525000,1000
"111","Jakub Wawszczyk","Poland",23,60,64,"PGE FKS Stal Mielec","LWB",325000,600
"112","Matthew Bondswell","England",19,60,73,"Shrewsbury Town","LWB",550000,3000
"113","Josh Reid","Scotland",19,60,73,"Coventry City","LWB",550000,2000
"114","Konrad Matuszewski","Poland",19,60,69,"Warta Poznań","LWB",5e+05,500
"115","David Tutonda","Congo DR",25,59,60,"Gillingham","LWB",250000,2000
"116","Grégory Coelho","France",21,59,65,"Rodez Aveyron Football","LWB",350000,650
"117","Tolaji Bola","England",22,59,67,"Rotherham United","LWB",475000,2000
"118","Julian Rufidis","Germany",20,59,65,"TSV Havelse","LWB",325000,500
"119","Hugo Bueno López","Spain",18,59,77,"Wolverhampton Wanderers","LWB",550000,3000
"120","Ryan Jones","England",19,58,67,"Bristol Rovers","LWB",425000,1000
"121","Ivo Vázquez","Mexico",20,58,68,"Puebla FC","LWB",425000,1000
"122","Raphaël Nya","France",21,58,70,"Wolverhampton Wanderers","LWB",475000,7000
"123","Luca Florică","Romania",18,57,68,"FC Academica Clinceni","LWB",325000,500
"124","Yahav Gurfinkel","Israel",23,57,64,"IFK Norrköping","LWB",3e+05,1000
"125","Mohammad Dabre","Italy",18,57,70,"Swindon Town","LWB",375000,700
"126","Louis Hall","England",22,57,65,"Newport County","LWB",350000,2000
"127","Taylor Allen","England",21,57,62,"Forest Green Rovers","LWB",240000,2000
"128","Michał Rostkowski","Poland",20,57,66,"Górnik Zabrze","LWB",350000,900
"129","Noah Allen","United States",17,56,75,"Inter Miami CF","LWB",350000,500
"130","William Kokolo","France",21,56,67,"Burton Albion","LWB",3e+05,900
"131","Wout De Buyser","Belgium",20,56,67,"SV Zulte Waregem","LWB",3e+05,2000
"132","Oskar Opsahl","Norway",19,56,66,"Tromsø IL","LWB",3e+05,500
"133","Zac Ashworth","England",18,56,71,"West Bromwich Albion","LWB",325000,2000
"134","Florian Hoxha","Kosovo",20,56,70,"Grasshopper Club Zürich","LWB",325000,1000
"135","Charlie Winfield","England",19,56,72,"Barnsley","LWB",350000,3000
"136","Izaack Powell","Australia",19,55,65,"Brisbane Roar","LWB",250000,500
"137","Ian Murphy","United States",21,55,62,"FC Cincinnati","LWB",240000,850
"138","Eddy Jones","Wales",19,55,70,"Hartlepool United","LWB",275000,2000
"139","Nathan Woodthorpe","England",19,54,68,"Crewe Alexandra","LWB",240000,850
"140","Leo Watson","Scotland",18,54,71,"Heart of Midlothian","LWB",250000,500
"141","Lukas Rhöse","Sweden",20,54,62,"Kalmar FF","LWB",230000,500
"142","Dexter Lembikisa","England",17,54,69,"Wolverhampton Wanderers","LWB",230000,500
"143","Aaron Powell","England",18,54,68,"Peterborough United","LWB",240000,550
"144","Jayden Sweeney","England",19,54,66,"Leyton Orient","LWB",240000,1000
"145","Jun Seok Song","Korea Republic",20,54,65,"Gangwon FC","LWB",230000,850
"146","Tim Olsson","Sweden",17,54,70,"IK Sirius","LWB",250000,500
"147","Liam Vincent","England",18,54,68,"Portsmouth","LWB",240000,550
"148","Xingbo Zhang","China PR",27,53,53,"Chongqing Liangjiang Athletic","LWB",90000,1000
"149","Gaoussou Samaké","Côte d'Ivoire",23,53,58,"D.C. United","LWB",130000,1000
"150","Lewys Twamley","Wales",18,53,69,"Newport County","LWB",230000,550
"151","Maxwell Conway","England",17,52,65,"Bolton Wanderers","LWB",170000,500
"152","Ahmed Mandefu","France",20,52,62,"Amiens SC","LWB",170000,700
"153","Sean Lawton","England",17,52,66,"Crewe Alexandra","LWB",170000,500
"154","Max Murphy","Republic of Ireland",20,52,64,"Bohemian FC","LWB",180000,500
"155","Junior Tiensia","England",20,51,64,"Millwall","LWB",130000,1000
