"","name","country","age","overall","potential","club","pos","value","wage"
"43","Andrea Belotti","Italy",27,80,80,"Torino F.C.","ST",2.3e+07,57000
"44","Tammy Abraham","England",23,80,85,"Roma","ST",3.2e+07,57000
"45","Anthony Martial","France",25,80,83,"Sevilla FC","ST",28500000,120000
"46","Wout Weghorst","Netherlands",28,80,80,"Burnley","ST",21500000,51000
"47","Andy Delort","Algeria",29,80,80,"OGC Nice","ST",2.1e+07,46000
"48","Sardar Azmoun","Iran",26,80,81,"Bayer 04 Leverkusen","ST",2.5e+07,63000
"49","Mehdi Taremi","Iran",28,80,80,"FC Porto","ST",21500000,20000
"50","Mauro Icardi","Argentina",28,80,80,"Paris Saint-Germain","ST",21500000,95000
"51","João Pedro G. Santos Galvão","Italy",29,80,80,"Cagliari","ST",2.1e+07,46000
"52","Francisco Alcácer García","Spain",27,80,80,"Villarreal CF","ST",2.3e+07,42000
"53","Borja Iglesias Quintás","Spain",28,80,80,"Real Betis Balompié","ST",21500000,34000
"54","Michail Antonio","Jamaica",31,80,80,"West Ham United","ST",1.8e+07,83000
"55","Darwin Núñez","Uruguay",22,79,87,"SL Benfica","ST",39500000,16000
"56","Donyell Malen","Netherlands",22,79,85,"Borussia Dortmund","ST",28500000,56000
"57","Raúl Ruidíaz","Peru",30,79,79,"Seattle Sounders FC","ST",1.7e+07,13000
"58","Javier Hernández","Mexico",33,79,79,"LA Galaxy","ST",1.1e+07,13000
"59","Jonathan Rodríguez","Uruguay",27,79,79,"Al Nassr","ST",1.9e+07,50000
"60","Maximiliano Gómez","Uruguay",24,79,82,"Valencia CF","ST",24500000,38000
"61","Callum Wilson","England",29,79,79,"Newcastle United","ST",17500000,53000
"62","Late Gao","China PR",30,79,79,"Guangzhou FC","ST",1.7e+07,32000
"63","Amine Gouiri","France",21,79,86,"OGC Nice","ST",3.6e+07,32000
"64","Jonathan David","Canada",21,79,85,"LOSC Lille","ST",28500000,34000
"65","Ezequiel Ávila","Argentina",27,79,79,"CA Osasuna","ST",1.9e+07,36000
"66","Paul Ebere Onuachu","Nigeria",27,79,79,"KRC Genk","ST",1.9e+07,23000
"67","Ludovic Ajorque","France",27,79,79,"RC Strasbourg Alsace","ST",1.9e+07,32000
"68","Luka Jović","Serbia",23,79,84,"Real Madrid CF","ST",2.7e+07,130000
"69","Moise Kean","Italy",21,79,87,"Juventus","ST",39500000,69000
"70","Matheus Santos Carneiro Da Cunha","Brazil",22,79,85,"Atlético de Madrid","ST",28500000,53000
"71","João Paulo Dias Fernandes","Portugal",28,79,79,"Sporting CP","ST",1.8e+07,19000
"72","Arkadiusz Milik","Poland",27,79,79,"Olympique de Marseille","ST",1.9e+07,71000
"73","Josef Martínez","Venezuela",28,78,78,"Atlanta United","ST",14500000,12000
"74","Julián Álvarez","Argentina",21,78,86,"River Plate","ST",3.2e+07,87000
"75","Álvaro Negredo Sánchez","Spain",35,78,78,"Cádiz CF","ST",6e+06,27000
"76","Jorge Molina Vidal","Spain",39,78,78,"Granada CF","ST",4800000,20000
"77","Eran Zahavi","Israel",33,78,78,"PSV","ST",9e+06,22000
"78","Gianluca Scamacca","Italy",22,78,84,"U.S. Sassuolo Calcio","ST",2.3e+07,34000
"79","Lucas Pérez Martínez","Spain",32,78,78,"Cádiz CF","ST",11500000,35000
"80","Aleksandar Mitrović","Serbia",26,78,79,"Fulham","ST",1.7e+07,64000
"81","Kelechi Iheanacho","Nigeria",24,78,81,"Leicester City","ST",19500000,83000
"82","Matías Suárez","Argentina",33,78,78,"River Plate","ST",9e+06,21000
"83","Youssef El Arabi","Morocco",34,78,78,"Olympiacos CFP","ST",7e+06,2000
"84","Willian José da Silva","Brazil",29,78,78,"Real Betis Balompié","ST",1.4e+07,38000
"85","Rafael Mir Vicente","Spain",24,78,83,"Sevilla FC","ST",21500000,27000
"86","Matheus Jadson Bardeira Cunha","Brazil",21,78,78,"Fortaleza","ST",1.7e+07,14000
"87","Patrick Bamford","England",27,78,78,"Leeds United","ST",1.5e+07,82000
"88","Yussuf Poulsen","Denmark",27,78,79,"RB Leipzig","ST",16500000,72000
"89","Moussa Marega","Mali",30,78,78,"Al Hilal","ST",1.4e+07,45000
"90","Ollie Watkins","England",25,78,81,"Aston Villa","ST",1.9e+07,67000
"91","Burak Yılmaz","Turkey",35,78,78,"LOSC Lille","ST",6e+06,31000
"92","Ihlas Bebou","Togo",27,78,78,"TSG Hoffenheim","ST",1.5e+07,40000
"93","Alexander Sørloth","Norway",25,77,80,"Real Sociedad","ST",1.4e+07,65000
"94","Rafael Santos Borré","Colombia",25,77,78,"Eintracht Frankfurt","ST",1.3e+07,30000
"95","Kasper Dolberg","Denmark",23,77,81,"OGC Nice","ST",15500000,31000
"96","F. Evanilson de Lima Barbosa","Brazil",21,77,86,"FC Porto","ST",2.4e+07,12000
"97","Habib Diallo","Senegal",26,77,79,"RC Strasbourg Alsace","ST",1.3e+07,27000
"98","Bafétimbi Gomis","France",35,77,77,"Galatasaray SK","ST",4500000,44000
"99","Charles De Ketelaere","Belgium",20,77,87,"Club Brugge KV","ST",23500000,22000
"100","Randal Kolo Muani","France",22,77,84,"FC Nantes","ST",21500000,26000
"101","Nicolas López","Uruguay",27,77,77,"Tigres U.A.N.L.","ST",11500000,49000
"102","Martin Braithwaite","Denmark",30,77,77,"FC Barcelona","ST",10500000,120000
"103","Breel Embolo","Switzerland",24,77,80,"Borussia Mönchengladbach","ST",14500000,27000
"104","Arthur Mendonça Cabral","Brazil",23,77,83,"Fiorentina","ST",1.7e+07,47000
"105","Carlos Vinícius Alves Morais","Brazil",26,77,78,"PSV","ST",12500000,16000
"106","Cédric Bakambu","Congo DR",30,77,77,"Olympique de Marseille","ST",10500000,41000
"107","Neal Maupay","France",24,77,82,"Brighton & Hove Albion","ST",1.6e+07,52000
"108","Saša Kalajdžić","Austria",23,77,82,"VfB Stuttgart","ST",1.6e+07,27000
"109","Fabio Quagliarella","Italy",38,77,77,"U.C. Sampdoria","ST",3600000,18000
"110","Patson Daka","Zambia",22,77,84,"Leicester City","ST",21500000,78000
"111","Mario Balotelli","Italy",30,77,77,"Adana Demirspor","ST",10500000,22000
"112","Michy Batshuayi","Belgium",27,77,77,"Beşiktaş JK","ST",11500000,95000
"113","Haris Seferović","Switzerland",29,77,77,"SL Benfica","ST",10500000,16000
"114","Lukas Nmecha","Germany",22,77,83,"VfL Wolfsburg","ST",1.7e+07,52000
"115","Ivan Toney","England",25,77,79,"Brentford","ST",13500000,49000
"116","Santiago Mina Lorenzo","Spain",25,77,80,"RC Celta de Vigo","ST",1.4e+07,25000
"117","Lucas Alario","Argentina",28,77,77,"Bayer 04 Leverkusen","ST",1.1e+07,53000
"118","Gonzalo Higuaín","Argentina",33,77,77,"Inter Miami CF","ST",6500000,11000
"119","Odion Ighalo","Nigeria",32,77,77,"Al Hilal","ST",8500000,42000
"120","Rogelio Funes Mori","Mexico",30,77,77,"CF Monterrey","ST",10500000,51000
"121","Chris Wood","New Zealand",29,77,77,"Newcastle United","ST",10500000,45000
"122","Kévin Gameiro","France",34,77,77,"RC Strasbourg Alsace","ST",5e+06,27000
"123","Carlos Bacca","Colombia",34,77,77,"Granada CF","ST",5e+06,26000
"124","Giovanni Simeone","Argentina",25,77,80,"Hellas Verona","ST",1.4e+07,34000
"125","Braian Romero","Argentina",30,76,76,"River Plate","ST",7500000,19000
"126","Arnaud Kalimuendo","France",19,76,82,"Racing Club de Lens","ST",11500000,41000
"127","Juan Dinenno","Argentina",26,76,77,"Club Universidad Nacional","ST",9e+06,16000
"128","Shon Weissman","Israel",25,76,79,"Real Valladolid CF","ST",1e+07,13000
"129","Giacomo Raspadori","Italy",21,76,85,"U.S. Sassuolo Calcio","ST",1.7e+07,25000
"130","Luis Javier Suárez","Colombia",23,76,83,"Granada CF","ST",1.5e+07,22000
"131","Darío Benedetto","Argentina",31,76,76,"Boca Juniors","ST",6500000,19000
"132","Roman Yaremchuk","Ukraine",25,76,79,"SL Benfica","ST",1e+07,14000
"133","Emmanuel Dennis","Nigeria",23,76,80,"Watford","ST",1.1e+07,46000
"134","Serhou Guirassy","France",25,76,79,"Stade Rennais FC","ST",1e+07,43000
"135","Frank Acheampong","Ghana",27,76,76,"Shenzhen FC","ST",8e+06,14000
"136","Divock Origi","Belgium",26,76,77,"Liverpool","ST",9e+06,88000
"137","Keita Baldé","Senegal",26,76,77,"Cagliari","ST",9e+06,33000
"138","Miguel Borja","Colombia",28,76,76,"Junior FC","ST",7500000,5000
"139","Jonathan Burkardt","Germany",20,76,84,"1. FSV Mainz 05","ST",16500000,20000
"140","Ché Adams","Scotland",24,76,81,"Southampton","ST",11500000,46000
"141","Odsonne Edouard","France",23,76,82,"Crystal Palace","ST",1.2e+07,46000
"142","Ángel Luís Rodríguez Díaz","Spain",34,76,76,"RCD Mallorca","ST",3600000,27000
"143","Andrea Petagna","Italy",26,76,78,"Napoli","ST",9500000,56000
"144","Alfredo Morelos","Colombia",25,76,80,"Rangers FC","ST",10500000,51000
"145","Mariano Díaz Mejía","Dominican Republic",27,75,75,"Real Madrid CF","ST",6e+06,115000
"146","Pere Milla Peña","Spain",28,75,75,"Elche CF","ST",6e+06,22000
"147","Joshua King","Norway",29,75,75,"Watford","ST",5500000,52000
"148","Ignacio Scocco","Argentina",36,75,75,"Newell's Old Boys","ST",1900000,13000
"149","Armando Broja","Albania",19,75,85,"Southampton","ST",1.2e+07,51000
"150","Germán Berterame","Argentina",22,75,82,"Club Atlético de San Luis","ST",11500000,16000
"151","Myron Boadu","Netherlands",20,75,83,"AS Monaco","ST",12500000,34000
"152","Oihan Sancet Tirapu","Spain",21,75,85,"Athletic Club de Bilbao","ST",12500000,20000
"153","Roberto Soldado Rillo","Spain",36,75,75,"Levante Unión Deportiva","ST",1900000,21000
"154","Anthony Lozano","Honduras",28,75,75,"Cádiz CF","ST",6e+06,30000
"155","Adam Armstrong","England",24,75,80,"Southampton","ST",8500000,44000
"156","Vedat Muriqi","Kosovo",27,75,75,"RCD Mallorca","ST",6e+06,51000
"157","Teófilo Gutiérrez","Colombia",36,75,75,"Deportivo Cali","ST",1900000,2000
"158","Manolo Gabbiadini","Italy",29,75,75,"U.C. Sampdoria","ST",5500000,21000
"159","Hugo Duro Perales","Spain",21,75,83,"Valencia CF","ST",12500000,21000
"160","Roger Martínez","Colombia",27,75,76,"Club América","ST",6500000,44000
"161","Bryan Linssen","Netherlands",30,75,75,"Feyenoord","ST",5500000,12000
"162","Christian Benteke","Belgium",30,75,75,"Crystal Palace","ST",5500000,50000
"163","Teemu Pukki","Finland",31,75,75,"Norwich City","ST",4800000,35000
"164","Antonio Martínez López","Spain",24,75,80,"FC Porto","ST",8500000,12000
"165","Juan Camilo Hernández","Colombia",22,75,81,"Watford","ST",9e+06,44000
"166","Jean-Philippe Mateta","France",24,75,79,"Crystal Palace","ST",8e+06,44000
"167","Marco Ruben","Argentina",34,75,75,"Rosario Central","ST",2700000,18000
"168","Mattia Destro","Italy",30,75,75,"Genoa","ST",5500000,18000
"169","Borja González Tomás","Spain",28,75,75,"Real Oviedo","ST",6e+06,12000
"170","Dominic Solanke","England",23,75,79,"AFC Bournemouth","ST",8e+06,31000
"171","Alberth Elis","Honduras",25,75,78,"FC Girondins de Bordeaux","ST",7500000,16000
"172","Kodjo Fo-Doh Laba","Togo",29,75,75,"Al Ain FC","ST",5500000,1000
"173","Kiyan Prince","England",30,75,75,"Queens Park Rangers","ST",5500000,20000
"174","Ui Jo Hwang","Korea Republic",28,75,75,"FC Girondins de Bordeaux","ST",6e+06,27000
"175","Enner Valencia","Ecuador",31,75,75,"Fenerbahçe SK","ST",4800000,45000
"176","Lei Wu","China PR",29,75,75,"RCD Espanyol de Barcelona","ST",5500000,20000
"177","Julio Furch","Argentina",31,75,75,"Club Atlas","ST",4800000,15000
"178","Wesley Moraes Ferreira da Silva","Brazil",24,75,79,"Aston Villa","ST",8e+06,51000
"179","Norberto Gomes Betuncal","Portugal",23,75,81,"Udinese Calcio","ST",9e+06,9000
"180","Deniz Undav","Germany",24,75,78,"Royale Union Saint-Gilloise","ST",8e+06,46000
"181","Ben Brereton Díaz","Chile",22,75,82,"Blackburn Rovers","ST",11500000,38000
"182","Óscar Cardozo","Paraguay",38,75,75,"Club Libertad","ST",1900000,1000
"183","Eric Maxim Choupo-Moting","Cameroon",32,75,75,"FC Bayern München","ST",4600000,60000
"184","Simon Terodde","Germany",33,75,75,"FC Schalke 04","ST",3600000,14000
"185","Lucas Boyé","Argentina",25,75,78,"Elche CF","ST",7500000,20000
"186","Cyriel Dessers","Nigeria",26,75,76,"Feyenoord","ST",6500000,18000
"187","Krzysztof Piątek","Poland",26,75,77,"Fiorentina","ST",7e+06,42000
"188","Enes Ünal","Turkey",24,75,80,"Getafe CF","ST",8500000,24000
"189","Michael Frey","Switzerland",26,75,75,"Royal Antwerp FC","ST",6e+06,22000
"190","Jamie Maclaren","Australia",27,75,75,"Melbourne City FC","ST",6e+06,14000
"191","Islam Slimani","Algeria",33,75,75,"Sporting CP","ST",3600000,14000
"192","Danny Welbeck","England",30,74,74,"Brighton & Hove Albion","ST",4100000,49000
"193","Lucas Gamba","Argentina",34,74,74,"Rosario Central","ST",2100000,17000
"194","Jordan Siebatcheu","United States",25,74,77,"BSC Young Boys","ST",5500000,16000
"195","Jay Rodriguez","England",31,74,74,"Burnley","ST",3600000,33000
"196","Graziano Pellè","Italy",34,74,74,"Parma","ST",2100000,29000
"197","Leonardo Pavoletti","Italy",32,74,74,"Cagliari","ST",3400000,29000
"198","Florian Niederlechner","Germany",30,74,74,"FC Augsburg","ST",4100000,23000
"199","Karim Adeyemi","Germany",19,74,87,"FC Red Bull Salzburg","ST",1e+07,16000
"200","Julian Quiñones","Colombia",24,74,78,"Club Atlas","ST",6e+06,12000
"201","Tiago B. de Melo Tomás","Portugal",19,74,82,"VfB Stuttgart","ST",9e+06,8000
"202","Manuel Vallejo Galván","Spain",24,74,79,"Deportivo Alavés","ST",6500000,27000
"203","Mostafa Mohamed","Egypt",23,74,81,"Galatasaray SK","ST",8500000,42000
"204","Amine Adli","France",21,74,84,"Bayer 04 Leverkusen","ST",9500000,32000
"205","M'Baye Niang","Senegal",26,74,75,"FC Girondins de Bordeaux","ST",5e+06,24000
"206","Jorge Djaniny Tavares Semedo","Cape Verde Islands",30,74,74,"Trabzonspor","ST",4100000,25000
"207","Gonçalo Matias Ramos","Portugal",20,74,85,"SL Benfica","ST",9500000,10000
"208","Facundo Farías","Argentina",18,74,84,"Club Atlético Colón","ST",9e+06,6000
"209","Mbaye Diagne","Senegal",29,74,74,"Galatasaray SK","ST",4200000,50000
"210","Lucas Pratto","Argentina",33,74,74,"Vélez Sarsfield","ST",2700000,15000
"211","Sergio Araujo","Argentina",29,74,74,"AEK Athens","ST",4200000,1000
"212","Gonçalo Mendes Paciência","Portugal",26,74,74,"Eintracht Frankfurt","ST",4700000,26000
"213","Andrea Pinamonti","Italy",22,74,80,"Empoli","ST",7e+06,63000
"214","Alexandr Sobolev","Russia",24,74,78,"Spartak Moskva","ST",6e+06,41000
"215","Marcos André de Sousa Mendonça","Brazil",24,74,79,"Valencia CF","ST",6500000,27000
"216","Guido Burgstaller","Austria",32,74,74,"FC St. Pauli","ST",3400000,19000
"217","Vangelis Pavlidis","Greece",22,74,81,"AZ Alkmaar","ST",8500000,10000
"218","Christian Kouamé","Côte d'Ivoire",23,74,79,"RSC Anderlecht","ST",6500000,39000
"219","Tarik Tissoudali","Morocco",28,74,74,"KAA Gent","ST",4300000,22000
"220","Borja Mayoral Moya","Spain",24,74,79,"Getafe CF","ST",6500000,90000
"221","Tino Kadewere","Zimbabwe",25,74,75,"Olympique Lyonnais","ST",5e+06,48000
"222","Lassina Traoré","Burkina Faso",20,74,84,"Shakhtar Donetsk","ST",9500000,750
"223","Kyogo Furuhashi","Japan",26,74,74,"Celtic","ST",4700000,47000
"224","Nils Petersen","Germany",32,74,74,"Sport-Club Freiburg","ST",3400000,26000
"225","Ezequiel Ponce","Argentina",24,74,79,"Elche CF","ST",6500000,17000
"226","Adam Buksa","Poland",24,74,76,"New England Revolution","ST",5500000,8000
"227","Renaud Ripart","France",28,74,74,"ESTAC Troyes","ST",4300000,19000
"228","Jordan Larsson","Sweden",24,74,80,"AIK","ST",6500000,8000
"229","Michael Gregoritsch","Austria",27,74,74,"FC Augsburg","ST",4600000,23000
"230","Sebastian Andersson","Sweden",29,73,73,"1. FC Köln","ST",3e+06,25000
"231","Vincent Janssen","Netherlands",27,73,74,"CF Monterrey","ST",3600000,39000
"232","Gaëtan Charbonnier","France",32,73,73,"AJ Auxerre","ST",2500000,7000
"233","Bamba Dieng","Senegal",20,73,81,"Olympique de Marseille","ST",6500000,24000
"234","Terem Moffi","Nigeria",22,73,80,"FC Lorient","ST",6e+06,15000
"235","Patrick Cutrone","Italy",23,73,78,"Empoli","ST",4700000,51000
"236","Georgios Giakoumakis","Greece",26,73,74,"Celtic","ST",3600000,43000
"237","Eldor Shomurodov","Uzbekistan",26,73,76,"Roma","ST",4e+06,39000
"238","Sekou Koita","Mali",21,73,82,"FC Red Bull Salzburg","ST",7e+06,18000
"239","Randy Nteka","France",23,73,80,"Rayo Vallecano","ST",6e+06,16000
"240","Fidel Martínez","Ecuador",31,73,73,"Gallos Blancos de Querétaro","ST",2600000,11000
"241","Loïs Openda","Belgium",21,73,82,"Vitesse","ST",7e+06,17000
"242","Elye Wahi","France",18,73,83,"Montpellier Hérault SC","ST",6500000,9000
"243","Joel Pohjanpalo","Finland",26,73,74,"Çaykur Rizespor","ST",3600000,39000
"244","José Juan Macías","Mexico",21,73,81,"Club Deportivo Guadalajara","ST",7e+06,29000
"245","Éder Macedo Lopes","Portugal",33,73,73,"Al Raed","ST",1900000,18000
"246","Ermedin Demirović","Bosnia and Herzegovina",23,73,78,"Sport-Club Freiburg","ST",4700000,21000
"247","Abel Ruiz Ortega","Spain",21,73,82,"SC Braga","ST",7e+06,10000
"248","Ibrahima Niane","Senegal",22,73,78,"FC Metz","ST",4700000,15000
"249","Fernando Niño Rodríguez","Spain",20,73,83,"RCD Mallorca","ST",6500000,20000
"250","Gustavo Del Prete","Argentina",25,73,77,"Estudiantes de La Plata","ST",4300000,12000
"251","Romain Hamouma","France",34,73,73,"AS Saint-Étienne","ST",1500000,27000
"252","Cenk Tosun","Turkey",30,73,73,"Everton","ST",3e+06,58000
"253","Andreas Weimann","Austria",29,73,73,"Bristol City","ST",3e+06,31000
"254","Alfreð Finnbogason","Iceland",32,73,73,"FC Augsburg","ST",2500000,22000
"255","José Manuel López","Argentina",20,73,84,"Club Atlético Lanús","ST",6500000,12000
"256","Mergim Berisha","Germany",23,73,79,"Fenerbahçe SK","ST",4900000,34000
"257","Nahuel Bustos","Argentina",22,73,80,"Girona FC","ST",6e+06,71000
"258","Ercan Kara","Austria",25,73,76,"Orlando City Soccer Club","ST",4100000,8000
"259","Sven Michel","Germany",30,73,73,"1. FC Union Berlin","ST",3e+06,26000
"260","Gianluca Lapadula","Peru",31,73,73,"Benevento","ST",2600000,5000
"261","Georginio Rutter","France",19,73,81,"TSG Hoffenheim","ST",6500000,17000
"262","Landry Dimata","Belgium",23,73,76,"RCD Espanyol de Barcelona","ST",4200000,15000
"263","Mame Diouf","Senegal",33,73,73,"Atakaş Hatayspor","ST",1900000,14000
"264","Dago Filipe Esteiro Cortejo","Brazil",25,73,73,"São Paulo","ST",3400000,30000
"265","Zian Flemming","Netherlands",22,73,79,"Fortuna Sittard","ST",4900000,11000
"266","Ignatius Ganago","Cameroon",22,73,78,"Racing Club de Lens","ST",4700000,22000
"267","Francisco José Navarro Aliaga","Spain",23,73,80,"Gil Vicente FC","ST",6e+06,9000
"268","Fedor Chalov","Russia",23,73,77,"FC Basel 1893","ST",4400000,12000
"269","Kieffer Moore","Wales",28,73,73,"AFC Bournemouth","ST",3100000,31000
"270","Dante Vanzeir","Belgium",23,73,78,"Royale Union Saint-Gilloise","ST",4700000,13000
"271","Noah Okafor","Switzerland",21,73,83,"FC Red Bull Salzburg","ST",7e+06,18000
"272","Agustín Álvarez Martínez","Uruguay",20,72,80,"Club Atlético Peñarol","ST",5e+06,750
"273","Billy Sharp","England",35,72,72,"Sheffield United","ST",1e+06,17000
"274","Diego Queiroz de Oliveira","Brazil",31,72,72,"FC Tokyo","ST",2e+06,10000
"275","Stefan Mugoša","Montenegro",29,72,72,"Incheon United FC","ST",2300000,5000
"276","Darío Cvitanich","Argentina",37,72,72,"Club Atlético Banfield","ST",8e+05,10000
"277","Federico Viñas","Uruguay",23,72,79,"Club América","ST",4700000,29000
"278","Omar Marmoush","Egypt",22,72,81,"VfB Stuttgart","ST",5500000,35000
"279","Ohi Omoijuanfo","Norway",27,72,72,"Molde FK","ST",2500000,6000
"280","Vágner Silva de Souza","Brazil",37,72,72,"FC Midtjylland","ST",8e+05,16000
"281","Fabián Castillo","Colombia",29,72,72,"Fútbol Club Juárez","ST",2300000,10000
"282","Hugo Ekitike","France",19,72,82,"Stade de Reims","ST",5e+06,12000
"283","Umut Bozok","Turkey",24,72,76,"Kasimpaşa SK","ST",3400000,13000
"284","Brian Brobbey","Netherlands",19,72,82,"Ajax","ST",5e+06,27000
"285","Ángel Sepúlveda","Mexico",30,72,72,"Gallos Blancos de Querétaro","ST",2300000,10000
"286","Nicolai Jørgensen","Denmark",30,72,72,"F.C. København","ST",2300000,17000
"287","Nicolas De Préville","France",30,72,72,"FC Metz","ST",2300000,15000
"288","Eddie Nketiah","England",22,72,79,"Arsenal","ST",4800000,45000
"289","Fashion Sakala","Zambia",24,72,75,"Rangers FC","ST",3200000,33000
"290","Jonathan Dos Santos","Uruguay",29,72,72,"Gallos Blancos de Querétaro","ST",2300000,10000
"291","Chuba Akpom","England",25,72,75,"PAOK","ST",3100000,1000
"292","Goran Pandev","North Macedonia",37,72,72,"Parma","ST",8e+05,3000
"293","Daniel Sturridge","England",31,72,72,"Perth Glory","ST",2e+06,6000
"294","Jonathan Bauman","Argentina",30,72,72,"Independiente del Valle","ST",2300000,950
"295","Alexandre Rodrigues da Silva","Brazil",31,72,72,"Orlando City Soccer Club","ST",2e+06,7000
"296","Leandro Díaz","Argentina",29,72,72,"Estudiantes de La Plata","ST",2300000,11000
"297","Samuel Adegbenro","Nigeria",25,72,73,"Beijing Guoan FC","ST",2800000,16000
"298","Mateo Cassierra","Colombia",23,72,79,"Belenenses SAD","ST",4700000,6000
"299","Meschack Elia","Congo DR",23,72,78,"BSC Young Boys","ST",3700000,12000
"300","Gyasi Zardes","United States",29,72,72,"Colorado Rapids","ST",2300000,8000
"301","Nicolás Castillo","Chile",28,72,72,"Club Necaxa","ST",2400000,12000
"302","Josh Maja","Nigeria",22,72,78,"Stoke City","ST",3800000,17000
"303","Yuma Suzuki","Japan",25,72,75,"Kashima Antlers","ST",3100000,8000
"304","Shamar Nicholson","Jamaica",24,72,77,"Spartak Moskva","ST",3600000,34000
"305","Federico Macheda","Italy",29,72,72,"Panathinaikos FC","ST",2300000,750
"306","Fredrik Gulbrandsen","Norway",28,72,72,"İstanbul Başakşehir FK","ST",2400000,28000
"307","Jérémy Le Douaron","France",23,72,76,"Stade Brestois 29","ST",3400000,13000
"308","Yoshinori Mutō","Japan",28,72,72,"Vissel Kobe","ST",2400000,9000
"309","Simon Banza","France",24,72,75,"Futebol Clube de Famalicão","ST",3200000,19000
"310","Joël Piroe","Netherlands",21,72,79,"Swansea City","ST",4800000,17000
"311","Juan Diego Molina Martínez","Spain",27,72,72,"SD Eibar","ST",2500000,10000
"312","Mario Gavranović","Switzerland",31,72,72,"Yukatel Kayserispor","ST",2e+06,12000
"313","Troy Deeney","England",33,72,72,"Birmingham City","ST",1500000,18000
"314","Nicolás Fernández","Argentina",25,72,75,"San Lorenzo de Almagro","ST",3100000,11000
"315","David McGoldrick","Republic of Ireland",33,72,72,"Sheffield United","ST",1500000,23000
"316","Elijah Adebayo","England",23,72,76,"Luton Town","ST",3400000,11000
