"","name","country","age","overall","potential","club","pos","value","wage"
"112","Benjamin Goller","Germany",22,69,77,"Karlsruher SC","RW",3100000,6000
"113","Danel Sinani","Luxembourg",24,69,72,"Huddersfield Town","RW",1900000,15000
"114","Gustav Isaksen","Denmark",20,69,80,"FC Midtjylland","RW",3100000,11000
"115","Ian Poveda","England",21,69,80,"Blackburn Rovers","RW",3100000,26000
"116","Brian Rodríguez","Uruguay",21,69,81,"Los Angeles FC","RW",3400000,4000
"117","Olivier Deman","Belgium",21,68,78,"KSV Cercle Brugge","RW",2700000,5000
"118","Rafael Euclides Soares Camacho","Portugal",21,68,72,"Belenenses SAD","RW",1800000,5000
"119","Iván Angulo","Colombia",22,68,74,"Portimonense SC","RW",1900000,4000
"120","Jo Inge Berget","Norway",30,68,68,"Malmö FF","RW",1200000,4000
"121","Jonathan Okita","Congo DR",24,68,71,"N.E.C. Nijmegen","RW",1600000,5000
"122","Cristiano Lombardi","Italy",25,68,68,"Lazio","RW",1300000,20000
"123","Patrik Wålemark","Sweden",19,68,81,"Feyenoord","RW",2900000,3000
"124","Francisco Jorge Tavares Oliveira","Portugal",21,68,80,"Wolverhampton Wanderers","RW",3e+06,22000
"125","Jack Clarke","England",20,68,80,"Sunderland","RW",2900000,23000
"126","Thibo Somers","Belgium",22,68,75,"KSV Cercle Brugge","RW",2500000,5000
"127","Elayis Tavsan","Netherlands",20,68,77,"N.E.C. Nijmegen","RW",2600000,4000
"128","Jhonatan Candia","Uruguay",26,68,68,"Club Atlético Huracán","RW",1300000,6000
"129","Matteo Cancellieri","Italy",18,68,82,"Hellas Verona","RW",2800000,5000
"130","Bilel Aouacheria","France",27,68,68,"Gil Vicente FC","RW",1300000,5000
"131","Won Sang Um","Korea Republic",22,68,77,"Ulsan Hyundai FC","RW",2700000,5000
"132","José Uilton Silva de Jesus","Brazil",28,67,67,"FC Paços de Ferreira","RW",1e+06,5000
"133","Luis Alí","Bolivia",27,67,67,"Independiente Petrolero","RW",1100000,500
"134","Marvin Olawale Akinlabi Park","Spain",21,67,79,"Real Madrid CF","RW",2500000,30000
"135","Josh Ginnelly","England",24,67,70,"Heart of Midlothian","RW",1400000,3000
"136","Marrony da Silva L. S.","Brazil",22,67,75,"FC Midtjylland","RW",2300000,9000
"137","Cole Palmer","England",19,67,86,"Manchester City","RW",2600000,20000
"138","Yayah Kallon","Sierra Leone",20,67,83,"Genoa","RW",2700000,5000
"139","Raúl Balderrama","Bolivia",26,67,68,"Club Atlético Palmaflor","RW",1200000,500
"140","Ignace Van der Brempt","Belgium",19,67,81,"FC Red Bull Salzburg","RW",2400000,6000
"141","Malcom Braida","Argentina",24,67,73,"San Lorenzo de Almagro","RW",1600000,5000
"142","Daiya Tono","Japan",22,67,73,"Kawasaki Frontale","RW",1600000,5000
"143","Daan Rots","Netherlands",19,67,77,"FC Twente","RW",2200000,3000
"144","Atakan Üner","Turkey",21,67,77,"Besiktas JK","RW",2300000,11000
"145","Jaime Santos Colado","Spain",26,67,67,"Club Atlético Palmaflor","RW",1100000,500
"146","Andrei Cordea","Romania",22,67,76,"FCSB (Steaua)","RW",2300000,6000
"147","Edward Chilufya","Zambia",21,67,78,"FC Midtjylland","RW",2300000,8000
"148","Conor Chaplin","England",24,67,70,"Ipswich Town","RW",1400000,5000
"149","Odin Bailey","England",21,67,78,"Livingston FC","RW",2300000,7000
"150","Hadi Sacko","Mali",27,67,67,"CFR Cluj","RW",1100000,7000
"151","Bruno Pascua López","Spain",31,67,67,"Club Deportivo Guabirá","RW",850000,500
"152","Cristi Barbu<U+021B>","Romania",26,67,67,"Sepsi OSK Sf. Gheorghe","RW",1100000,6000
"153","Riku Riski","Finland",31,66,66,"HJK Helsinki","RW",7e+05,500
"154","Rodney Redes","Paraguay",21,66,76,"Austin FC","RW",1900000,2000
"155","Alan Medina","Uruguay",23,66,71,"Liverpool Fútbol Club","RW",1300000,500
"156","Gabriel Pereira dos Santos","Brazil",19,66,78,"New York City FC","RW",2e+06,2000
"157","Kayky da Silva Chagas","Brazil",18,66,87,"Manchester City","RW",2700000,12000
"158","Marco Borgnino","Argentina",23,66,72,"Unión de Santa Fe","RW",1400000,4000
"159","Tibo Persyn","Belgium",19,66,80,"Club Brugge KV","RW",2e+06,14000
"160","Mark Sykes","Republic of Ireland",23,66,71,"Oxford United","RW",1300000,4000
"161","Mauricio Alonso","Uruguay",27,66,66,"Mushuc Runa","RW",9e+05,500
"162","Juan Mancín","Venezuela",21,66,76,"Metropolitanos de Caracas FC","RW",1900000,500
"163","Exneyder Guerrero","Colombia",24,66,71,"Club Independiente Santa Fe","RW",1300000,1000
"164","Adílio Correia dos Santos","Brazil",27,66,66,"FC Arouca","RW",9e+05,3000
"165","Matchoi Bobó Djaló","Portugal",18,66,80,"FC Paços de Ferreira","RW",2e+06,1000
"166","Graham Burke","Republic of Ireland",27,66,66,"Shamrock Rovers","RW",9e+05,1000
"167","Cristian Negu<U+021B>","Romania",25,66,67,"CFR Cluj","RW",1e+06,3000
"168","Osei Bonsu","Ghana",20,66,78,"Caracas Fútbol Club","RW",2100000,500
"169","Fernando Pacheco","Peru",22,66,72,"Club Sporting Cristal","RW",1400000,500
"170","Oliver Valaker Edvardsen","Norway",22,66,72,"Stabæk Fotball","RW",1400000,1000
"171","Kevin Romay","Bolivia",27,66,66,"Club Always Ready","RW",9e+05,500
"172","Gift Links","South Africa",22,66,74,"Aarhus GF","RW",1900000,5000
"173","Nicolás Ruíz","Venezuela",23,66,71,"Metropolitanos de Caracas FC","RW",1300000,500
"174","Jason Ceka","Germany",21,65,71,"1. FC Magdeburg","RW",1100000,1000
"175","Zito André Sebastião Luvumbo","Angola",19,65,75,"Cagliari","RW",1500000,5000
"176","José Alí Meza","Venezuela",30,65,65,"Club Always Ready","RW",7e+05,500
"177","Nelson Cabanillas","Peru",20,65,72,"Club Universitario de Deportes","RW",1400000,500
"178","Jonathan Castillo","Venezuela",20,65,76,"Metropolitanos de Caracas FC","RW",1600000,500
"179","Peter González Carmona","Spain",18,65,79,"Real Madrid CF","RW",1700000,12000
"180","Daniel Eduardo Juárez","Argentina",19,65,76,"Unión de Santa Fe","RW",1500000,2000
"181","Matìas Soulé","Argentina",18,65,85,"Juventus","RW",2e+06,7000
"182","Geny Cipriano Catamo","Mozambique",20,65,79,"Vitória de Guimarães","RW",1700000,3000
"183","Vicente Besuijen","Netherlands",20,65,74,"Aberdeen","RW",1600000,2000
"184","Nick Doodeman","Netherlands",24,65,68,"SC Cambuur","RW",975000,2000
"185","Italo Regalado","Peru",26,65,65,"Ayacucho","RW",775000,500
"186","Kevin Quevedo","Peru",24,65,68,"FBC Melgar","RW",975000,500
"187","Mauricio Matzuda","Peru",21,65,69,"Club Alianza Lima","RW",1e+06,500
"188","Yahia Al Shehri","Saudi Arabia",31,65,65,"Al Raed","RW",6e+05,6000
"189","Bandile Shandu","South Africa",26,65,65,"Orlando Pirates","RW",775000,500
"190","Catalin Golofca","Romania",31,65,65,"Sepsi OSK Sf. Gheorghe","RW",6e+05,4000
"191","Jack Durán","Peru",29,65,65,"Cienciano","RW",7e+05,500
"192","Mirko Tomianovic","Bolivia",19,65,73,"Royal Pari","RW",1500000,500
"193","Paulo Afonso da Rocha Júnior","Brazil",23,64,68,"Club Atlético Rentistas","RW",850000,500
"194","Sirlord Conteh","Germany",24,64,67,"1. FC Magdeburg","RW",8e+05,1000
"195","José Manuel Hernández","Venezuela",24,64,66,"Independiente Medellín","RW",750000,1000
"196","Jersson González","Colombia",19,64,73,"Club Independiente Santa Fe","RW",1300000,650
"197","Thijs van Leeuwen","Netherlands",18,64,77,"FC Twente","RW",1400000,1000
"198","Eren Dinkçi","Germany",19,64,80,"SV Werder Bremen","RW",1500000,2000
"199","Lars Olden Larsen","Norway",22,64,70,"BK Häcken","RW",950000,2000
"200","Tobias Bech","Denmark",19,64,74,"Viborg FF","RW",1300000,2000
"201","Theo Corbeanu","Canada",19,64,81,"Milton Keynes Dons","RW",1500000,2000
"202","Gonçalo Oscar A. Borges","Portugal",20,64,79,"FC Porto","RW",1400000,3000
"203","Karamoko Dembélé","England",18,64,80,"Celtic","RW",1500000,5000
"204","Glenn Middleton","Scotland",21,64,71,"St. Johnstone FC","RW",1200000,9000
"205","Harry Anderson","England",24,64,66,"Bristol Rovers","RW",750000,3000
"206","Flavio Gómez","Peru",24,64,67,"Universidad Técnica de Cajamarca","RW",8e+05,500
"207","Petar Micin","Serbia",22,64,70,"Udinese Calcio","RW",950000,4000
"208","Ntsako Makhubela","South Africa",27,64,64,"Orlando Pirates","RW",625000,500
"209","Riku Danzaki","Japan",21,64,73,"Hokkaido Consadole Sapporo","RW",1300000,1000
"210","Félix Alexandre A. Sanches Correia","Portugal",20,64,78,"Parma","RW",1400000,1000
"211","Wilter Ayoví","Ecuador",24,64,66,"Mushuc Runa","RW",750000,500
"212","Diego Hernández","Uruguay",21,63,75,"Montevideo Wanderers","RW",1200000,500
"213","Bryan Sánchez","Ecuador",28,63,63,"CS Emelec","RW",475000,500
"214","Uffe Bech","Denmark",28,63,63,"Panathinaikos FC","RW",475000,500
"215","Aliou Baldé","Senegal",18,63,81,"Feyenoord","RW",1200000,1000
"216","Luis Benítes","Peru",24,63,66,"Sport Huancayo","RW",650000,500
"217","Tomson Minda","Ecuador",20,63,71,"C.D. Universidad Católica del Ecuador","RW",1100000,500
"218","Alex Newby","England",25,63,64,"Rochdale","RW",575000,2000
"219","Issa Fomba","Mali",19,63,76,"Málaga CF","RW",1100000,1000
"220","Marco Huamán","Peru",18,63,74,"Sport Huancayo","RW",1e+06,500
"221","Antonio Zarzana Pérez","Spain",19,63,78,"Sevilla FC","RW",1100000,3000
"222","Darragh Burns","Republic of Ireland",18,63,75,"St. Patrick's Athletic","RW",1100000,500
"223","Ron Berlinski","Germany",26,63,63,"Sportclub Verl","RW",525000,700
"224","Gabriel Norambuena","Chile",18,63,76,"Unión Española","RW",1100000,650
"225","Yackson Rivas","Venezuela",19,63,72,"Deportivo La Guaira FC","RW",1e+06,500
"226","Brandon Thomas-Asante","England",22,63,69,"Salford City","RW",775000,4000
"227","Alfonso Trezza","Uruguay",22,63,69,"Club Nacional de Football","RW",775000,500
"228","Gonzalo Tapia","Chile",19,63,78,"Universidad Católica","RW",1100000,2000
"229","Jacob Ondrejka","Sweden",18,63,74,"IF Elfsborg","RW",1e+06,550
"230","Brahian Egüez","Bolivia",29,63,63,"Club Deportivo Guabirá","RW",475000,500
"231","Roy Kuijpers","Netherlands",21,63,71,"RKC Waalwijk","RW",1100000,1000
"232","Aaron Rowe","England",20,62,74,"Huddersfield Town","RW",950000,2000
"233","Sebastián Arce","Paraguay",21,62,70,"Club Olimpia","RW",9e+05,500
"234","Demba Seck","Senegal",20,62,77,"Torino F.C.","RW",950000,6000
"235","Alexis Medina","Argentina",26,62,63,"Independiente Petrolero","RW",475000,4000
"236","Amadou Sagna","Senegal",21,62,71,"Club Brugge KV","RW",9e+05,4000
"237","Michell Rodríguez","Mexico",20,62,75,"CF Monterrey","RW",950000,7000
"238","Valdimar Þór Ingimundarson","Iceland",22,62,72,"Strømsgodset IF","RW",9e+05,1000
"239","Lasso Coulibaly","Ghana",18,62,78,"FC Nordsjælland","RW",1e+06,1000
"240","Ernest Poku","Netherlands",17,62,82,"AZ Alkmaar","RW",1100000,500
"241","Bénie Traore","Côte d'Ivoire",18,62,71,"BK Häcken","RW",850000,550
"242","Alex Carrera","Ecuador",20,62,73,"Sociedad Deportiva Aucas","RW",875000,500
"243","Jhon Marchán","Venezuela",22,62,71,"Club Sporting Cristal","RW",9e+05,500
"244","Jeyson Chura","Bolivia",19,62,76,"Club The Strongest","RW",950000,500
"245","Jesurun Rak-Sakyi","England",18,62,78,"Crystal Palace","RW",1e+06,4000
"246","Emil Frederiksen","Denmark",20,62,70,"SønderjyskE","RW",875000,2000
"247","Grigoriy Borisenko","Russia",19,62,75,"FC Lokomotiv Moscow","RW",950000,5000
"248","Justin Amaluzor","England",24,62,64,"Motherwell","RW",525000,1000
"249","Justo Giani","Argentina",22,62,70,"Newell's Old Boys","RW",9e+05,3000
"250","Kaique Vergilio da Silva","Brazil",24,62,65,"Centro Atlético Fénix","RW",550000,500
"251","Andrew Draper","Ecuador",19,62,70,"C.D. Universidad Católica del Ecuador","RW",850000,500
"252","Duvan Mina","Colombia",18,62,77,"Deportivo Cali","RW",925000,500
"253","Courtney Senior","England",24,62,65,"Newport County","RW",550000,2000
"254","Jefferson Cáceres","Peru",18,62,76,"FBC Melgar","RW",925000,500
"255","Boubacar Rafael Neto Hanne","Portugal",22,62,71,"Gil Vicente FC","RW",9e+05,2000
"256","Moisés Velásquez","Peru",22,62,72,"Sport Huancayo","RW",9e+05,500
"257","Renzo Sanchez","Uruguay",17,62,80,"Club Nacional de Football","RW",1e+06,500
"258","Sebastián Ramírez","Argentina",20,61,69,"Club Atlético Huracán","RW",725000,2000
"259","Maximilian Franzke","Germany",22,61,70,"1. FC Magdeburg","RW",725000,900
"260","Andreas Mihaiu","Romania",22,61,66,"FC Dinamo 1948 Bucuresti","RW",5e+05,1000
"261","Enmerson Batalla","Colombia",20,61,68,"Club Atlético Talleres","RW",650000,2000
"262","Issa Soumaré","Senegal",20,61,72,"US Quevilly Rouen Métropole","RW",725000,2000
"263","Conrad Wallem","Norway",21,61,70,"Odds BK","RW",725000,900
"264","Joiner Moreno","Colombia",20,61,71,"La Equidad","RW",725000,500
"265","Mateus Santos Barbosa","Brazil",22,61,66,"FC Botosani","RW",5e+05,2000
"266","Logan Chalmers","Scotland",21,61,70,"Dundee United","RW",725000,1000
"267","Kaide Gordon","England",16,61,84,"Liverpool","RW",1e+06,3000
"268","Dániel Prosser","Hungary",27,61,61,"SønderjyskE","RW",350000,3000
"269","Pablo Vaca","Bolivia",19,61,74,"Club Always Ready","RW",775000,500
"270","Jorge Ruvalcaba","United States",19,61,73,"Club Universidad Nacional","RW",775000,2000
"271","Casper Terho","Finland",18,61,73,"HJK Helsinki","RW",750000,500
"272","Suf Podgoreanu","Israel",19,61,74,"Spezia","RW",775000,2000
"273","Moonga Simba","Sweden",21,61,72,"SK Brann","RW",725000,900
"274","Ar'jany Martha","Netherlands",17,61,77,"Ajax","RW",825000,600
"275","Eros Maddy","Netherlands",20,61,72,"FC Utrecht","RW",725000,2000
"276","Aryan Romaní","Peru",19,61,69,"Ayacucho","RW",7e+05,500
"277","Eren Erdogan","Turkey",20,61,70,"Altay SK","RW",725000,2000
"278","Morgan Whittaker","England",20,61,73,"Lincoln City","RW",8e+05,4000
"279","Natanael Guzmán","Argentina",21,61,70,"Montevideo City Torque","RW",725000,500
"280","Ben Knight","England",19,60,74,"Crewe Alexandra","RW",575000,1000
"281","Rudolf Ndualu","Germany",21,60,69,"MSV Duisburg","RW",550000,1000
"282","Victor Karlsson","Sweden",20,60,70,"Varbergs BoIS FC","RW",550000,600
"283","Jalen Hawkins","United States",20,60,72,"1. FC Saarbrücken","RW",6e+05,3000
"284","Guillermo Larios","Peru",19,60,70,"Club Universitario de Deportes","RW",525000,500
"285","Shayden Morris","England",19,60,71,"Fleetwood Town","RW",525000,1000
"286","Morad El Haddouti","Netherlands",23,60,66,"RKC Waalwijk","RW",4e+05,1000
"287","Juan David González","Colombia",19,60,70,"Deportivo Cali","RW",525000,500
"288","Luis Montero","Bolivia",21,60,70,"Club Deportivo Guabirá","RW",550000,500
"289","Juan Pablo Krilanovich","Argentina",19,60,74,"Club Atlético Lanús","RW",575000,2000
"290","Freddy Castro","Peru",20,60,72,"Universidad Técnica de Cajamarca","RW",6e+05,500
"291","Salih Kavrazli","Turkey",19,60,74,"Trabzonspor","RW",575000,3000
"292","Alexander Bernhardsson","Sweden",22,60,68,"IF Elfsborg","RW",550000,950
"293","Gonzalo Álvez","Argentina",17,60,78,"Club Atlético Talleres","RW",625000,550
"294","Mauricio Isais","United States",20,60,72,"Pachuca","RW",6e+05,2000
"295","Julián Fernández","Argentina",17,60,76,"Vélez Sarsfield","RW",625000,550
"296","Ramiro Luna","Argentina",25,60,61,"Arsenal de Sarandí","RW",3e+05,2000
"297","Kevin Bemanga","France",22,60,68,"Angers SCO","RW",550000,4000
"298","Cristian Núñez","Paraguay",21,60,70,"Club Atlético Huracán","RW",550000,2000
"299","<U+0218>tefan Blanaru","Romania",32,60,60,"CS Mioveni","RW",2e+05,1000
"300","Ahmed Bani","Romania",18,60,72,"FC Dinamo 1948 Bucuresti","RW",575000,500
"301","Thomas Mayer","Austria",24,59,62,"Hull City","RW",3e+05,2000
"302","Joider Micolta","Colombia",18,59,71,"América de Cali","RW",525000,500
"303","Albin Mörfelt","Sweden",21,59,66,"Mjällby AIF","RW",450000,800
"304","Youssef Chaib","Norway",24,59,62,"Sandefjord Fotball","RW",3e+05,800
"305","Aliou Traoré","France",20,59,71,"Parma","RW",550000,700
"306","Dong Ryul Lee","Korea Republic",21,59,73,"Jeju United FC","RW",550000,1000
"307","Alexandru Raicea","Romania",24,59,61,"CS Mioveni","RW",3e+05,2000
"308","Gustavo Verón","Paraguay",19,59,66,"Club Sol de América","RW",450000,500
"309","Leonardo Yánez","Ecuador",18,59,67,"Barcelona Sporting Club","RW",475000,500
"310","Sergio Barboza","Peru",20,59,74,"Ayacucho","RW",550000,500
"311","Dioggo Isita","Bolivia",18,59,71,"Royal Pari","RW",525000,500
"312","Tom Fellows","England",18,59,75,"West Bromwich Albion","RW",575000,3000
"313","Hussain Al Eissa","Saudi Arabia",20,59,72,"Al Batin","RW",550000,2000
"314","Juan Luis Sánchez Velasco","Spain",17,59,72,"Sevilla FC","RW",525000,850
"315","Jarno Westerman","Netherlands",19,59,72,"PEC Zwolle","RW",525000,1000
"316","Kelvin John","Tanzania",18,59,78,"KRC Genk","RW",575000,1000
"317","Reinaldo Batista Caetano","Brazil",22,59,65,"SV Ried","RW",350000,2000
"318","Brayan Parada","Bolivia",17,59,74,"Club Deportivo Guabirá","RW",525000,500
"319","Mamady Bangré","France",20,58,74,"Toulouse Football Club","RW",525000,1000
