"","name","country","age","overall","potential","club","pos","value","wage"
"221","Déinner Quiñones","Colombia",25,68,69,"América de Cali","RM",1400000,2000
"222","Manuel Palacios","Colombia",28,68,68,"Seongnam FC","RM",1200000,3000
"223","Aiyegun Tosin","Benin",23,68,77,"FC Zürich","RM",2700000,7000
"224","Sergio Bermejo Lillo","Spain",23,68,74,"Real Zaragoza","RM",1900000,4000
"225","Houssam Eddine Ghacha","Algeria",25,68,69,"Antalyaspor","RM",1400000,7000
"226","Santiago Moreno","Colombia",21,68,80,"Portland Timbers","RM",3e+06,3000
"227","Cyrille Bayala","Burkina Faso",25,68,71,"AC Ajaccio","RM",1600000,3000
"228","Guido Mainero","Argentina",26,68,68,"Club Atlético Sarmiento","RM",1300000,6000
"229","Takuro Kaneko","Japan",23,68,72,"Hokkaido Consadole Sapporo","RM",1700000,3000
"230","Luis Díaz","Costa Rica",22,68,73,"Columbus Crew","RM",1900000,3000
"231","Magomed-Shapi Suleymanov","Russia",21,68,72,"GZT Giresunspor","RM",1800000,5000
"232","Dylan Saint-Louis","Congo",26,68,68,"Atakas Hatayspor","RM",1300000,6000
"233","Jáder Obrian","Colombia",26,68,69,"FC Dallas","RM",1400000,4000
"234","Lazar Randelovic","Serbia",23,68,73,"CD Leganés","RM",1800000,500
"235","Joelson Augusto Mendes Mango","Portugal",18,68,84,"FC Basel 1893","RM",3100000,2000
"236","Chris Mueller","United States",24,68,71,"Hibernian","RM",1600000,3000
"237","Alan Medina","Mexico",23,68,74,"Club Necaxa","RM",1900000,15000
"238","Daniil Khlusevich","Russia",20,68,74,"Spartak Moskva","RM",1900000,14000
"239","Nathaniel Mendez-Laing","England",29,68,68,"Sheffield Wednesday","RM",1200000,3000
"240","Ignacio Schor","Argentina",20,68,77,"Platense","RM",2600000,4000
"241","Amad Diallo","Côte d'Ivoire",18,68,85,"Rangers FC","RM",3100000,12000
"242","Callum Lang","England",22,68,75,"Wigan Athletic","RM",2500000,2000
"243","Valentín Larralde","Argentina",20,68,77,"Arsenal de Sarandí","RM",2600000,5000
"244","Jhon Sánchez","Ecuador",20,68,76,"Independiente del Valle","RM",2600000,500
"245","Wilmar González","Colombia",27,68,68,"Hermanos Colmenarez","RM",1300000,500
"246","Jofre Carreras Pagès","Spain",20,68,80,"RCD Espanyol de Barcelona","RM",2900000,6000
"247","Rodrigo Bogarín","Paraguay",24,68,73,"Club Libertad","RM",1800000,500
"248","Morgan Guilavogui","Guinea",23,68,74,"Paris FC","RM",1900000,3000
"249","Patrick Roberts","England",24,68,71,"Sunderland","RM",1600000,5000
"250","Ahmed Yasin","Iraq",30,68,68,"Örebro SK","RM",1200000,3000
"251","Fabiano Josué de Souza Silva","Brazil",21,67,79,"SC Braga","RM",2500000,4000
"252","Cristian Josué Artiles Cedrés","Spain",24,67,70,"Unión Deportiva Las Palmas","RM",1400000,3000
"253","Gael Sandoval","Mexico",25,67,68,"Wellington Phoenix","RM",1200000,14000
"254","Adama Diakhaby","France",24,67,69,"Amiens SC","RM",1300000,2000
"255","Joseph Boyamba","Germany",24,67,70,"SV Waldhof Mannheim 07","RM",1400000,2000
"256","Alex Muyl","United States",25,67,68,"Nashville SC","RM",1200000,3000
"257","Juan José Heinze","Argentina",21,67,75,"General Caballero (JLM)","RM",2300000,500
"258","Óscar Clemente Mues","Spain",22,67,76,"Unión Deportiva Las Palmas","RM",2300000,3000
"259","Erik Jirka","Slovakia",23,67,73,"Real Oviedo","RM",1600000,3000
"260","Álex Collado Gutiérrez","Spain",22,67,76,"Granada CF","RM",2300000,30000
"261","Ryan Longman","England",20,67,76,"Hull City","RM",2200000,4000
"262","Hicham Boussefiane","Morocco",23,67,73,"Málaga CF","RM",1600000,3000
"263","Alex Timossi Andersson","Sweden",20,67,78,"SK Austria Klagenfurt","RM",2200000,3000
"264","Jean Zimmer","Germany",27,67,67,"1. FC Kaiserslautern","RM",1100000,2000
"265","Ante Bajic","Austria",25,67,68,"SV Ried","RM",1200000,4000
"266","Nicholas Gioacchini","United States",20,67,77,"Montpellier Hérault SC","RM",2200000,2000
"267","Julián Palacios","Argentina",22,67,74,"Club Atlético Banfield","RM",2100000,5000
"268","Salvatore Elia","Italy",22,67,76,"Benevento","RM",2300000,1000
"269","Maximilian Beier","Germany",18,67,80,"Hannover 96","RM",2400000,4000
"270","Arley Rodríguez","Colombia",28,67,67,"Club Alianza Lima","RM",1e+06,500
"271","Antonio David Álvarez Rey","Spain",26,67,67,"UD Ibiza","RM",1100000,3000
"272","Salman Muwashar","Saudi Arabia",32,67,67,"Al Ahli","RM",8e+05,12000
"273","Enzo Giménez","Paraguay",23,67,73,"Club Cerro Porteño","RM",1600000,500
"274","Braian Martínez","Argentina",21,67,74,"Club Atlético Aldosivi","RM",2100000,4000
"275","Tiago Palacios","Argentina",20,67,80,"Montevideo City Torque","RM",2500000,500
"276","Sebastian Jørgensen","Denmark",21,67,78,"Silkeborg IF","RM",2300000,3000
"277","Braydon Manu","Germany",24,67,70,"SV Darmstadt 98","RM",1400000,5000
"278","Bryan Carabalí","Ecuador",23,67,71,"CS Emelec","RM",1500000,500
"279","Nikola Cumic","Serbia",22,67,76,"FC Luzern","RM",2300000,500
"280","Matías Zunino","Uruguay",31,67,67,"Club Nacional de Football","RM",850000,500
"281","Rodrigo Piñeiro","Uruguay",22,67,75,"Unión Española","RM",2300000,2000
"282","Akinkunmi Amoo","Nigeria",19,67,80,"F.C. København","RM",2400000,4000
"283","Darío Sarmiento","Argentina",18,67,82,"Girona FC","RM",2400000,2000
"284","Lirim Kastrati","Kosovo",22,67,71,"Legia Warszawa","RM",1500000,3000
"285","Prestige Mboungou","Congo",20,67,77,"Abha Club","RM",2200000,4000
"286","Georg Teigl","Austria",30,67,67,"FK Austria Wien","RM",975000,7000
"287","Feliciano Brizuela","Paraguay",24,67,69,"Club Olimpia","RM",1300000,500
"288","Imanol Machuca","Argentina",21,66,75,"Unión de Santa Fe","RM",1900000,3000
"289","Burak Kapacak","Turkey",21,66,75,"Fenerbahçe SK","RM",1900000,9000
"290","Ransford-Yeboah Königsdörffer","Germany",19,66,76,"SG Dynamo Dresden","RM",1800000,3000
"291","Abdoulie Sanyang","Gambia",22,66,74,"Grenoble Foot 38","RM",1900000,2000
"292","Benjamin Nygren","Sweden",19,66,73,"FC Nordsjælland","RM",1700000,2000
"293","Leândro Rossi Pereira","Brazil",32,66,66,"Radomiak Radom","RM",675000,2000
"294","Óscar Ureña García","Spain",18,66,77,"Girona FC","RM",1800000,1000
"295","Kengo Kitazume","Japan",29,66,66,"Kashiwa Reysol","RM",850000,4000
"296","Iván Chapela López","Spain",22,66,75,"Cádiz CF","RM",1900000,7000
"297","Katsuhiro Nakayama","Japan",24,66,68,"Shimizu S-Pulse","RM",1100000,1000
"298","Festy Ebosele","Republic of Ireland",18,66,78,"Derby County","RM",2e+06,2000
"299","Nanasei Iino","Japan",24,66,69,"Sagan Tosu","RM",1200000,1000
"300","Cem Melderem","Turkey",25,66,66,"Türkgücü München","RM",950000,2000
"301","Erik Daniel","Czech Republic",29,66,66,"Zaglebie Lubin","RM",850000,3000
"302","Liyu Yang","China PR",24,66,69,"Guangzhou FC","RM",1200000,6000
"303","César Yanis","Panama",25,66,69,"Real Zaragoza","RM",1100000,3000
"304","Javier Avilés Cortés","Spain",23,66,72,"CD Tondela","RM",1400000,3000
"305","Ernesto Gomez Muñoz","Spain",26,66,66,"Burgos CF","RM",925000,3000
"306","Konrad Michalak","Poland",23,66,72,"Ittifak Holding Konyaspor","RM",1400000,5000
"307","Brandon Domingues","France",21,66,77,"ESTAC Troyes","RM",1900000,4000
"308","José Luis Zalazar Martinez","Spain",23,66,72,"SD Ponferradina","RM",1400000,2000
"309","Alex Roldan","El Salvador",24,66,69,"Seattle Sounders FC","RM",1200000,2000
"310","Fernando Cardozo","Paraguay",20,66,75,"Club Olimpia","RM",1900000,500
"311","Pablo García","Uruguay",21,66,75,"Club Nacional de Football","RM",1900000,500
"312","Jeison Chalá","Ecuador",26,66,66,"CS Emelec","RM",925000,500
"313","Ilson Pereira Junior","Brazil",35,66,66,"Philadelphia Union","RM",350000,2000
"314","Anthony Musaba","Netherlands",20,66,76,"SC Heerenveen","RM",1900000,9000
