"","name","country","age","overall","potential","club","pos","value","wage"
"26","Marc Cucurella Saseta","Spain",22,79,84,"Brighton & Hove Albion","LB",2.5e+07,50000
"27","Benjamin Mendy","France",26,79,80,"Manchester City","LB",1.9e+07,105000
"28","Aaron Cresswell","England",31,79,79,"West Ham United","LB",12500000,66000
"29","Ignacio Monreal Eraso","Spain",35,79,79,"Real Sociedad","LB",5500000,24000
"30","Oleksandr Zinchenko","Ukraine",24,79,82,"Manchester City","LB",2.2e+07,90000
"31","Owen Wijndal","Netherlands",21,79,84,"AZ Alkmaar","LB",2.5e+07,10000
"32","Marcelo Vieira da Silva","Brazil",33,79,79,"Real Madrid CF","LB",9e+06,125000
"33","Pervis Estupiñán","Ecuador",23,79,83,"Villarreal CF","LB",23500000,29000
"34","Philipp Max","Germany",27,78,78,"PSV","LB",13500000,19000
"35","Caio Henrique Oliveira Silva","Brazil",23,78,82,"AS Monaco","LB",18500000,39000
"36","Gérson Adriano Gutierres Serra","Brazil",21,78,78,"Internacional","LB",1.5e+07,20000
"37","Carlos Neva Tey","Spain",25,78,83,"Granada CF","LB",1.9e+07,23000
"38","Alfonso Pedraza Sag","Spain",25,77,80,"Villarreal CF","LB",1.3e+07,27000
"39","Emerson Palmieri dos Santos","Italy",26,77,78,"Olympique Lyonnais","LB",11500000,80000
"40","James Justin","England",23,77,80,"Leicester City","LB",13500000,64000
"41","Borna Sosa","Croatia",23,77,81,"VfB Stuttgart","LB",1.4e+07,23000
"42","Milton Casco","Argentina",33,77,77,"River Plate","LB",5500000,17000
"43","Romain Perraud","France",23,77,83,"Southampton","LB",15500000,41000
"44","Cristiano Biraghi","Italy",28,77,77,"Fiorentina","LB",9500000,47000
"45","Alberto Moreno Pérez","Spain",28,77,77,"Villarreal CF","LB",9500000,30000
"46","Rubén Duarte Sánchez","Spain",25,77,80,"Deportivo Alavés","LB",1.3e+07,22000
"47","Matt Targett","England",25,77,80,"Newcastle United","LB",1.3e+07,52000
"48","Reinildo Isnard Mandava","Mozambique",27,77,77,"Atlético de Madrid","LB",1e+07,43000
"49","Konstantinos Tsimikas","Greece",25,77,81,"Liverpool","LB",13500000,76000
"50","Nuno Miguel Jerónimo Sequeira","Portugal",30,77,77,"SC Braga","LB",9e+06,15000
"51","José Ángel Valdés Díaz","Spain",31,76,76,"CA Osasuna","LB",5500000,24000
"52","Patrick van Aanholt","Netherlands",30,76,76,"Galatasaray SK","LB",6500000,45000
"53","Vitaliy Mykolenko","Ukraine",22,76,83,"Everton","LB",14500000,52000
"54","Luan Peres Petroni","Brazil",26,76,77,"Olympique de Marseille","LB",8e+06,32000
"55","Elseid Hysaj","Albania",27,76,76,"Lazio","LB",7e+06,45000
"56","Javier Galán Gil","Spain",26,76,77,"RC Celta de Vigo","LB",8e+06,21000
"57","Paulo Otávio Rosa da Silva","Brazil",26,76,76,"VfL Wolfsburg","LB",7500000,47000
"58","Mathías Olivera","Uruguay",23,76,83,"Getafe CF","LB",14500000,21000
"59","Lucas Olaza","Uruguay",26,76,77,"Elche CF","LB",8e+06,11000
"60","Ludwig Augustinsson","Sweden",27,76,76,"Sevilla FC","LB",7e+06,23000
"61","Jérôme Roussillon","France",28,76,76,"VfL Wolfsburg","LB",7e+06,49000
"62","Alfonso Espino","Uruguay",29,76,76,"Cádiz CF","LB",6500000,27000
"63","Adrià Giner Pedrosa","Spain",23,76,83,"RCD Espanyol de Barcelona","LB",14500000,15000
"64","Ghislain Konan","Côte d'Ivoire",25,76,79,"Stade de Reims","LB",9e+06,22000
"65","Danilo Teodoro Soares","Brazil",29,76,76,"VfL Bochum 1848","LB",6500000,23000
"66","Birger Meling","Norway",26,76,77,"Stade Rennais FC","LB",8e+06,37000
"67","Juan Miranda González","Spain",21,76,84,"Real Betis Balompié","LB",1.6e+07,15000
"68","Mitchel Bakker","Netherlands",21,75,81,"Bayer 04 Leverkusen","LB",8500000,27000
"69","Arthur Masuaku","Congo DR",27,75,75,"West Ham United","LB",5500000,50000
"70","Ayrton Lucas Dantas de Medeiros","Brazil",24,75,79,"Spartak Moskva","LB",7500000,37000
"71","Nico Schulz","Germany",28,75,75,"Borussia Dortmund","LB",5e+06,42000
"72","Layvin Kurzawa","France",28,75,75,"Paris Saint-Germain","LB",5e+06,57000
"73","Sead Kolašinac","Bosnia and Herzegovina",28,75,75,"Olympique de Marseille","LB",5e+06,32000
"74","Enaldo Diogo Barbosa Prazeres","Brazil",37,75,75,"Sport Club Corinthians Paulista","LB",1200000,18000
"75","Tyrick Mitchell","England",21,75,82,"Crystal Palace","LB",1.1e+07,30000
"76","Melvin Bard","France",20,75,82,"OGC Nice","LB",10500000,19000
"77","Oscar Dorley","Liberia",22,75,81,"SK Slavia Praha","LB",8500000,800
"78","Luke Thomas","England",20,75,82,"Leicester City","LB",10500000,48000
"79","Alejandro Centelles Plaza","Spain",21,75,84,"Unión Deportiva Almería","LB",1.2e+07,8000
"80","Héctor Junior Firpo Adamés","Spain",24,75,78,"Leeds United","LB",7e+06,49000
"81","Faouzi Ghoulam","Algeria",30,75,75,"Napoli","LB",4800000,45000
"82","Hassane Kamara","Côte d'Ivoire",27,75,75,"Watford","LB",5500000,42000
"83","Aihen Muñoz Capellán","Spain",23,75,82,"Real Sociedad","LB",10500000,22000
"84","Johan Mojica","Colombia",28,74,74,"Elche CF","LB",3800000,17000
"85","Jordan Amavi","France",27,74,74,"OGC Nice","LB",4100000,28000
"86","Mihailo Ristic","Serbia",25,74,77,"Montpellier Hérault SC","LB",5e+06,19000
"87","Dimitris Giannoulis","Greece",25,74,75,"Norwich City","LB",4600000,26000
"88","Marcelo Saracchi","Uruguay",23,74,79,"Levante Unión Deportiva","LB",6e+06,18000
"89","Yasser Al Shahrani","Saudi Arabia",29,74,74,"Al Hilal","LB",3700000,31000
"90","Tim Leibold","Germany",27,74,74,"Hamburger SV","LB",4100000,13000
"91","Faitout Maouassa","France",22,74,77,"Club Brugge KV","LB",5500000,17000
"92","Oswaldo Germano Cuba Correia","Brazil",25,74,74,"Palmeiras","LB",4200000,27000
"93","Andreas Ulmer","Austria",35,74,74,"FC Red Bull Salzburg","LB",1300000,16000
"94","Ryan Bertrand","England",31,74,74,"Leicester City","LB",3100000,61000
"95","Maximilian Mittelstädt","Germany",24,74,78,"Hertha BSC","LB",5500000,28000
"96","Kai Wagner","Germany",24,74,77,"Philadelphia Union","LB",5500000,6000
"97","Erick Aguirre","Mexico",24,74,79,"CF Monterrey","LB",6e+06,30000
"98","Brandon Williams","England",20,74,79,"Norwich City","LB",6e+06,50000
"99","Luca Pellegrini","Italy",22,74,80,"Juventus","LB",6500000,42000
"100","Antonee Robinson","United States",23,74,77,"Fulham","LB",5500000,35000
"101","Diego Rico Salguero","Spain",28,74,74,"Real Sociedad","LB",3800000,25000
"102","Enzo Díaz","Argentina",25,74,77,"Club Atlético Talleres","LB",5e+06,12000
"103","Milan Havel","Czech Republic",26,74,74,"FC Viktoria Plzen","LB",4200000,950
"104","Omar Richards","England",23,74,79,"FC Bayern München","LB",6e+06,40000
"105","Gabriel Gudmundsson","Sweden",22,74,82,"LOSC Lille","LB",9e+06,23000
"106","Marvin Plattenhardt","Germany",29,73,73,"Hertha BSC","LB",2700000,31000
"107","Diego Laxalt","Uruguay",27,73,73,"AC Milan","LB",2900000,26000
"108","Mauro Jaqueson J. Ferreira Santos","Brazil",22,73,78,"PSV","LB",4400000,11000
"109","Gerardo Arteaga","Mexico",22,73,80,"KRC Genk","LB",6e+06,11000
"110","Fredrik Andre Bjørkan","Norway",22,73,79,"Hertha BSC","LB",4600000,25000
"111","Antonio Latorre Grueso","Spain",23,73,79,"Valencia CF","LB",4500000,20000
"112","Joe Bryan","England",27,73,73,"Fulham","LB",2900000,38000
"113","Danny Rose","England",30,73,73,"Watford","LB",2600000,36000
"114","Erik Pieters","Netherlands",32,73,73,"Burnley","LB",2100000,25000
"115","Cristian Borja","Colombia",28,73,73,"Aytemiz Alanyaspor","LB",2800000,12000
"116","Francisco José García Torres","Spain",21,73,84,"Rayo Vallecano","LB",6500000,11000
"117","Domagoj Bradaric","Croatia",21,73,79,"LOSC Lille","LB",4600000,17000
"118","Nuno Albertino Varela Tavares","Portugal",21,73,80,"Arsenal","LB",6e+06,35000
"119","Paulo Victor da Silva","Brazil",26,73,74,"FC Midtjylland","LB",3300000,20000
"120","Jetro Willems","Netherlands",27,73,73,"SpVgg Greuther Fürth","LB",2900000,18000
"121","Ezgjan Alioski","North Macedonia",29,73,73,"Al Ahli","LB",2700000,28000
"122","Ali Adnan","Iraq",27,73,73,"Vejle Boldklub","LB",2900000,10000
"123","Gonzalo Escobar","Argentina",24,73,76,"UD Ibiza","LB",3800000,6000
"124","Bernardo Fernandes","Brazil",26,73,74,"FC Red Bull Salzburg","LB",3300000,20000
"125","Adrián Marín Gómez","Spain",24,72,77,"Futebol Clube de Famalicão","LB",3300000,13000
"126","Federico Ricca","Uruguay",26,72,73,"Club Brugge KV","LB",2500000,16000
"127","Matías Melluso","Argentina",23,72,80,"Gimnasia y Esgrima La Plata","LB",5e+06,10000
"128","Fodé Ballo-Touré","Senegal",24,72,76,"AC Milan","LB",3100000,20000
"129","Jamal Lewis","Northern Ireland",23,72,79,"Newcastle United","LB",4500000,21000
"130","Pedro Miguel Martins Santos","Portugal",33,72,72,"Columbus Crew","LB",1200000,6000
"131","Braian Cufré","Argentina",24,72,77,"Málaga CF","LB",3300000,14000
"132","Vital Nsimba","Congo DR",27,72,72,"Clermont Foot 63","LB",2300000,13000
"133","Fábio Pereira da Silva","Brazil",30,72,72,"FC Nantes","LB",2e+06,17000
"134","Henrique Silva Milagres","Brazil",27,72,72,"Olympique Lyonnais","LB",2300000,34000
"135","Konstantinos Stafylidis","Greece",27,72,72,"VfL Bochum 1848","LB",2300000,21000
"136","Sergio Gómez Martín","Spain",20,72,81,"RSC Anderlecht","LB",4900000,11000
"137","Viktor Korniienko","Ukraine",22,72,81,"Shakhtar Donetsk","LB",5e+06,600
"138","Jure Balkovec","Slovenia",26,72,73,"Fatih Karagümrük S.K.","LB",2500000,10000
"139","Maximilian Ullmann","Austria",25,72,76,"Venezia FC","LB",3e+06,13000
"140","Fabian Holland","Germany",30,72,72,"SV Darmstadt 98","LB",2e+06,11000
"141","Sam Byram","England",27,72,72,"Norwich City","LB",2300000,22000
"142","Ismail Jakobs","Germany",21,72,80,"AS Monaco","LB",5e+06,21000
"143","João Rodolfo Bardinho Barros","Brazil",25,72,72,"América Futebol Clube","LB",2400000,11000
"144","Ambroise Oyongo","Cameroon",30,72,72,"Montpellier Hérault SC","LB",2e+06,17000
"145","Aldo Cruz","Mexico",23,72,78,"Tigres U.A.N.L.","LB",3500000,24000
"146","Mário Jorge Malico Paulino","Romania",34,71,71,"CFR Cluj","LB",7e+05,10000
"147","Rúben Alexandre Rocha Lima","Portugal",31,71,71,"Futebol Clube de Famalicão","LB",1400000,6000
"148","Simen Juklerød","Norway",27,71,71,"KRC Genk","LB",1800000,10000
"149","Jay Dasilva","England",23,71,76,"Bristol City","LB",2600000,17000
"150","Gabriel Fuentes","Colombia",24,71,76,"Junior FC","LB",2600000,2000
"151","Jin Su Kim","Korea Republic",29,71,71,"Jeonbuk Hyundai Motors","LB",1600000,22000
"152","Marcel Schmelzer","Germany",33,71,71,"Borussia Dortmund","LB",975000,27000
"153","Jacob Sørensen","Denmark",23,71,77,"Norwich City","LB",2800000,17000
"154","Ridvan Yilmaz","Turkey",20,71,81,"Besiktas JK","LB",3900000,17000
"155","Erick Otieno","Kenya",24,71,75,"AIK","LB",2500000,5000
"156","Vivaldo Neto","Brazil",24,71,76,"CD Tondela","LB",2600000,9000
"157","Baba Rahman","Ghana",26,71,72,"Reading","LB",2e+06,47000
"158","Antonio Barreca","Italy",26,71,72,"Lecce","LB",2e+06,3000
"159","Maximiliano Olivera","Uruguay",29,71,71,"Fútbol Club Juárez","LB",1600000,8000
"160","Gideon Mensah","Ghana",22,71,77,"FC Girondins de Bordeaux","LB",2800000,13000
"161","Yuto Nagatomo","Japan",34,71,71,"FC Tokyo","LB",7e+05,7000
"162","Nicolás Pasquini","Argentina",30,70,70,"Club Atlético Lanús","LB",1400000,9000
"163","Fabrice N'Sakala","Congo DR",30,70,70,"Besiktas JK","LB",1400000,20000
"164","DeJuan Jones","United States",24,70,75,"New England Revolution","LB",2200000,4000
"165","Issiaga Sylla","Guinea",27,70,70,"Toulouse Football Club","LB",1500000,5000
"166","Güray Vural","Turkey",33,70,70,"Antalyaspor","LB",825000,10000
"167","José Antonio Ríos Reina","Spain",31,70,70,"SD Ponferradina","LB",1200000,5000
"168","Fali Candé","Guinea Bissau",23,70,77,"FC Metz","LB",3e+06,9000
"169","Enric Franquesa Dolz","Spain",24,70,75,"Levante Unión Deportiva","LB",2200000,11000
"170","Mitchell Dijks","Netherlands",28,70,70,"Bologna","LB",1400000,16000
"171","Oleg Reabciuk","Moldova",23,70,76,"Olympiacos CFP","LB",2400000,600
"172","Rogério Oliveira da Silva","Brazil",23,70,75,"U.S. Sassuolo Calcio","LB",2200000,13000
"173","Youssouf Koné","Mali",25,70,73,"ESTAC Troyes","LB",1900000,25000
"174","Jonathan Bay","Argentina",28,70,70,"Club Atlético Central Córdoba","LB",1400000,8000
"175","Sergio Akieme Rodríguez","Spain",23,70,77,"Unión Deportiva Almería","LB",3e+06,5000
"176","Tim Handwerker","Germany",23,70,74,"1. FC Nürnberg","LB",2100000,6000
"177","Aziz Behich","Australia",30,70,70,"GZT Giresunspor","LB",1400000,8000
"178","Santiago Arzamendia","Paraguay",23,70,77,"Cádiz CF","LB",3e+06,12000
"179","Risto Radunovic","Montenegro",29,70,70,"FCSB (Steaua)","LB",1400000,9000
"180","Diego Palacios","Ecuador",21,70,78,"Los Angeles FC","LB",3400000,3000
"181","Noah Katterbach","Germany",20,70,80,"FC Basel 1893","LB",3300000,10000
"182","Alexandro Bernabei","Argentina",20,70,80,"Club Atlético Lanús","LB",3300000,6000
"183","Victor Marlon Bereitta Cortejo","Brazil",25,70,70,"Clube Atlético Mineiro","LB",1600000,16000
"184","Simone Bastoni","Italy",24,69,73,"Spezia","LB",1900000,7000
"185","Miiko Albornoz","Chile",30,69,69,"Vejle Boldklub","LB",1200000,6000
"186","Umut Meras","Turkey",25,69,72,"Besiktas JK","LB",1700000,16000
"187","Erick Wiemberg","Chile",27,69,70,"Unión La Calera","LB",1500000,2000
"188","Giorgos Kyriakopoulos","Greece",25,69,71,"U.S. Sassuolo Calcio","LB",1600000,13000
"189","Henrique Martins Gomes","Portugal",25,69,72,"Gil Vicente FC","LB",1700000,5000
"190","Kieran Gibbs","England",31,69,69,"Inter Miami CF","LB",1e+06,4000
"191","Alex Bangura","Netherlands",21,69,77,"SC Cambuur","LB",3e+06,3000
"192","Sam Vines","United States",22,69,76,"Royal Antwerp FC","LB",2700000,8000
"193","Vladyslav Dubinchak","Ukraine",23,69,74,"Dynamo Kyiv","LB",2e+06,500
"194","Jamilu Collins","Nigeria",26,69,69,"SC Paderborn 07","LB",1400000,8000
"195","Abdu Cadri Conté","Portugal",23,69,76,"ESTAC Troyes","LB",2700000,7000
"196","Jordan Zemura","Zimbabwe",21,69,76,"AFC Bournemouth","LB",2700000,11000
"197","Victor Kristiansen","Denmark",18,69,80,"F.C. København","LB",2800000,3000
"198","Bradley de Nooijer","Netherlands",23,69,74,"FC Farul Constan<U+021B>a","LB",2e+06,5000
"199","Nathan Ferguson","England",20,69,77,"Crystal Palace","LB",2900000,15000
"200","Filip Mladenovic","Serbia",29,69,69,"Legia Warszawa","LB",1200000,5000
"201","Luca Itter","Germany",22,69,75,"SpVgg Greuther Fürth","LB",2100000,10000
"202","François Moubandje","Switzerland",31,69,69,"Göztepe SK","LB",1e+06,500
"203","Leonel Quiñonez","Ecuador",28,69,69,"Barcelona Sporting Club","LB",1300000,600
"204","Riccardo Marchizza","Italy",23,69,76,"Empoli","LB",2700000,11000
"205","Chima Okoroji","England",24,69,73,"SV Sandhausen","LB",1900000,4000
"206","Nicolás Colazo","Argentina",30,69,69,"Gimnasia y Esgrima La Plata","LB",1200000,8000
"207","Cristian Calderón","Mexico",24,69,73,"Club Deportivo Guadalajara","LB",1900000,16000
"208","Imanol Ezkurdia Ugalde","Spain",22,68,78,"Real Sociedad B","LB",2600000,3000
"209","Callum Elder","Australia",26,68,68,"Hull City","LB",1200000,6000
"210","Souffian El Karouani","Morocco",20,68,77,"N.E.C. Nijmegen","LB",2500000,3000
"211","Tymoteusz Puchacz","Poland",22,68,75,"Trabzonspor","LB",2300000,9000
"212","Chase Gasper","United States",25,68,69,"Minnesota United FC","LB",1300000,3000
"213","Josep María Chavarría Pérez","Spain",23,68,75,"Real Zaragoza","LB",2300000,4000
"214","Amadou Dante","Mali",20,68,77,"SK Sturm Graz","LB",2500000,6000
"215","Matthieu Huard","France",22,68,76,"AC Ajaccio","LB",2600000,2000
"216","Andrew Gutman","United States",24,68,72,"Atlanta United","LB",1600000,3000
"217","Emre Tasdemir","Turkey",25,68,70,"GZT Giresunspor","LB",1400000,17000
"218","Matej Hybš","Czech Republic",28,68,68,"Bruk-Bet Termalica Nieciecza","LB",1100000,500
"219","David Colina","Croatia",20,68,76,"Hajduk Split","LB",2500000,500
"220","Michal Karbownik","Poland",20,68,78,"Olympiacos CFP","LB",2500000,500
"221","Alejandro Balde Martínez","Spain",17,68,83,"FC Barcelona","LB",2600000,2000
"222","Guram Giorbelidze","Georgia",25,68,70,"SG Dynamo Dresden","LB",1400000,6000
"223","Sergi Cardona Bermúdez","Spain",21,68,79,"Unión Deportiva Las Palmas","LB",2600000,3000
"224","Jonathan Silva Vieira","Brazil",22,68,77,"Unión Deportiva Almería","LB",2600000,4000
"225","Riccardo Calafiori","Italy",19,68,80,"Genoa","LB",2700000,9000
"226","Charalampos Lykogiannis","Greece",27,68,68,"Cagliari","LB",1200000,11000
"227","Javier López Carballo","Spain",19,68,80,"Deportivo Alavés","LB",2700000,5000
"228","Vasyl Kravets","Ukraine",23,68,71,"Real Sporting de Gijón","LB",1500000,4000
"229","Nilson Loyola","Peru",26,68,69,"Club Sporting Cristal","LB",1300000,500
"230","Lee Buchanan","England",20,68,78,"Derby County","LB",2500000,4000
"231","Matías Espinoza","Paraguay",23,68,74,"Club Libertad","LB",1800000,500
"232","Facundo Zabala","Argentina",22,67,73,"APOEL Nicosia FC","LB",1500000,500
"233","David Schnegg","Austria",22,67,74,"Crotone","LB",2e+06,1000
"234","Ismaël Boura","France",20,67,76,"Le Havre AC","LB",2100000,6000
"235","Mikkel Kirkeskov","Denmark",29,67,67,"Holstein Kiel","LB",9e+05,8000
"236","Dženan Burekovic","Bosnia and Herzegovina",26,67,70,"Göztepe SK","LB",1200000,5000
"237","Christian Cruz","Ecuador",28,67,67,"LDU Quito","LB",925000,500
"238","Mateus Quaresma Correia","Brazil",24,67,72,"FC Arouca","LB",1400000,2000
"239","Hamza Mendyl","Morocco",23,67,72,"Gazisehir Gaziantep F.K.","LB",1400000,4000
"240","Naoufel Khacef","Algeria",23,67,74,"CD Tondela","LB",1900000,2000
"241","Miguel Gutiérrez Ortega","Spain",19,67,82,"Real Madrid CF","LB",2300000,18000
"242","Hassan Kadish","Saudi Arabia",28,67,67,"Al Taawoun","LB",925000,8000
"243","Gabriel Suazo","Chile",23,67,69,"Colo-Colo","LB",1200000,2000
"244","Roberto Luzárraga","Ecuador",30,67,67,"Royal Pari","LB",875000,500
"245","Axel Björnström","Sweden",25,67,70,"AIK","LB",1200000,3000
"246","Christian Tizón","Uruguay",25,67,69,"Cerro Largo Fútbol Club","LB",1200000,500
"247","Giacomo Quagliata","Italy",21,67,77,"Heracles Almelo","LB",2200000,2000
"248","Cristo Romero Gómez","Spain",21,67,77,"Real Sociedad B","LB",2200000,2000
"249","Théo Sainte-Luce","France",22,67,73,"Nîmes Olympique","LB",1500000,2000
"250","Tebogo Tlolane","South Africa",26,67,68,"Orlando Pirates","LB",1100000,500
"251","Joevin Jones","Trinidad and Tobago",29,67,67,"Inter Miami CF","LB",9e+05,3000
"252","Pierre Cornud","France",24,67,72,"Real Oviedo","LB",1400000,3000
"253","Luís Carlos Machado Mata","Portugal",23,67,72,"Pogon Szczecin","LB",1400000,3000
"254","Rody Zambrano","Ecuador",28,67,67,"Mushuc Runa","LB",925000,500
"255","Matej Hanousek","Czech Republic",28,67,67,"Wisla Kraków","LB",925000,500
"256","Florian Hartherz","Germany",28,67,67,"Fortuna Düsseldorf","LB",925000,8000
"257","Marco Sala","Italy",22,67,77,"Crotone","LB",2200000,1000
"258","Jesús Vázquez Alcalde","Spain",18,67,82,"Valencia CF","LB",2300000,3000
"259","Ionu<U+021B> Pan<U+021B>îru","Romania",25,67,70,"FCSB (Steaua)","LB",1200000,5000
"260","Walter Clar","Paraguay",26,67,68,"Club Atlético River Plate","LB",1100000,500
"261","Arne Sicker","Germany",24,67,71,"SV Sandhausen","LB",1400000,2000
"262","Julián Aude","Argentina",18,67,83,"Club Atlético Lanús","LB",2500000,2000
"263","Filipe Bem Relvas V. Oliveira","Portugal",21,67,75,"Portimonense SC","LB",2200000,2000
"264","Ricardo Lagos","Peru",25,67,70,"Club Alianza Lima","LB",1200000,500
"265","Erik Jorgens de Menezes","Brazil",20,67,79,"Al Ain FC","LB",2300000,500
"266","Lautaro Blanco","Argentina",22,67,75,"Rosario Central","LB",2200000,5000
"267","Mehmet Erdem Ugurlu","Turkey",31,67,67,"Altay SK","LB",750000,5000
"268","José Carabalí","Ecuador",24,67,73,"C.D. Universidad Católica del Ecuador","LB",1500000,500
"269","Andrew Teuten","Uruguay",22,67,74,"Club Atlético Colón","LB",2e+06,4000
"270","Orlin Quiñonez","Ecuador",26,67,68,"9 de Octubre","LB",1100000,500
"271","Cesar Ibañez","Argentina",21,67,77,"Club Atlético Huracán","LB",2200000,3000
"272","Juan José Orellana","Bolivia",23,67,74,"Club Bolívar","LB",1900000,500
"273","Pablo García Carrasco","Spain",21,67,76,"Real Sporting de Gijón","LB",2200000,2000
"274","Agustín Sández","Argentina",20,66,76,"Boca Juniors","LB",1800000,3000
"275","Niels Nkounkou","France",20,66,80,"Standard de Liège","LB",2e+06,13000
"276","Jonathan Augustinsson","Sweden",25,66,69,"Rosenborg BK","LB",1e+06,2000
"277","Luis Ayala","Ecuador",27,66,66,"LDU Quito","LB",825000,500
"278","Stephen Quemper","France",28,66,66,"En Avant de Guingamp","LB",775000,3000
"279","Thomas Ortega","Argentina",20,66,73,"Club Atlético Independiente","LB",1600000,3000
"280","Djevencio van der Kust","Netherlands",20,66,77,"FC Utrecht","LB",1800000,3000
"281","Gijs Smal","Netherlands",23,66,73,"FC Twente","LB",1600000,3000
"282","Darlin Yongwa","Cameroon",20,66,76,"Chamois Niortais Football Club","LB",1800000,2000
"283","Birk Risa","Norway",23,66,72,"Molde FK","LB",1300000,2000
"284","Dimitar Velkovski","Bulgaria",26,66,67,"KSV Cercle Brugge","LB",925000,4000
"285","Bongani Sam","South Africa",23,66,71,"Orlando Pirates","LB",1200000,500
"286","Víctor Ayala","Paraguay",32,66,66,"12 de Octubre FC","LB",6e+05,500
"287","José Guidino","Peru",25,66,69,"Ayacucho","LB",1e+06,500
"288","Jeickson Reyes","Peru",33,66,66,"Sport Huancayo","LB",450000,500
"289","Bradley Locko","France",19,66,77,"Stade de Reims","LB",1800000,4000
"290","Marijan Cabraja","Croatia",24,66,70,"Ferencvárosi TC","LB",1100000,500
"291","Matías Orihuela","Argentina",29,66,66,"Atlético Tucumán","LB",750000,4000
"292","Lucas Morales","Uruguay",27,66,66,"Montevideo City Torque","LB",825000,500
"293","Quentin Merlin","France",19,66,83,"FC Nantes","LB",2100000,4000
"294","José Bolívar","Peru",21,66,73,"Sport Boys","LB",1600000,500
"295","Mario Mitaj","Albania",17,66,79,"AEK Athens","LB",1900000,500
"296","Francisco Rodríguez","Bolivia",26,66,67,"Club Deportivo Jorge Wilstermann","LB",925000,500
"297","Jerónimo Rodríguez","Mexico",22,66,75,"Club Universidad Nacional","LB",1800000,3000
"298","Eren Elmali","Turkey",20,66,76,"Kasimpasa SK","LB",1800000,3000
"299","Kevin Manuel Moreno","Peru",24,66,72,"Carlos A. Mannucci","LB",1300000,500
"300","Jenry Alaca","Bolivia",34,66,66,"Independiente Petrolero","LB",325000,500
"301","Orest Lebedenko","Ukraine",22,66,75,"CD Lugo","LB",1800000,2000
"302","Jonas Carls","Germany",24,66,70,"SC Paderborn 07","LB",1100000,4000
"303","Jin Ya Kim","Korea Republic",23,66,73,"FC Seoul","LB",1600000,2000
"304","Christopher Operi","Côte d'Ivoire",24,66,70,"KAA Gent","LB",1100000,5000
"305","Eric Kahl","Sweden",19,66,77,"Aarhus GF","LB",1800000,2000
"306","Leon Klassen","Russia",21,66,72,"Spartak Moskva","LB",1300000,9000
"307","Pedro Miguel Santos Amador","Portugal",22,66,73,"Moreirense FC","LB",1600000,3000
"308","Sandro Notaroberto","Venezuela",23,66,71,"Caracas Fútbol Club","LB",1200000,500
"309","Ángel Gracia","Ecuador",32,66,66,"CS Emelec","LB",6e+05,500
"310","Carlos Cuero","Ecuador",25,66,69,"Sociedad Deportiva Aucas","LB",1e+06,500
"311","Gabriel Benítez","Venezuela",27,66,66,"Deportivo Táchira FC","LB",825000,500
"312","Gustavo Cortéz","Ecuador",23,66,71,"C.D. Universidad Católica del Ecuador","LB",1200000,500
