"","name","country","age","overall","potential","club","pos","value","wage"
"76","Djibril Sow","Switzerland",24,79,82,"Eintracht Frankfurt","CM",2.4e+07,29000
"77","Rodrigo Bentancur","Uruguay",24,79,83,"Tottenham Hotspur","CM",2.5e+07,77000
"78","João Mário N. Costa Eduardo","Portugal",28,79,79,"SL Benfica","CM",17500000,18000
"79","Radja Nainggolan","Belgium",33,78,78,"Royal Antwerp FC","CM",8500000,25000
"80","Giacomo Bonaventura","Italy",31,78,78,"Fiorentina","CM",11500000,52000
"81","Nicolás De la Cruz","Uruguay",24,78,81,"River Plate","CM",1.9e+07,17000
"82","Ryan Gravenberch","Netherlands",19,78,90,"Ajax","CM",3.3e+07,11000
"83","Rafael Alcântara","Brazil",28,78,78,"Real Sociedad","CM",1.4e+07,74000
"84","Conor Gallagher","England",21,78,85,"Crystal Palace","CM",28500000,69000
"85","Gerson Santos da Silva","Brazil",24,78,82,"Olympique de Marseille","CM",2e+07,35000
"86","Fredrik Midtsjø","Norway",27,78,78,"AZ Alkmaar","CM",1.5e+07,13000
"87","Orkun Kökçü","Turkey",20,78,85,"Feyenoord","CM",27500000,10000
"88","Valentin Rongier","France",26,78,79,"Olympique de Marseille","CM",16500000,40000
"89","Fransérgio Rodrigues Barbosa","Brazil",30,78,78,"FC Girondins de Bordeaux","CM",13500000,29000
"90","Roberto Pereyra","Argentina",30,78,78,"Udinese Calcio","CM",13500000,20000
"91","Alex Oxlade-Chamberlain","England",27,78,78,"Liverpool","CM",1.5e+07,95000
"92","Exequiel Palacios","Argentina",22,78,83,"Bayer 04 Leverkusen","CM",21500000,43000
"93","Amadou Haidara","Mali",23,78,83,"RB Leipzig","CM",2.1e+07,58000
"94","Weston McKennie","United States",22,78,82,"Juventus","CM",20500000,61000
"95","Arturo Adolfo Inálcio Dutra","Brazil",21,78,78,"Flamengo","CM",16500000,30000
"96","Angelo Fulgini","France",24,78,82,"Angers SCO","CM",2e+07,23000
"97","Daniel García Carrillo","Spain",31,78,78,"Athletic Club de Bilbao","CM",11500000,29000
"98","Matias Vecino","Uruguay",29,78,78,"Inter","CM",13500000,88000
"99","Denis Suárez Fernández","Spain",27,78,78,"RC Celta de Vigo","CM",1.5e+07,26000
"100","Enzo Fernández","Argentina",20,77,86,"River Plate","CM",2.3e+07,14000
"101","Pablo Martín Páez Gavira","Spain",16,77,89,"FC Barcelona","CM",2.4e+07,14000
"102","Mykola Shaparenko","Ukraine",22,77,85,"Dynamo Kyiv","CM",23500000,1000
"103","Joey Veerman","Netherlands",22,77,83,"PSV","CM",1.7e+07,17000
"104","Aaron Ramsey","Wales",30,77,77,"Rangers FC","CM",1e+07,65000
"105","Petr Ševcík","Czech Republic",27,77,77,"SK Slavia Praha","CM",1.1e+07,1000
"106","Pascal Groß","Germany",30,77,77,"Brighton & Hove Albion","CM",1e+07,55000
"107","Leander Dendoncker","Belgium",26,77,78,"Wolverhampton Wanderers","CM",12500000,71000
"108","Luis Romo","Mexico",26,77,80,"CF Monterrey","CM",13500000,47000
"109","Uroš Racic","Serbia",23,77,82,"Valencia CF","CM",1.6e+07,29000
"110","Lukáš Provod","Czech Republic",24,77,82,"SK Slavia Praha","CM",1.6e+07,1000
"111","Daniel Ceballos Fernández","Spain",24,77,80,"Real Madrid CF","CM",14500000,1e+05
"112","Callum McGregor","Scotland",28,77,77,"Celtic","CM",10500000,54000
"113","Gaetano Castrovilli","Italy",24,77,81,"Fiorentina","CM",1.5e+07,43000
"114","Youssouf Fofana","France",22,77,82,"AS Monaco","CM",1.6e+07,41000
"115","Suat Serdar","Germany",24,77,82,"Hertha BSC","CM",1.6e+07,37000
"116","Óliver Torres Muñoz","Spain",26,77,78,"Sevilla FC","CM",12500000,27000
"117","Harry Winks","England",25,77,80,"Tottenham Hotspur","CM",1.4e+07,72000
"118","Flavien Tait","France",28,77,77,"Stade Rennais FC","CM",10500000,46000
"119","Ander Guevara Lajo","Spain",23,76,82,"Real Sociedad","CM",1.2e+07,26000
"120","André Filipe Tavares Gomes","Portugal",27,76,76,"Everton","CM",8e+06,66000
"121","Nicolás Domínguez","Argentina",23,76,84,"Bologna","CM",16500000,27000
"122","Jonas Martin","France",31,76,76,"Stade Rennais FC","CM",6e+06,41000
"123","Darlington Nagbe","United States",30,76,76,"Columbus Crew","CM",7e+06,9000
"124","Khéphren Thuram","France",20,76,84,"OGC Nice","CM",16500000,23000
"125","Marko Grujic","Serbia",25,76,79,"FC Porto","CM",1e+07,13000
"126","Evander da Silva Ferreira","Brazil",23,76,81,"FC Midtjylland","CM",11500000,24000
"127","Gedson Carvalho Fernandes","Portugal",22,76,82,"Çaykur Rizespor","CM",1.2e+07,12000
"128","Sebastian Rudy","Germany",31,76,76,"TSG Hoffenheim","CM",6e+06,32000
"129","Arne Maier","Germany",22,76,82,"FC Augsburg","CM",1.2e+07,35000
"130","Franco Vázquez","Argentina",32,76,76,"Parma","CM",6e+06,6000
"131","Adel Taarabt","Morocco",32,76,76,"SL Benfica","CM",6e+06,14000
"132","Miguel Luís Pinto Veloso","Portugal",35,76,76,"Hellas Verona","CM",3e+06,20000
"133","Kouadio Manu Koné","France",20,76,85,"Borussia Mönchengladbach","CM",16500000,20000
"134","Yacine Adli","France",20,76,83,"FC Girondins de Bordeaux","CM",1.5e+07,26000
"135","Unai Vencedor Paris","Spain",20,76,84,"Athletic Club de Bilbao","CM",16500000,19000
"136","Alan Dzagoev","Russia",31,76,76,"PFC CSKA Moscow","CM",6e+06,40000
"137","Yannick Gerhardt","Germany",27,76,76,"VfL Wolfsburg","CM",8e+06,51000
"138","Miguel Ângelo da Silva Rocha","Portugal",26,76,77,"LOSC Lille","CM",9e+06,33000
"139","Unai López Cabrera","Spain",25,76,79,"Rayo Vallecano","CM",1e+07,19000
"140","Enock Mwepu","Zambia",23,76,82,"Brighton & Hove Albion","CM",1.2e+07,44000
"141","Orel Mangala","Belgium",23,76,81,"VfB Stuttgart","CM",11500000,23000
"142","Gonzalo Melero Manzanares","Spain",27,76,76,"Levante Unión Deportiva","CM",8e+06,26000
"143","Eljif Elmas","North Macedonia",21,76,82,"Napoli","CM",1.2e+07,38000
"144","Jae Sung Lee","Korea Republic",28,76,76,"1. FSV Mainz 05","CM",7500000,25000
"145","Gabriel Appelt Pires","Brazil",27,76,76,"SL Benfica","CM",8e+06,14000
"146","Ruben Loftus-Cheek","England",25,76,79,"Chelsea","CM",1e+07,78000
"147","Baptiste Santamaria","France",26,76,77,"Stade Rennais FC","CM",9e+06,41000
"148","Morgan Sanson","France",26,76,77,"Aston Villa","CM",9e+06,56000
"149","Fayçal Fajr","Morocco",32,76,76,"Demir Grup Sivasspor","CM",6e+06,19000
"150","Stuart Dallas","Northern Ireland",30,75,75,"Leeds United","CM",5500000,63000
"151","Adam Maher","Netherlands",27,75,75,"FC Utrecht","CM",6e+06,16000
"152","Nemanja Radoja","Serbia",28,75,75,"Levante Unión Deportiva","CM",5500000,26000
"153","Davide Frattesi","Italy",21,75,84,"U.S. Sassuolo Calcio","CM",12500000,22000
"154","Jean-Daniel Akpa Akpro","Côte d'Ivoire",28,75,75,"Lazio","CM",5500000,49000
"155","Pavel Bucha","Czech Republic",23,75,79,"FC Viktoria Plzen","CM",8e+06,950
"156","Óscar Rodríguez Arnaiz","Spain",23,75,84,"Getafe CF","CM",12500000,21000
"157","Anders Christiansen","Denmark",31,75,75,"Malmö FF","CM",4600000,9000
"158","Patrick Berg","Norway",23,75,80,"Racing Club de Lens","CM",8500000,23000
"159","Petros Matheus dos Santos Araujo","Brazil",32,75,75,"Al Fateh","CM",4400000,28000
"160","Martín Zubimendi Ibáñez","Spain",22,75,84,"Real Sociedad","CM",12500000,24000
"161","Ibrahima Sissoko","France",23,75,79,"RC Strasbourg Alsace","CM",8e+06,19000
"162","Michel Aebischer","Switzerland",24,75,78,"Bologna","CM",7500000,15000
"163","Salman Al Faraj","Saudi Arabia",31,75,75,"Al Hilal","CM",4600000,35000
"164","Juraj Kucka","Slovakia",34,75,75,"Watford","CM",2600000,5000
"165","Curtis Jones","England",20,75,86,"Liverpool","CM",12500000,57000
"166","Jean-Ricner Bellegarde","France",23,75,80,"RC Strasbourg Alsace","CM",8500000,19000
"167","Ivan Oblyakov","Russia",22,75,80,"PFC CSKA Moscow","CM",8500000,34000
"168","Albin Ekdal","Sweden",31,75,75,"U.C. Sampdoria","CM",4600000,19000
"169","Francesc Fàbregas i Soler","Spain",34,75,75,"AS Monaco","CM",2600000,42000
"170","Víctor Guzmán","Mexico",26,75,76,"Pachuca","CM",6500000,18000
"171","Rade Krunic","Bosnia and Herzegovina",27,75,75,"AC Milan","CM",6e+06,33000
"172","Pierre Lees-Melou","France",28,75,75,"Norwich City","CM",5500000,34000
"173","Jon Moncayola Tollar","Spain",23,75,84,"CA Osasuna","CM",12500000,22000
"174","Richard Sánchez","Paraguay",25,75,78,"Club América","CM",7500000,39000
"175","Jean Lucas de Souza Oliveira","Brazil",23,75,80,"AS Monaco","CM",8500000,36000
"176","Bruno Xavier Almeida Costa","Portugal",24,75,79,"FC Porto","CM",8e+06,11000
"177","Olívio Da Rosa","Brazil",34,75,75,"Henan Songshan Longmen FC","CM",2600000,15000
"178","Sebastián Córdova","Mexico",24,75,80,"Tigres U.A.N.L.","CM",8500000,35000
"179","Daniel Santos Bragança","Portugal",22,75,84,"Sporting CP","CM",12500000,11000
"180","Nicolás González Iglesias","Spain",19,75,85,"FC Barcelona","CM",1.2e+07,55000
"181","Carlos Rodríguez","Mexico",24,75,80,"Cruz Azul","CM",8500000,45000
"182","Mady Camara","Guinea",24,75,80,"Olympiacos CFP","CM",8500000,1000
"183","Érick Gutiérrez","Mexico",26,75,77,"PSV","CM",7e+06,17000
"184","Dennis Geiger","Germany",23,75,80,"TSG Hoffenheim","CM",8500000,27000
"185","Agustín Palavecino","Argentina",24,75,78,"River Plate","CM",7500000,14000
"186","Joe Willock","England",21,75,84,"Newcastle United","CM",12500000,26000
"187","Rodrigo Battaglia","Argentina",29,75,75,"RCD Mallorca","CM",5500000,14000
"188","Maxime Lopez","France",23,75,78,"U.S. Sassuolo Calcio","CM",7500000,25000
"189","Domingo Blanco","Argentina",26,75,75,"Club Atlético Independiente","CM",6e+06,15000
"190","Rolando Mandragora","Italy",24,75,81,"Torino F.C.","CM",9e+06,51000
"191","Mattias Svanberg","Sweden",22,75,80,"Bologna","CM",8500000,25000
"192","Tom Davies","England",23,75,78,"Everton","CM",7500000,55000
"193","Josh Brownhill","England",25,75,78,"Burnley","CM",7500000,31000
"194","Ozan Tufan","Turkey",26,75,76,"Fenerbahçe SK","CM",6500000,41000
"195","James McArthur","Scotland",33,75,75,"Crystal Palace","CM",3500000,46000
"196","Vadis Odjidja-Ofoe","Belgium",32,75,75,"KAA Gent","CM",4400000,22000
"197","Will Hughes","England",26,75,76,"Crystal Palace","CM",6500000,46000
"198","Adam Lallana","England",33,75,75,"Brighton & Hove Albion","CM",3500000,49000
"199","Mario Lemina","Gabon",27,75,75,"OGC Nice","CM",6e+06,29000
"200","Albert Sambi Lokonga","Belgium",21,75,83,"Arsenal","CM",12500000,47000
"201","Cheick Doucouré","Mali",21,75,79,"Racing Club de Lens","CM",8e+06,20000
"202","Stefan Schwab","Austria",30,75,75,"PAOK","CM",5500000,1000
"203","João Paulo Mior","Brazil",30,75,75,"Seattle Sounders FC","CM",5500000,9000
"204","Soualiho Meïté","France",27,75,75,"SL Benfica","CM",6e+06,13000
"205","Toma Bašic","Croatia",24,75,80,"Lazio","CM",8500000,41000
"206","Alfred Duncan","Ghana",28,74,74,"Fiorentina","CM",4200000,42000
"207","Guillermo Fernández","Argentina",29,74,74,"Boca Juniors","CM",4100000,16000
"208","Matt Grimes","England",25,74,76,"Swansea City","CM",5500000,24000
"209","Andreas Bouchalakis","Greece",28,74,74,"Olympiacos CFP","CM",4200000,1000
"210","Lewis Cook","England",24,74,78,"AFC Bournemouth","CM",6e+06,26000
"211","José Sosa","Argentina",36,74,74,"Fenerbahçe SK","CM",1300000,28000
"212","Jacob Ramsey","England",20,74,85,"Aston Villa","CM",9e+06,37000
"213","Yoshimar Yotún","Peru",31,74,74,"Club Sporting Cristal","CM",3500000,1000
"214","Conor Hourihane","Republic of Ireland",30,74,74,"Sheffield United","CM",4e+06,49000
"215","Marco van Ginkel","Netherlands",28,74,74,"PSV","CM",4200000,16000
"216","Nicolas Seiwald","Austria",20,74,83,"FC Red Bull Salzburg","CM",9e+06,18000
"217","Giulio Maggiore","Italy",23,74,77,"Spezia","CM",5500000,14000
"218","Mateusz Klich","Poland",31,74,74,"Leeds United","CM",3500000,58000
"219","Mickaël Malsa","France",25,74,77,"Levante Unión Deportiva","CM",5500000,22000
"220","Ulrik Saltnes","Norway",28,74,74,"FK Bodø/Glimt","CM",4200000,6000
"221","Sung Yueng Ki","Korea Republic",32,74,74,"FC Seoul","CM",3300000,6000
"222","Julien De Sart","Belgium",26,74,75,"KAA Gent","CM",4900000,20000
"223","Steven Davis","Northern Ireland",36,74,74,"Rangers FC","CM",1300000,32000
"224","Bryan Heynen","Belgium",24,74,79,"KRC Genk","CM",6500000,13000
"225","Gonzalo Villar del Fraile","Spain",23,74,81,"Getafe CF","CM",8500000,34000
"226","Ivan Ilic","Serbia",20,74,86,"Hellas Verona","CM",1e+07,17000
"227","Fernando Zuqui","Argentina",29,74,74,"Estudiantes de La Plata","CM",4100000,13000
"228","Jeff Reine-Adélaïde","France",23,74,81,"Olympique Lyonnais","CM",8500000,40000
"229","Ryota Morioka","Japan",30,74,74,"Royal Charleroi S.C.","CM",4e+06,14000
"230","Tommaso Pobega","Italy",21,74,84,"Torino F.C.","CM",9500000,23000
"231","Imrân Louza","Morocco",22,74,80,"Watford","CM",6500000,37000
"232","Morten Thorsby","Norway",25,74,77,"U.C. Sampdoria","CM",5500000,17000
"233","David Turnbull","Scotland",21,74,82,"Celtic","CM",9500000,32000
"234","Grischa Prömel","Germany",26,74,75,"1. FC Union Berlin","CM",4900000,26000
"235","Mathias Jensen","Denmark",25,74,77,"Brentford","CM",5500000,37000
"236","Tomás Pochettino","Argentina",25,74,75,"River Plate","CM",5e+06,8000
"237","Casper Nielsen","Denmark",27,74,74,"Royale Union Saint-Gilloise","CM",4500000,15000
"238","Matheus Henrique de Souza","Brazil",23,74,78,"U.S. Sassuolo Calcio","CM",6e+06,24000
"239","Lasse Schøne","Denmark",35,74,74,"N.E.C. Nijmegen","CM",1700000,9000
"240","Alfonso González","Mexico",26,74,75,"CF Monterrey","CM",4900000,39000
"241","Joe Aribo","Nigeria",24,74,78,"Rangers FC","CM",6e+06,37000
"242","Leonel Miranda","Argentina",27,74,74,"Racing Club","CM",4500000,17000
"243","Kristoffer Olsson","Sweden",26,74,76,"RSC Anderlecht","CM",5e+06,20000
"244","Manuel Ugarte","Uruguay",20,74,84,"Sporting CP","CM",9e+06,9000
"245","Elvis Rexhbeçaj","Kosovo",23,73,77,"VfL Bochum 1848","CM",4300000,36000
"246","Lukas Rupp","Germany",30,73,73,"Norwich City","CM",2900000,28000
"247","Jon Guridi Aldalur","Spain",26,73,74,"Real Sociedad","CM",3600000,24000
"248","Gabriel Neves","Uruguay",22,73,78,"Club Nacional de Football","CM",4700000,950
"249","Jaime Seoane Valenciano","Spain",24,73,78,"SD Huesca","CM",4600000,9000
"250","Kiernan Dewsbury-Hall","England",22,73,79,"Leicester City","CM",4900000,54000
"251","John Lundstram","England",27,73,73,"Rangers FC","CM",3200000,39000
"252","Razvan Marin","Romania",25,73,76,"Cagliari","CM",4e+06,24000
"253","Gustavo Hamer","Netherlands",24,73,80,"Coventry City","CM",6e+06,17000
"254","Szymon Zurkowski","Poland",23,73,80,"Empoli","CM",6e+06,32000
"255","Ilaix Moriba","Guinea",18,73,84,"Valencia CF","CM",6500000,17000
"256","Miguel Crespo da Silva","Portugal",24,73,77,"Fenerbahçe SK","CM",4300000,31000
"257","Enzo Le Fée","France",21,73,83,"FC Lorient","CM",7e+06,12000
"258","Leandro Barreiro Martins","Luxembourg",21,73,79,"1. FSV Mainz 05","CM",4900000,15000
"259","Sondre Tronstad","Norway",25,73,75,"Vitesse","CM",3800000,14000
"260","Alexandru Cicâldau","Romania",23,73,79,"Galatasaray SK","CM",4800000,35000
"261","Luis Chávez","Mexico",25,73,76,"Pachuca","CM",4e+06,14000
"262","Lukas Görtler","Germany",27,73,74,"FC St. Gallen 1879","CM",3500000,10000
"263","Sean Longstaff","England",23,73,79,"Newcastle United","CM",4800000,26000
"264","Álvaro Aguado Méndez","Spain",25,73,76,"Real Valladolid CF","CM",4e+06,10000
"265","Maycon de Andrade Barberan","Brazil",23,73,79,"Shakhtar Donetsk","CM",4800000,750
"266","Jean Onana","Cameroon",21,73,80,"FC Girondins de Bordeaux","CM",6e+06,15000
"267","Oier Zarraga Egaña","Spain",22,73,81,"Athletic Club de Bilbao","CM",7e+06,18000
"268","André Filipe Luz Horta","Portugal",24,73,78,"SC Braga","CM",4600000,11000
"269","Mert Hakan Yandas","Turkey",26,73,74,"Fenerbahçe SK","CM",3600000,35000
"270","José Raúl Gutiérrez Parejo","Spain",24,73,78,"Elche CF","CM",4600000,14000
"271","Hernani Azevedo Júnior","Brazil",27,73,73,"Genoa","CM",3200000,5000
"272","Álvaro Medrán Just","Spain",27,73,73,"Al Taawoun","CM",3200000,21000
"273","László Bénes","Slovakia",23,73,77,"Borussia Mönchengladbach","CM",4300000,19000
"274","Marcos Antonio Silva Santos","Brazil",21,73,83,"Shakhtar Donetsk","CM",7e+06,650
"275","Soner Aydogdu","Turkey",30,72,72,"Göztepe SK","CM",2200000,25000
"276","Stefano Sturaro","Italy",28,72,72,"Genoa","CM",2300000,13000
"277","Kevin Stöger","Austria",27,72,72,"1. FSV Mainz 05","CM",2500000,18000
"278","Giuliano Galoppo","Argentina",22,72,82,"Club Atlético Banfield","CM",5e+06,10000
"279","Anselmo de Moraes","Brazil",32,72,72,"Al Nassr","CM",1800000,26000
"280","Bo Kyung Kim","Korea Republic",31,72,72,"Jeonbuk Hyundai Motors","CM",1900000,9000
"281","Ajdin Hrustic","Australia",24,72,75,"Eintracht Frankfurt","CM",3200000,17000
"282","Rodrigo Zalazar","Uruguay",21,72,80,"FC Schalke 04","CM",5e+06,7000
"283","Kanya Fujimoto","Japan",22,72,81,"Gil Vicente FC","CM",5e+06,7000
"284","Alexis Claude-Maurice","France",23,72,78,"OGC Nice","CM",3700000,19000
"285","Filip Ugrinic","Switzerland",22,72,81,"FC Luzern","CM",5e+06,10000
"286","Stefan Johansen","Norway",30,72,72,"Queens Park Rangers","CM",2200000,14000
"287","Marco Benassi","Italy",26,72,72,"Empoli","CM",2500000,33000
"288","Iver Fossum","Norway",24,72,76,"Aalborg BK","CM",3300000,10000
"289","Mohammed Kanno","Saudi Arabia",26,72,73,"Al Hilal","CM",2700000,26000
"290","Idrissa Doumbia","Côte d'Ivoire",23,72,77,"SV Zulte Waregem","CM",3500000,9000
"291","Nuno Miguel Valente Santos","Portugal",22,72,80,"FC Paços de Ferreira","CM",5e+06,9000
"292","Nicolò Rovella","Italy",19,72,87,"Genoa","CM",5500000,25000
"293","Alan Browne","Republic of Ireland",26,72,73,"Preston North End","CM",2700000,24000
"294","Junior Dina Ebimbe","France",20,72,80,"Paris Saint-Germain","CM",5e+06,33000
"295","Tomás Rincón","Venezuela",33,72,72,"U.C. Sampdoria","CM",1400000,14000
"296","Jens-Lys Cajuste","Sweden",21,72,79,"Stade de Reims","CM",4700000,14000
"297","Nicolás Capaldo","Argentina",22,72,79,"FC Red Bull Salzburg","CM",4700000,17000
"298","Federico Mateos","Argentina",28,72,72,"Deportivo Ñublense","CM",2300000,5000
"299","Aster Vranckx","Belgium",18,72,84,"VfL Wolfsburg","CM",5500000,13000
"300","Pablo Pérez","Argentina",35,72,72,"Newell's Old Boys","CM",950000,9000
"301","Tomás Belmonte","Argentina",23,72,80,"Club Atlético Lanús","CM",5e+06,11000
"302","Billy Gilmour","Scotland",20,72,82,"Norwich City","CM",5e+06,43000
"303","Max Meyer","Germany",25,72,75,"FC Midtjylland","CM",3100000,30000
"304","Agustín Almendra","Argentina",21,72,80,"Boca Juniors","CM",5e+06,9000
"305","Leonel López","Mexico",27,72,73,"Club Universidad Nacional","CM",2700000,11000
"306","Josh Dasilva","England",22,72,80,"Brentford","CM",5e+06,28000
"307","Michaël Cuisance","France",21,72,81,"Venezia FC","CM",5e+06,11000
"308","Barry Bannan","Scotland",31,72,72,"Sheffield Wednesday","CM",1900000,6000
"309","Aleix García Serrano","Spain",24,72,76,"Girona FC","CM",3300000,8000
"310","Alejandro Baena Rodríguez","Spain",19,72,82,"Girona FC","CM",5e+06,12000
"311","Eliot Matazo","Belgium",19,72,83,"AS Monaco","CM",5e+06,18000
"312","Filippo Bandinelli","Italy",26,72,73,"Empoli","CM",2700000,31000
"313","Joe Rothwell","England",26,72,73,"Blackburn Rovers","CM",2700000,30000
"314","Lewis O'Brien","England",22,72,79,"Huddersfield Town","CM",4700000,7000
