"","name","country","age","overall","potential","club","pos","value","wage"
"59","Edgar Badia Guardiola","Spain",29,79,80,"Elche CF","GK",13500000,20000
"60","Pau López Sabata","Spain",26,79,82,"Olympique de Marseille","GK",17500000,33000
"61","Sergio Rochet","Uruguay",28,79,81,"Club Nacional de Football","GK",1.5e+07,1000
"62","Thomas Strakosha","Albania",26,79,82,"Lazio","GK",17500000,46000
"63","Justin Bijlow","Netherlands",23,79,86,"Feyenoord","GK",3e+07,9000
"64","Sergio Herrera Pirón","Spain",28,79,81,"CA Osasuna","GK",1.5e+07,26000
"65","Luís Manuel Arantes Maximiano","Portugal",22,78,85,"Granada CF","GK",24500000,16000
"66","Sergio Romero","Argentina",34,78,78,"Venezia FC","GK",2400000,18000
"67","Jiří Pavlenka","Czech Republic",29,78,79,"SV Werder Bremen","GK",1.1e+07,12000
"68","Altay Bayındır","Turkey",23,78,83,"Fenerbahçe SK","GK",1.7e+07,30000
"69","Zack Steffen","United States",26,78,82,"Manchester City","GK",1.5e+07,78000
"70","Predrag Rajković","Serbia",25,78,83,"Stade de Reims","GK",16500000,20000
"71","José Manuel Reina Páez","Spain",38,78,78,"Lazio","GK",1600000,27000
"72","Alex Meret","Italy",24,78,81,"Napoli","GK",1.5e+07,36000
"73","Diogo Meireles Costa","Portugal",21,77,86,"FC Porto","GK",20500000,7000
"74","Mathew Ryan","Australia",29,77,78,"Real Sociedad","GK",8e+06,25000
"75","Alfred Gomis","Senegal",27,77,79,"Stade Rennais FC","GK",9500000,32000
"76","Guilherme Alvim Marinato","Russia",35,77,77,"FC Lokomotiv Moscow","GK",1200000,22000
"77","Sebastián Sosa","Uruguay",34,77,77,"Club Atlético Independiente","GK",1800000,12000
"78","Benoît Costil","France",33,77,77,"FC Girondins de Bordeaux","GK",3400000,20000
"79","Ben Foster","England",38,77,77,"Watford","GK",1200000,25000
"80","Matt Turner","United States",27,77,79,"New England Revolution","GK",9500000,7000
"81","Andre Blake","Jamaica",30,77,77,"Philadelphia Union","GK",7e+06,7000
"82","Alexander Nübel","Germany",24,77,83,"AS Monaco","GK",13500000,38000
"83","Manuel Riemann","Germany",32,77,77,"VfL Bochum 1848","GK",5e+06,19000
"84","Giorgi Mamardashvili","Georgia",20,77,83,"Valencia CF","GK",1.3e+07,16000
"85","Robert Lynch Sanchéz","Spain",23,77,83,"Brighton & Hove Albion","GK",13500000,33000
"86","Illan Meslier","France",21,77,84,"Leeds United","GK",18500000,34000
"87","Carlos Acevedo","Mexico",25,77,81,"Santos Laguna","GK",11500000,16000
"88","Antony Silva","Paraguay",37,76,76,"Puebla FC","GK",825000,5000
"89","Rodolfo Cota","Mexico",33,76,76,"Club León","GK",2400000,18000
"90","Sergio Rico González","Spain",27,76,78,"RCD Mallorca","GK",7e+06,46000
"91","Lars Unnerstall","Germany",30,76,76,"FC Twente","GK",5e+06,9000
"92","Tim Krul","Netherlands",33,76,76,"Norwich City","GK",2400000,25000
"93","José de Jesús Corona","Mexico",40,76,76,"Cruz Azul","GK",825000,24000
"94","Alexander Schwolow","Germany",29,76,78,"Hertha BSC","GK",6e+06,31000
"95","Joe Hart","England",34,76,76,"Celtic","GK",1300000,36000
"96","Joel Robles Blázquez","Spain",31,76,76,"Real Betis Balompié","GK",4e+06,17000
"97","Marco Sportiello","Italy",29,76,76,"Atalanta","GK",5e+06,33000
"98","Florian Müller","Germany",23,76,80,"VfB Stuttgart","GK",8500000,16000
"99","Timo Horn","Germany",28,75,77,"1. FC Köln","GK",4800000,20000
"100","Sam Johnstone","England",28,75,77,"West Bromwich Albion","GK",4800000,31000
"101","David Raya Martin","Spain",25,75,78,"Brentford","GK",6e+06,29000
"102","Paulo Victor Mileo Vidotti","Brazil",34,75,75,"Clube Sport Marítimo","GK",950000,8000
"103","Gabriel Vasconcelos F.","Brazil",28,75,76,"Lecce","GK",4500000,4000
"104","Fraser Forster","England",33,75,75,"Southampton","GK",1800000,34000
"105","Paulo Gazzaniga","Argentina",29,75,75,"Fulham","GK",3800000,38000
"106","Yvon Mvogo","Switzerland",27,75,78,"PSV","GK",5500000,41000
"107","Tom Heaton","England",35,75,75,"Manchester United","GK",625000,40000
"108","Jean-Louis Leca","France",35,75,75,"Racing Club de Lens","GK",625000,13000
"109","Jean Butez","France",26,75,78,"Royal Antwerp FC","GK",5500000,15000
"110","Allan McGregor","Scotland",39,75,75,"Rangers FC","GK",625000,20000
"111","Marek Rodák","Slovakia",24,75,80,"Fulham","GK",7e+06,30000
"112","Marvin Schwäbe","Germany",26,75,78,"1. FC Köln","GK",5500000,19000
"113","Robin Zentner","Germany",26,75,77,"1. FSV Mainz 05","GK",5500000,17000
"114","Daniel Cárdenas Líndez","Spain",24,75,81,"Levante Unión Deportiva","GK",7e+06,15000
"115","Andreas Luthe","Germany",34,75,75,"1. FC Union Berlin","GK",950000,21000
"116","Ionuț Andrei Radu","Romania",24,75,78,"Inter","GK",6e+06,43000
"117","Karl Darlow","England",30,75,75,"Newcastle United","GK",3700000,26000
"118","Rubén Blanco Veiga","Spain",25,74,78,"RC Celta de Vigo","GK",4600000,14000
"119","Oier Olazábal Paredes","Spain",31,74,74,"RCD Espanyol de Barcelona","GK",2200000,12000
"120","Manuel Reina Rodríguez","Spain",36,74,74,"RCD Mallorca","GK",475000,11000
"121","Etienne Green","England",20,74,82,"AS Saint-Étienne","GK",8e+06,13000
"122","Raúl Gudiño","Mexico",25,74,77,"Club Deportivo Guadalajara","GK",4300000,27000
"123","Joël Drommel","Netherlands",24,74,80,"PSV","GK",5500000,10000
"124","Rune Almenning Jarstein","Norway",36,74,74,"Hertha BSC","GK",475000,17000
"125","Pavao Pervan","Austria",33,74,74,"VfL Wolfsburg","GK",1400000,33000
"126","Frederik Rønnow","Denmark",28,74,74,"1. FC Union Berlin","GK",3e+06,20000
"127","Ivo Grbić","Croatia",25,74,78,"LOSC Lille","GK",4600000,27000
"128","Richard Ofori","Ghana",27,74,77,"Orlando Pirates","GK",4100000,700
"129","Darren Randolph","Republic of Ireland",34,74,74,"West Ham United","GK",725000,37000
"130","Jordi Masip López","Spain",32,74,74,"Real Valladolid CF","GK",2100000,8000
"131","Jaume Doménech Sánchez","Spain",30,74,74,"Valencia CF","GK",2800000,21000
"132","Sebastián Torrico","Argentina",41,74,74,"San Lorenzo de Almagro","GK",475000,6000
"133","Guido Herrera","Argentina",29,74,75,"Club Atlético Talleres","GK",3200000,11000
"134","Brice Samba","Congo",27,73,76,"Nottingham Forest","GK",3e+06,28000
"135","André Hansen","Norway",31,73,73,"Rosenborg BK","GK",1600000,5000
"136","Anthony Moris","Luxembourg",31,73,73,"Royale Union Saint-Gilloise","GK",1600000,10000
"137","Alberto Brignoli","Italy",29,73,73,"Panathinaikos FC","GK",2100000,600
"138","Moustapha Zeghba","Algeria",30,73,73,"Damac FC","GK",2e+06,13000
"139","Marius Müller","Germany",27,73,76,"FC Luzern","GK",3e+06,10000
"140","Ersin Destanoğlu","Turkey",20,73,81,"Beşiktaş JK","GK",6e+06,16000
"141","Etrit Berisha","Albania",32,73,73,"Torino F.C.","GK",1500000,24000
"142","Wuilker Faríñez","Venezuela",23,73,77,"Racing Club de Lens","GK",3500000,14000
"143","Jack Butland","England",28,73,73,"Crystal Palace","GK",2200000,31000
"144","Mark Travers","Republic of Ireland",22,73,80,"AFC Bournemouth","GK",5500000,17000
"145","José Devecchi","Argentina",25,73,76,"Club Atlético Aldosivi","GK",3100000,9000
"146","Dominik Holec","Slovakia",26,73,76,"AC Sparta Praha","GK",3100000,700
"147","Amir Abedzadeh","Iran",28,73,74,"SD Ponferradina","GK",2400000,6000
"148","Caoimhin Kelleher","Republic of Ireland",22,73,80,"Liverpool","GK",5500000,40000
"149","Sean Johnson","United States",32,73,73,"New York City FC","GK",1500000,6000
"150","Cican Stanković","Austria",28,73,74,"AEK Athens","GK",2400000,850
"151","Vanja Milinković-Savić","Serbia",24,73,78,"Torino F.C.","GK",3700000,20000
"152","Wes Foderingham","England",30,72,72,"Sheffield United","GK",1600000,15000
"153","Carlos Cáceda","Peru",29,72,72,"FBC Melgar","GK",1600000,500
"154","Dante Stipica","Croatia",30,72,72,"Pogoń Szczecin","GK",1600000,6000
"155","Joel Graterol","Venezuela",24,72,78,"América de Cali","GK",3e+06,2000
"156","Doğan Alemdar","Turkey",18,72,80,"Stade Rennais FC","GK",4200000,3000
"157","Daniel Bachmann","Austria",26,72,75,"Watford","GK",2400000,26000
"158","Eiji Kawashima","Japan",38,72,72,"RC Strasbourg Alsace","GK",250000,8000
"159","Ivor Pandur","Croatia",21,72,79,"Hellas Verona","GK",4100000,9000
"160","Stefanos Kapino","Greece",27,72,74,"DSC Arminia Bielefeld","GK",2100000,13000
"161","Philipp Pentke","Germany",36,72,72,"TSG Hoffenheim","GK",250000,11000
"162","Kamil Grabara","Poland",22,72,78,"F.C. København","GK",3100000,9000
"163","Dominik Greif","Slovakia",24,72,78,"RCD Mallorca","GK",3e+06,11000
"164","Willy Caballero","Argentina",39,72,72,"Southampton","GK",250000,15000
"165","Washington Aguerre","Uruguay",28,72,74,"Gallos Blancos de Querétaro","GK",2e+06,7000
"166","Maduka Okoye","Nigeria",21,72,82,"Sparta Rotterdam","GK",4600000,17000
"167","Lee Nicholls","England",28,72,74,"Huddersfield Town","GK",2e+06,7000
"168","Kevin Dawson","Uruguay",29,72,72,"Club Atlético Peñarol","GK",1600000,750
"169","Loris Karius","Germany",28,72,72,"Liverpool","GK",1700000,46000
"170","Santiago Rojas","Paraguay",25,72,76,"Club Nacional","GK",2600000,500
"171","Jandrei Chitolina Carniel","Brazil",27,72,72,"Genoa","GK",1800000,9000
"172","Adrián San Miguel Castillo","Spain",34,72,72,"Liverpool","GK",4e+05,43000
"173","Simone Scuffet","Italy",25,72,74,"APOEL Nicosia FC","GK",2200000,650
"174","Anatoliy Trubin","Ukraine",19,72,78,"Shakhtar Donetsk","GK",2900000,500
"175","Álvaro Fernández Llorente","Spain",23,72,80,"Brentford","GK",4500000,6000
"176","Gastón Gómez","Argentina",25,72,75,"Racing Club","GK",2400000,10000
"177","Antonio Sivera Salvá","Spain",24,72,78,"Deportivo Alavés","GK",3e+06,10000
"178","Iván Mauricio Arboleda","Colombia",25,71,75,"Newell's Old Boys","GK",2e+06,9000
"179","Alex Smithies","England",31,71,71,"Cardiff City","GK",1e+06,16000
"180","Alexandr Maksimenko","Russia",23,71,76,"Spartak Moskva","GK",2300000,19000
"181","Marc-Aurèle Caillard","France",27,71,74,"FC Metz","GK",1800000,9000
"182","Žiga Frelih","Slovenia",23,71,79,"Gil Vicente FC","GK",3600000,5000
"183","Richard Strebinger","Austria",28,71,71,"Legia Warszawa","GK",1300000,6000
"184","Pedro Ortíz","Ecuador",31,71,71,"CS Emelec","GK",1e+06,550
"185","Peter Vindahl Jensen","Denmark",23,71,76,"AZ Alkmaar","GK",2300000,5000
"186","Adam Davies","Wales",28,71,71,"Sheffield United","GK",1300000,14000
"187","Mateus Pasinato","Brazil",29,71,71,"Moreirense FC","GK",1300000,7000
"188","Ralf Fährmann","Germany",32,71,71,"FC Schalke 04","GK",925000,7000
"189","Jannik Huth","Germany",27,71,72,"SC Paderborn 07","GK",1600000,8000
"190","Matous Trmal","Czech Republic",22,71,81,"Vitória de Guimarães","GK",3600000,5000
"191","Nicolás Peranic","Argentina",36,71,71,"Universidad Católica","GK",210000,4000
"192","Tim Melia","United States",35,71,71,"Sporting Kansas City","GK",210000,3000
"193","Juan Espínola","Paraguay",26,71,73,"Godoy Cruz","GK",1800000,6000
"194","Lautaro Morales","Argentina",21,71,81,"Club Atlético Lanús","GK",3600000,5000
"195","Ethan Horvath","United States",26,71,74,"Nottingham Forest","GK",1900000,22000
"196","Sebastián Pérez","Chile",30,71,71,"Universidad Católica","GK",1200000,6000
"197","Radosław Majecki","Poland",21,71,78,"AS Monaco","GK",3200000,13000
"198","Mads Hermansen","Denmark",20,70,77,"Brøndby IF","GK",2700000,4000
"199","Khalid Eissa","United Arab Emirates",31,70,70,"Al Ain FC","GK",850000,550
"200","Mattijs Branderhorst","Netherlands",27,70,71,"N.E.C. Nijmegen","GK",1400000,5000
"201","Maarten Vandevoordt","Belgium",19,70,84,"KRC Genk","GK",3300000,3000
"202","Cheng Zeng","China PR",34,70,70,"Shanghai Shenhua FC","GK",275000,7000
"203","Luiz Lúcio Reis Júnior","Brazil",20,70,81,"Futebol Clube de Famalicão","GK",3e+06,3000
"204","Adrián Ortolá Vaño","Spain",27,70,70,"Girona FC","GK",1200000,6000
"205","Alireza Beiranvand","Iran",28,70,72,"Boavista FC","GK",1400000,9000
"206","Ignacio Peña Sotorres","Spain",22,70,79,"Galatasaray SK","GK",3100000,34000
"207","Marcelo Barovero","Argentina",37,70,70,"Club Atlético de San Luis","GK",180000,5000
"208","Ivan Nevistić","Croatia",21,70,79,"Dinamo Zagreb","GK",3100000,500
"209","Finn Dahmen","Germany",23,70,78,"1. FSV Mainz 05","GK",3100000,8000
"210","Axel Werner","Argentina",25,70,75,"Arsenal de Sarandí","GK",1900000,8000
"211","Alexander Meyer","Germany",30,70,70,"SSV Jahn Regensburg","GK",1100000,5000
"212","Vladan Kovacević","Bosnia and Herzegovina",23,70,78,"Raków Częstochowa","GK",3100000,3000
"213","Nikola Vasilj","Bosnia and Herzegovina",25,70,74,"FC St. Pauli","GK",1700000,8000
"214","Marcin Bułka","Poland",21,70,78,"OGC Nice","GK",3100000,16000
"215","Neil Etheridge","Philippines",31,70,70,"Birmingham City","GK",850000,10000
"216","Simon Moore","England",31,70,70,"Coventry City","GK",850000,10000
"217","Dayne St. Clair","Canada",24,70,76,"Minnesota United FC","GK",2e+06,3000
"218","Oliver Christensen","Denmark",22,70,78,"Hertha BSC","GK",3100000,14000
"219","Isak Pettersson","Sweden",24,70,77,"Toulouse Football Club","GK",2700000,3000
"220","Augusto Batalla","Argentina",25,70,74,"San Lorenzo de Almagro","GK",1700000,7000
"221","Rúnar Alex Rúnarsson","Iceland",26,70,74,"Oud-Heverlee Leuven","GK",1700000,27000
"222","David Lazar","Romania",29,69,69,"Universitatea Craiova","GK",950000,6000
"223","Ørjan Nyland","Norway",30,69,69,"Reading","GK",925000,10000
"224","Živko Živković","Serbia",32,69,69,"PAOK","GK",7e+05,500
"225","Gonzalo Falcón","Uruguay",24,69,74,"LDU Quito","GK",1700000,500
"226","Jamal Blackman","England",27,69,72,"Huddersfield Town","GK",1400000,4000
"227","Per Kristian Bråtveit","Norway",25,69,73,"Nîmes Olympique","GK",1500000,3000
"228","Marko Ilic","Serbia",23,69,76,"KV Kortrijk","GK",2400000,5000
"229","Luca Zidane","France",23,69,76,"Rayo Vallecano","GK",2400000,6000
"230","Daniel Alexis Leite Figueira","Portugal",22,69,77,"Estoril Praia","GK",2700000,2000
"231","Gavin Bazunu","Republic of Ireland",19,69,85,"Portsmouth","GK",3200000,13000
"232","Il Gyu Park","Korea Republic",31,69,69,"Sagan Tosu","GK",750000,2000
"233","Yonatan Irrazábal","Uruguay",33,69,69,"Club Atlético Rentistas","GK",450000,500
"234","Florian Kastenmeier","Germany",24,69,73,"Fortuna Düsseldorf","GK",1600000,7000
"235","Rubén Escobar","Paraguay",30,69,69,"Guaireña FC","GK",925000,500
"236","Álvaro Valles Rosa","Spain",23,69,76,"Unión Deportiva Las Palmas","GK",2400000,3000
"237","Berke Özer","Turkey",21,69,80,"Fenerbahçe SK","GK",2700000,10000
"238","Danijel Petković","Montenegro",28,69,72,"Angers SCO","GK",1300000,9000
"239","Harun Tekin","Turkey",32,69,69,"Kasimpaşa SK","GK",7e+05,6000
"240","Nicolás Campisi","Argentina",24,69,74,"Atlético Tucumán","GK",1700000,4000
"241","Danijel Subašić","Croatia",36,69,69,"Hajduk Split","GK",150000,500
"242","Marian Aioani","Romania",21,69,80,"FC Farul Constanța","GK",2700000,3000
"243","Bradley Collins","England",24,69,74,"Barnsley","GK",1700000,12000
"244","Fabian de Keijzer","Netherlands",21,68,79,"FC Utrecht","GK",2300000,3000
"245","Ezequiel Centurión","Argentina",24,68,73,"River Plate","GK",1500000,4000
"246","Marián Tvrdoň","Slovakia",26,68,69,"FC Viktoria Plzeň","GK",1100000,500
"247","Jorge Pinos","Ecuador",31,68,68,"9 de Octubre","GK",650000,500
"248","Kosuke Nakamura","Japan",26,68,72,"Portimonense SC","GK",1300000,3000
"249","Eduard Pap","Romania",27,68,70,"FC Botoşani","GK",1100000,4000
"250","Andrei Vlad","Romania",22,68,74,"FCSB (Steaua)","GK",1600000,4000
"251","Brian Heras","Ecuador",26,68,72,"LDU Quito","GK",1300000,500
"252","Rubén Cordano","Bolivia",22,68,76,"Club Bolívar","GK",2300000,500
"253","Daniel Cerântula Fuzato","Brazil",23,68,74,"Roma","GK",1500000,11000
"254","Christian Walton","England",25,68,71,"Ipswich Town","GK",1200000,4000
"255","Josef Bursik","England",20,68,79,"Stoke City","GK",2300000,6000
"256","Rémy Riou","France",33,68,68,"Stade Malherbe Caen","GK",4e+05,2000
"257","Masaaki Murakami","Japan",28,68,68,"Avispa Fukuoka","GK",850000,2000
"258","Álex Domínguez Romero","Spain",22,68,78,"UD Ibiza","GK",2300000,3000
"259","Zander Clark","Scotland",29,68,70,"St. Johnstone FC","GK",1e+06,3000
"260","Seyed Payam Niazmand","Iran",26,68,71,"Portimonense SC","GK",1200000,3000
"261","Mile Svilar","Serbia",21,68,80,"SL Benfica","GK",2600000,3000
"262","Moisés Ramírez","Ecuador",20,68,80,"Independiente del Valle","GK",2500000,500
"263","David Marshall","Scotland",36,68,68,"Queens Park Rangers","GK",130000,4000
"264","Alejandro Araque","Venezuela",25,68,70,"Estudiantes de Mérida","GK",1200000,500
"265","Michael Cooper","England",21,68,77,"Plymouth Argyle","GK",2300000,3000
"266","Santiago Mele","Uruguay",23,68,76,"Unión de Santa Fe","GK",2300000,4000
"267","Fabian Bredlow","Germany",26,68,69,"VfB Stuttgart","GK",1100000,8000
"268","Keiren Westwood","Republic of Ireland",36,68,68,"Queens Park Rangers","GK",130000,4000
"269","Jorge Ruiz Ojeda","Spain",24,68,74,"Levante Unión Deportiva","GK",1500000,7000
"270","Jonathan Bond","England",28,68,70,"LA Galaxy","GK",1e+06,3000
"271","Kewin Oliveira Silva","Brazil",26,68,72,"Moreirense FC","GK",1300000,4000
"272","Erce Kardeşler","Turkey",27,68,68,"Trabzonspor","GK",925000,8000
"273","Diego Méndez","Bolivia",30,68,68,"Royal Pari","GK",8e+05,500
"274","Kosei Tani","Japan",20,68,76,"Shonan Bellmare","GK",2300000,3000
"275","Saturnin Allagbé","Benin",27,68,69,"Dijon FCO","GK",1e+06,2000
"276","Guillermo De Amores","Uruguay",26,68,71,"Deportivo Cali","GK",1200000,850
"277","Luís Alberto García","Colombia",23,68,76,"SD Ponferradina","GK",2300000,2000
"278","David Button","England",32,68,68,"West Bromwich Albion","GK",6e+05,12000
"279","Leandro Requena","Argentina",33,68,68,"Club de Deportes Cobresal","GK",4e+05,1000
"280","Luke Southwood","Northern Ireland",23,68,75,"Reading","GK",2100000,7000
"281","Matt Macey","England",26,67,69,"Hibernian","GK",950000,2000
"282","Joe Lumley","England",26,67,71,"Middlesbrough","GK",1100000,7000
"283","David Ochoa","Mexico",20,67,76,"Real Salt Lake","GK",1900000,1000
"284","Konstantinos Tzolakis","Greece",18,67,81,"Olympiacos CFP","GK",2100000,500
"285","Adonnis Pabón","Ecuador",25,67,70,"Mushuc Runa","GK",1e+06,500
"286","Germán Parreño Boix","Spain",28,67,69,"UD Ibiza","GK",875000,2000
"287","Nicola Pérez","Uruguay",31,67,67,"Deportivo Ñublense","GK",550000,1000
"288","Patricio Álvarez","Peru",27,67,69,"Sport Boys","GK",925000,500
"289","Ferdinand Oswald","Germany",30,67,67,"WSG Tirol","GK",675000,3000
"290","Elder Arauz","Bolivia",31,67,67,"Club Deportivo Guabirá","GK",550000,500
"291","Mauro Cardozo","Paraguay",38,67,67,"12 de Octubre FC","GK",110000,500
"292","Wilson Quiñónez","Paraguay",32,67,67,"Club Deportivo Oriente Petrolero","GK",5e+05,500
"293","Florin Iacob","Romania",27,67,70,"AFC UTA Arad","GK",1e+06,3000
"294","Mark Gillespie","England",29,67,68,"Newcastle United","GK",775000,10000
"295","Javier Rojas","Bolivia",25,67,72,"Club Bolívar","GK",1200000,500
"296","Ben Hamer","England",33,67,67,"Swansea City","GK",325000,7000
"297","Arnau Tenas Ureña","Spain",20,67,81,"FC Barcelona","GK",2100000,16000
"298","Vincent Müller","Germany",20,67,77,"PSV","GK",1900000,3000
"299","Joaquín Pucheta","Argentina",29,67,69,"Club Social y Deportivo Macará","GK",850000,500
"300","Jak Alnwick","England",28,67,69,"St. Mirren","GK",875000,2000
"301","Matt Ingram","England",27,67,69,"Hull City","GK",925000,4000
"302","Luiz Felipe Silva Nunes","Brazil",24,67,71,"Belenenses SAD","GK",1200000,2000
"303","Matheo Raab","Germany",22,67,76,"1. FC Kaiserslautern","GK",2e+06,1000
"304","Jesús Camargo","Venezuela",23,67,72,"Hermanos Colmenarez","GK",1200000,500
"305","Facundo Altamirano","Argentina",25,67,70,"Patronato","GK",1e+06,4000
"306","Artur Boruc","Poland",41,67,67,"Legia Warszawa","GK",110000,2000
"307","Alejandro Medina","Argentina",34,67,67,"Arsenal de Sarandí","GK",170000,3000
"308","Elías Rafn Ólafsson","Iceland",21,67,78,"FC Midtjylland","GK",2e+06,5000
"309","Nicolás Rossi","Uruguay",23,67,74,"Club Atlético Rentistas","GK",1700000,500
"310","Vaso Vasić","Serbia",31,67,67,"FC Luzern","GK",550000,4000
"311","João Manuel Neves Virgínia","Portugal",21,67,79,"Sporting CP","GK",2200000,11000
"312","Jamie Cumming","England",21,67,76,"Milton Keynes Dons","GK",2e+06,2000
"313","Bum Keun Song","Korea Republic",23,67,75,"Jeonbuk Hyundai Motors","GK",2e+06,3000
"314","Anthony Mandrea","France",24,67,73,"Angers SCO","GK",1300000,5000
"315","Gastón Olveira","Uruguay",28,67,68,"Club Olimpia","GK",8e+05,500
"316","James Shea","England",30,67,67,"Luton Town","GK",675000,4000
"317","Horațiu Moldovan","Romania",23,67,75,"Rapid București","GK",2e+06,2000
"318","Gabriel Castellón","Chile",27,67,69,"CD Huachipato","GK",925000,2000
"319","Lennart Grill","Germany",22,67,73,"Bayer 04 Leverkusen","GK",1300000,9000
"320","Aljaž Ivačič","Slovenia",27,66,69,"Portland Timbers","GK",850000,2000
"321","Víctor Mendoza","Ecuador",26,66,70,"Barcelona Sporting Club","GK",925000,500
