"","name","country","age","overall","potential","club","pos","value","wage"
"26","Laureano Thomas Santeiro Marre","Brazil",21,80,80,"Fluminense","CAM",2.5e+07,23000
"27","Carles Gil Pareja","Spain",28,80,80,"New England Revolution","CAM",2.1e+07,13000
"28","Lars Stindl","Germany",32,80,80,"Borussia Mönchengladbach","CAM",16500000,36000
"29","Daichi Kamada","Japan",24,80,82,"Eintracht Frankfurt","CAM",27500000,31000
"30","Jonas Hofmann","Germany",28,80,80,"Borussia Mönchengladbach","CAM",2.1e+07,37000
"31","Alexandr Golovin","Russia",25,79,83,"AS Monaco","CAM",24500000,53000
"32","Pablo Fornals Malla","Spain",25,79,82,"West Ham United","CAM",2.3e+07,69000
"33","Andrés Iniesta Luján","Spain",37,79,79,"Vissel Kobe","CAM",5500000,10000
"34","Ludovic Blas","France",23,79,83,"FC Nantes","CAM",2.5e+07,28000
"35","Konstantinos Fortounis","Greece",28,79,79,"Olympiacos CFP","CAM",17500000,2000
"36","Dominik Szoboszlai","Hungary",20,79,87,"RB Leipzig","CAM",38500000,54000
"37","Jonathan Viera Ramos","Spain",31,79,79,"Unión Deportiva Las Palmas","CAM",14500000,14000
"38","Houssem Aouar","France",23,79,84,"Olympique Lyonnais","CAM",26500000,57000
"39","Alexey Miranchuk","Russia",25,78,80,"Atalanta","CAM",17500000,46000
"40","Manuel Lanzini","Argentina",28,78,78,"West Ham United","CAM",1.4e+07,68000
"41","Brahim Díaz","Spain",21,78,86,"AC Milan","CAM",31500000,90000
"42","Dennis Praet","Belgium",27,78,78,"Torino F.C.","CAM",1.5e+07,87000
"43","Davy Klaassen","Netherlands",28,78,78,"Ajax","CAM",1.4e+07,19000
"44","Jesse Lingard","England",28,78,78,"Manchester United","CAM",1.4e+07,105000
"45","Alejandro Pozuelo Melero","Spain",29,78,78,"Toronto FC","CAM",1.4e+07,11000
"46","Mesut Özil","Germany",32,78,78,"Fenerbahçe SK","CAM",1.1e+07,50000
"47","Juan Fernando Quintero","Colombia",28,78,78,"River Plate","CAM",1.4e+07,16000
"48","Óscar Melendo Jiménez","Spain",23,78,82,"RCD Espanyol de Barcelona","CAM",2e+07,19000
"49","Rodrigo Moreno Machado","Spain",30,78,78,"Leeds United","CAM",13500000,76000
"50","Irfan Can Kahveci","Turkey",25,77,80,"Fenerbahçe SK","CAM",1.4e+07,45000
"51","Emanuel Reynoso","Argentina",25,77,78,"Minnesota United FC","CAM",12500000,10000
"52","Adam Hložek","Czech Republic",18,77,87,"AC Sparta Praha","CAM",2.2e+07,500
"53","Shoya Nakajima","Japan",26,77,77,"Portimonense SC","CAM",11500000,15000
"54","Giovanni Reyna","United States",18,77,87,"Borussia Dortmund","CAM",2.2e+07,18000
"55","Anastasios Bakasetas","Greece",28,77,77,"Trabzonspor","CAM",10500000,29000
"56","Óscar Trejo","Argentina",33,77,77,"Rayo Vallecano","CAM",6500000,22000
"57","Musa Barrow","Gambia",22,77,82,"Bologna","CAM",1.6e+07,29000
"58","Roberto Soriano","Italy",30,77,77,"Bologna","CAM",1e+07,33000
"59","Eduardo Expósito Jaén","Spain",24,76,81,"SD Eibar","CAM",11500000,11000
"60","Javier Pastore","Argentina",32,76,76,"Elche CF","CAM",6e+06,20000
"61","Sebastián Blanco","Argentina",33,76,76,"Portland Timbers","CAM",4700000,9000
"62","Edwin Cardona","Colombia",28,76,76,"Racing Club","CAM",7500000,20000
"63","Sebastian Giovinco","Italy",34,76,76,"U.C. Sampdoria","CAM",3500000,20000
"64","Alex Teixeira dos Santos","Brazil",31,76,76,"Besiktas JK","CAM",6e+06,40000
"65","Mohammed Kudus","Ghana",20,76,84,"Ajax","CAM",16500000,12000
"66","Lucas Robertone","Argentina",24,76,81,"Unión Deportiva Almería","CAM",11500000,11000
"67","Marcelino Moreno","Argentina",26,76,78,"Atlanta United","CAM",9500000,9000
"68","Michael Olise","France",19,76,86,"Crystal Palace","CAM",1.6e+07,28000
"69","Mark Uth","Germany",29,76,76,"1. FC Köln","CAM",7500000,28000
"70","Marko Livaja","Croatia",27,76,76,"Hajduk Split","CAM",8e+06,1000
"71","Nadiem Amiri","Germany",24,76,80,"Genoa","CAM",1.1e+07,38000
"72","Riccardo Orsolini","Italy",24,76,81,"Bologna","CAM",11500000,27000
"73","Juan Manuel Mata García","Spain",33,76,76,"Manchester United","CAM",4700000,87000
"74","Sebastián Driussi","Argentina",25,76,79,"Austin FC","CAM",1e+07,9000
"75","Amin Younes","Germany",27,76,76,"Ettifaq FC","CAM",8e+06,29000
"76","Jean Pyerre C. Silveira Correa","Brazil",23,76,82,"GZT Giresunspor","CAM",1.2e+07,14000
"77","Ross Barkley","England",27,76,76,"Chelsea","CAM",8e+06,81000
"78","Matheus Fellipe Costa Pereira","Brazil",25,76,79,"Al Hilal","CAM",1e+07,35000
"79","Fábio Daniel Ferreira Vieira","Portugal",21,76,86,"FC Porto","CAM",1.7e+07,10000
"80","Andreas Hugo Hoelgebaum Pereira","Brazil",24,76,79,"Manchester United","CAM",1e+07,76000
"81","Alexis Mac Allister","Argentina",22,76,82,"Brighton & Hove Albion","CAM",1.2e+07,44000
"82","Hamed Junior Traorè","Côte d'Ivoire",21,76,85,"U.S. Sassuolo Calcio","CAM",1.7e+07,23000
"83","Filip Ðuricic","Serbia",29,75,75,"U.S. Sassuolo Calcio","CAM",5500000,30000
"84","Iago Falqué Silva","Spain",31,75,75,"América de Cali","CAM",4700000,5000
"85","Masaya Okugawa","Japan",25,75,77,"DSC Arminia Bielefeld","CAM",7e+06,22000
"86","Ryad Boudebouz","Algeria",31,75,75,"AS Saint-Étienne","CAM",4700000,29000
"87","Guus Til","Netherlands",23,75,79,"Feyenoord","CAM",8e+06,10000
"88","Ryan Gauld","Scotland",25,75,78,"Vancouver Whitecaps FC","CAM",7500000,9000
"89","Albert Rusnák","Slovakia",26,75,76,"Seattle Sounders FC","CAM",6500000,9000
"90","Maxi Moralez","Argentina",34,75,75,"New York City FC","CAM",2600000,9000
"91","Abdülkadir Ömür","Turkey",22,75,82,"Trabzonspor","CAM",11500000,22000
"92","Joelinton Apolinário de Lira","Brazil",24,75,80,"Newcastle United","CAM",8500000,31000
"93","Thiago Almada","Argentina",20,75,86,"Atlanta United","CAM",12500000,7000
"94","Hany Mukhtar","Germany",26,75,76,"Nashville SC","CAM",6500000,9000
"95","Alejandro Romero Gamarra","Paraguay",26,75,76,"Al Taawoun","CAM",6500000,24000
"96","Luciano Acosta","Argentina",27,75,76,"FC Cincinnati","CAM",6500000,9000
"97","Jesper Lindstrøm","Denmark",21,75,84,"Eintracht Frankfurt","CAM",12500000,19000
"98","Ondrej Lingr","Czech Republic",22,75,80,"SK Slavia Praha","CAM",8500000,900
"99","Leonardo Fernández","Uruguay",22,75,83,"Deportivo Toluca","CAM",12500000,18000
"100","Juan Cazares","Ecuador",29,75,75,"Club Atlético Independiente","CAM",5500000,15000
"101","Nicola Sansone","Italy",29,75,75,"Bologna","CAM",5500000,30000
"102","Rémy Cabella","France",31,75,75,"Montpellier Hérault SC","CAM",4700000,24000
"103","Francisco José Villalba Rodrigo","Spain",23,74,82,"Real Sporting de Gijón","CAM",9500000,18000
"104","Daniel-Kofi Kyereh","Ghana",25,74,77,"FC St. Pauli","CAM",5500000,16000
"105","Philip Zinckernagel","Denmark",26,74,74,"Nottingham Forest","CAM",4600000,43000
"106","Adem Ljajic","Serbia",29,74,74,"Besiktas JK","CAM",4100000,37000
"107","Alexandru Maxim","Romania",30,74,74,"Gazisehir Gaziantep F.K.","CAM",4100000,14000
"108","Kang In Lee","Korea Republic",20,74,82,"RCD Mallorca","CAM",9500000,16000
"109","Farid Boulaya","Algeria",28,74,74,"FC Metz","CAM",4200000,18000
"110","John Swift","England",26,74,77,"Reading","CAM",5500000,26000
"111","Adrian Mierzejewski","Poland",34,74,74,"Henan Songshan Longmen FC","CAM",2e+06,14000
"112","Kevin-Prince Boateng","Ghana",34,74,74,"Hertha BSC","CAM",2e+06,35000
"113","Cristian Guanca","Argentina",28,74,74,"Al Ain FC","CAM",4200000,1000
"114","Gonzalo Castro","Germany",34,74,74,"DSC Arminia Bielefeld","CAM",2e+06,22000
"115","Percy Tau","South Africa",26,74,75,"Brighton & Hove Albion","CAM",5e+06,45000
"116","Jed Wallace","England",27,74,74,"Millwall","CAM",4500000,14000
"117","Ondrej Duda","Slovakia",26,74,75,"1. FC Köln","CAM",5e+06,24000
"118","Andrés Felipe Roa","Colombia",28,74,74,"Club Atlético Independiente","CAM",4200000,14000
"119","Morgan Gibbs-White","England",21,74,82,"Sheffield United","CAM",9500000,43000
"120","Sonny Kittel","Germany",28,74,74,"Hamburger SV","CAM",4200000,14000
"121","Genki Haraguchi","Japan",30,74,74,"1. FC Union Berlin","CAM",4100000,26000
"122","Dani de Wit","Netherlands",23,74,79,"AZ Alkmaar","CAM",6500000,9000
"123","Manuel García Alonso","Spain",23,73,80,"Deportivo Alavés","CAM",6e+06,8000
"124","Chris Willock","England",23,73,78,"Queens Park Rangers","CAM",4600000,14000
"125","Nedim Bajrami","Albania",22,73,82,"Empoli","CAM",7e+06,31000
"126","Philipp Förster","Germany",26,73,74,"VfB Stuttgart","CAM",3600000,22000
"127","Filip Krovinovic","Croatia",25,73,75,"Hajduk Split","CAM",3800000,900
"128","Callum O'Hare","England",23,73,80,"Coventry City","CAM",6e+06,17000
"129","Brenden Aaronson","United States",20,73,81,"FC Red Bull Salzburg","CAM",6500000,16000
"130","Sergio Peña","Peru",25,73,76,"Malmö FF","CAM",4e+06,7000
"131","Francisco L. Lima Silva Machado","Portugal",25,73,76,"GZT Giresunspor","CAM",4e+06,11000
"132","Harvey Elliott","England",18,73,87,"Liverpool","CAM",7e+06,23000
"133","Fábio Leandro Carvalho","Portugal",18,73,86,"Fulham","CAM",7e+06,15000
"134","Bradley Dack","England",27,73,73,"Blackburn Rovers","CAM",3200000,34000
"135","Emre Akbaba","Turkey",28,73,73,"Aytemiz Alanyaspor","CAM",3100000,42000
"136","Gastón Pereiro","Uruguay",26,73,75,"Cagliari","CAM",3800000,25000
"137","Taxiarchis Fountas","Greece",25,73,76,"D.C. United","CAM",4e+06,7000
"138","Bart Ramselaar","Netherlands",25,73,75,"FC Utrecht","CAM",3800000,13000
"139","Lisandro López","Argentina",38,73,73,"Club Atlético Sarmiento","CAM",1e+06,8000
"140","Alan Soñora","United States",22,73,79,"Club Atlético Independiente","CAM",4900000,11000
"141","Douglas Augusto Soares Gomes","Brazil",24,73,76,"PAOK","CAM",4200000,1000
"142","Shinji Kagawa","Japan",32,73,73,"Sint-Truidense VV","CAM",2400000,13000
"143","Álvaro Fidalgo Fernández","Spain",24,73,78,"Club América","CAM",4600000,30000
"144","Jesus Ferreira","United States",20,73,83,"FC Dallas","CAM",6500000,6000
"145","Mohamed Ihattaren","Netherlands",19,73,83,"Ajax","CAM",6500000,28000
"146","Kristian Thorstvedt","Norway",22,72,79,"KRC Genk","CAM",4800000,11000
"147","Ager Aketxe Barrutia","Spain",27,72,72,"SD Eibar","CAM",2500000,9000
"148","Darwin Quintero","Colombia",33,72,72,"Houston Dynamo","CAM",1500000,7000
"149","Hannes Wolf","Austria",22,72,79,"Swansea City","CAM",4800000,17000
"150","Rodolfo Pizarro","Mexico",27,72,72,"CF Monterrey","CAM",2500000,7000
"151","Fábio Kel Melo Feijó","Brazil",25,72,72,"Fluminense","CAM",2600000,16000
"152","Adam Karabec","Czech Republic",17,72,85,"AC Sparta Praha","CAM",5500000,500
"153","Mattia Aramu","Italy",26,72,73,"Venezia FC","CAM",2800000,15000
"154","Mike Trésor","Belgium",22,72,80,"KRC Genk","CAM",5500000,11000
"155","Amir Sâyoud","Algeria",30,72,72,"Al Tai","CAM",2300000,16000
"156","Jeremy Dudziak","Tunisia",25,72,75,"SpVgg Greuther Fürth","CAM",3100000,17000
"157","Marcos Júnior Lima dos Santos","Brazil",28,72,72,"Yokohama F. Marinos","CAM",2400000,10000
"158","Bernard Mensah","Ghana",26,72,73,"Yukatel Kayserispor","CAM",2800000,11000
"159","Iván Jaime Pajuelo","Spain",20,72,82,"Futebol Clube de Famalicão","CAM",5e+06,6000
"160","Marcus Tavernier","England",22,72,80,"Middlesbrough","CAM",5500000,18000
"161","Dino Hotic","Bosnia and Herzegovina",25,72,75,"KSV Cercle Brugge","CAM",3100000,9000
"162","Jesús Angulo","Mexico",24,72,75,"Club Deportivo Guadalajara","CAM",3200000,27000
"163","João Pedro Reis Amaral","Portugal",29,72,72,"Lech Poznan","CAM",2300000,9000
"164","Tomáš Suslov","Slovakia",19,71,79,"FC Groningen","CAM",4e+06,4000
"165","Yunus Malli","Turkey",29,71,71,"Trabzonspor","CAM",1800000,17000
"166","Marko Marin","Germany",32,71,71,"Ferencvárosi TC","CAM",1500000,750
"167","Emanuel Vignato","Italy",20,71,80,"Bologna","CAM",4100000,14000
"168","Antonio Marchesano","Switzerland",30,71,71,"FC Zürich","CAM",1800000,12000
"169","Romário Manuel Silva Baró","Portugal",21,71,81,"Estoril Praia","CAM",4200000,6000
"170","Emiliano Marcondes","Denmark",26,71,72,"AFC Bournemouth","CAM",2200000,22000
"171","Kieran Dowell","England",23,71,76,"Norwich City","CAM",2800000,19000
"172","Paul-José Mpoku","Congo DR",29,71,71,"Ittifak Holding Konyaspor","CAM",1800000,12000
"173","Youssouf M'Changama","Comoros",30,71,71,"En Avant de Guingamp","CAM",1800000,7000
"174","Francisco Oliveira Geraldes","Portugal",26,71,72,"Estoril Praia","CAM",2200000,6000
"175","Tyler Roberts","Wales",22,71,77,"Leeds United","CAM",3e+06,36000
"176","Danilo Santacruz","Paraguay",26,71,72,"Club Nacional","CAM",2200000,600
"177","Yassine Benzia","Algeria",26,71,72,"Atakas Hatayspor","CAM",2200000,4000
"178","Romano Schmid","Austria",21,71,79,"SV Werder Bremen","CAM",4200000,7000
"179","Amine Bassi","Morocco",23,71,75,"Barnsley","CAM",2700000,11000
"180","Florin Tanase","Romania",26,71,71,"FCSB (Steaua)","CAM",2e+06,11000
"181","Josué Filipe Soares Pesqueira","Portugal",30,71,71,"Legia Warszawa","CAM",1800000,7000
"182","Ezequiel Bullaude","Argentina",20,71,80,"Godoy Cruz","CAM",4100000,6000
"183","Joel Soñora","United States",24,71,75,"Vélez Sarsfield","CAM",2700000,9000
"184","Daniel Didavi","Germany",31,71,71,"VfB Stuttgart","CAM",1600000,17000
"185","Fredrik Jensen","Finland",23,71,76,"FC Augsburg","CAM",2800000,14000
"186","Sebastiano Esposito","Italy",18,70,87,"FC Basel 1893","CAM",4e+06,14000
"187","Tibor Halilovic","Croatia",26,70,71,"SC Heerenveen","CAM",1900000,6000
"188","Robin Hack","Germany",22,70,77,"DSC Arminia Bielefeld","CAM",3200000,12000
"189","Javier López","Mexico",26,70,70,"San Jose Earthquakes","CAM",1700000,24000
"190","Simon Gustafson","Sweden",26,70,70,"FC Utrecht","CAM",1700000,9000
"191","Julian Justvan","Germany",23,70,74,"SC Paderborn 07","CAM",2300000,9000
"192","Aaron Molinas","Argentina",20,70,81,"Boca Juniors","CAM",3500000,7000
"193","Carlos Alcaraz","Argentina",18,70,83,"Racing Club","CAM",3700000,4000
"194","Jhon Arias","Colombia",22,70,77,"Club Independiente Santa Fe","CAM",3200000,2000
"195","Lucas Queiroz Canteiro","Brazil",20,70,81,"Portimonense SC","CAM",3500000,4000
"196","Federico Higuaín","Argentina",36,70,70,"Inter Miami CF","CAM",525000,4000
"197","Philipp Klement","Germany",28,70,70,"SC Paderborn 07","CAM",1600000,15000
"198","Fortune Makaringe","South Africa",28,70,70,"Orlando Pirates","CAM",1600000,600
"199","Danny Luna","Ecuador",30,70,70,"9 de Octubre","CAM",1500000,500
"200","André Filipe Russo Franco","Portugal",23,70,77,"Estoril Praia","CAM",3200000,4000
"201","Bartosz Kapustka","Poland",24,70,75,"Legia Warszawa","CAM",2400000,6000
"202","Wellington S. Sánchez Aguiar","Brazil",29,70,70,"FC Arouca","CAM",1600000,5000
"203","Carlos Melgar","Bolivia",26,70,71,"Club Bolívar","CAM",1900000,750
"204","Reinier Jesus Carvalho","Brazil",19,70,81,"Borussia Dortmund","CAM",3400000,34000
"205","Domingos Quina","Portugal",21,70,79,"Barnsley","CAM",3600000,20000
"206","Cole Bassett","United States",19,70,80,"Feyenoord","CAM",3400000,3000
"207","Maximiliano Cantera","Uruguay",28,70,70,"Club Nacional de Football","CAM",1600000,750
"208","Anouar Ait El Hadj","Belgium",19,69,83,"RSC Anderlecht","CAM",3300000,6000
"209","Marco Stiepermann","Germany",30,69,69,"SC Paderborn 07","CAM",1300000,8000
"210","Saman Ghoddos","Iran",27,69,69,"Brentford","CAM",1500000,21000
"211","Ryotaro Araki","Japan",19,69,79,"Kashima Antlers","CAM",3e+06,3000
"212","Ravel Morrison","Jamaica",28,69,69,"Derby County","CAM",1400000,8000
"213","Bryan Rabello","Chile",27,69,70,"Unión Española","CAM",1600000,3000
"214","Edison Flores","Peru",27,69,70,"D.C. United","CAM",1600000,4000
"215","Aguibou Camara","Guinea",20,69,80,"Olympiacos CFP","CAM",3100000,500
"216","Sarpreet Singh","New Zealand",22,69,78,"SSV Jahn Regensburg","CAM",3100000,5000
"217","Anis Slimane","Tunisia",20,69,77,"Brøndby IF","CAM",3100000,6000
"218","Yoshio Koizumi","Japan",24,69,73,"Urawa Red Diamonds","CAM",2e+06,6000
"219","Ante Coric","Croatia",24,69,74,"FC Zürich","CAM",2100000,18000
"220","Shinta Appelkamp","Germany",20,69,79,"Fortuna Düsseldorf","CAM",3100000,9000
"221","Alex Pritchard","England",28,69,69,"Sunderland","CAM",1400000,7000
"222","Víctor Ruiz Abril","Spain",27,69,69,"FC St. Gallen 1879","CAM",1500000,6000
"223","Nick Bätzner","Germany",21,69,78,"KV Oostende","CAM",3100000,5000
"224","Pablo López","Uruguay",24,69,72,"Club Atlético River Plate","CAM",1900000,500
"225","Dominick Drexler","Germany",31,69,69,"FC Schalke 04","CAM",1200000,7000
"226","Efrén Mera","Ecuador",36,69,69,"Independiente del Valle","CAM",450000,500
"227","Ronaldo Deaconu","Romania",24,69,72,"Gaz Metan Medias","CAM",1900000,5000
"228","Kevin Castañeda","Mexico",21,69,78,"Deportivo Toluca","CAM",3100000,8000
"229","Allan Norberto Ardaújo Alves","Brazil",33,69,69,"Associação Chapecoense de Futebol","CAM",875000,8000
"230","Hernán Novick","Uruguay",32,69,69,"Club Universitario de Deportes","CAM",1100000,650
"231","Victor Lobry","France",26,69,72,"Pau FC","CAM",1800000,3000
"232","Robert Navarro Muñoz","Spain",19,68,81,"Real Sociedad B","CAM",2900000,2000
"233","Can Bozdogan","Germany",20,68,77,"Besiktas JK","CAM",2600000,4000
"234","Julien Lopez","Algeria",29,68,68,"Paris FC","CAM",1200000,4000
"235","David Tijanic","Slovenia",23,68,75,"Göztepe SK","CAM",2400000,6000
"236","Argenis Gómez","Venezuela",33,68,68,"AC Mineros de Guayana","CAM",750000,500
"237","Paulo Guilherme Gonçalves Bernardo","Portugal",19,68,83,"SL Benfica","CAM",2900000,3000
"238","Abdelkahar Kadri","Algeria",21,68,77,"KV Kortrijk","CAM",2700000,5000
"239","Daniel Ramírez Fernández","Spain",29,68,68,"Lech Poznan","CAM",1200000,5000
"240","Murilo Henrique Pereira Rocha","Brazil",26,68,68,"Suwon FC","CAM",1300000,3000
"241","Pelle van Amersfoort","Netherlands",25,68,69,"Cracovia","CAM",1400000,4000
"242","Robert Ardiles","Peru",33,68,68,"Ayacucho","CAM",750000,500
"243","Marcos Lliuya","Peru",29,68,68,"Sport Huancayo","CAM",1200000,500
"244","Andrei Ciobanu","Romania",23,68,75,"FC Farul Constan<U+021B>a","CAM",2400000,5000
"245","Enrico Brignola","Italy",21,68,76,"Benevento","CAM",2700000,1000
"246","Kingsley Sarfo","Ghana",26,68,69,"APOEL Nicosia FC","CAM",1400000,550
"247","Kacper Kozlowski","Poland",17,68,85,"Royale Union Saint-Gilloise","CAM",3e+06,3000
"248","Giovanni Crociata","Italy",23,68,75,"Empoli","CAM",2400000,15000
"249","Dylan Chambost","France",23,68,74,"ESTAC Troyes","CAM",1900000,7000
"250","Louie Sibley","England",19,68,78,"Derby County","CAM",2600000,4000
"251","Daniel Avramovski","North Macedonia",26,68,71,"Yukatel Kayserispor","CAM",1600000,6000
"252","João José Pereira da Costa","Portugal",28,67,67,"Santa Clara","CAM",1e+06,3000
"253","Mario Cuic","Croatia",20,67,77,"Hajduk Split","CAM",2200000,500
"254","Anderson Niangbo","Côte d'Ivoire",21,67,76,"SK Sturm Graz","CAM",2300000,6000
"255","Vahan Bichakhchyan","Armenia",21,67,75,"Pogon Szczecin","CAM",2300000,2000
"256","Matías Miranda","Argentina",21,67,77,"Gimnasia y Esgrima La Plata","CAM",2300000,5000
"257","Patrick Greil","Austria",24,67,71,"SK Austria Klagenfurt","CAM",1500000,4000
"258","Jack Rodwell","England",30,67,67,"Western Sydney Wanderers","CAM",975000,4000
"259","Nicolai Müller","Germany",33,67,67,"Central Coast Mariners","CAM",625000,1000
"260","Immanuel Pherai","Netherlands",20,67,77,"Borussia Dortmund II","CAM",2200000,1000
"261","Bryan Soumaré","France",22,67,73,"Dijon FCO","CAM",1600000,2000
"262","Johan Hove","Norway",20,67,79,"Strømsgodset IF","CAM",2500000,1000
"263","Álex Aizpuru Aizbitarte","Spain",26,67,68,"SD Ponferradina","CAM",1200000,3000
"264","Birkir Bjarnason","Iceland",33,67,67,"Adana Demirspor","CAM",625000,6000
"265","Manuel Balda","Ecuador",29,67,67,"Guayaquil City FC","CAM",1e+06,500
"266","Rubin Colwill","Wales",19,67,79,"Cardiff City","CAM",2400000,7000
"267","Agustín Martegani","Argentina",21,67,77,"San Lorenzo de Almagro","CAM",2300000,4000
"268","Ajdin Hasic","Bosnia and Herzegovina",19,67,76,"Besiktas JK","CAM",2200000,8000
"269","Pablo Lavandeira","Peru",31,67,67,"Club Alianza Lima","CAM",850000,500
"270","Daniel dos Santos Penha","Brazil",22,67,74,"Newcastle Jets","CAM",2100000,1000
"271","Carlos Arrua","Paraguay",23,67,72,"Club Nacional","CAM",1500000,500
"272","Albion Vrenezi","Kosovo",27,67,67,"Türkgücü München","CAM",1100000,3000
"273","Nassim Boujellab","Morocco",22,67,75,"HJK Helsinki","CAM",2300000,500
"274","Check Oumar Diakité","France",18,67,79,"Paris FC","CAM",2400000,1000
"275","Jesus Chávez","Peru",35,67,67,"Sport Boys","CAM",425000,500
"276","Richard Ledezma","United States",20,67,79,"PSV","CAM",2500000,5000
"277","Maurice Cova","Venezuela",28,67,67,"Deportivo Táchira FC","CAM",1e+06,500
"278","Jairo Concha","Peru",22,67,74,"Club Alianza Lima","CAM",2100000,500
"279","Iliman Ndiaye","France",21,67,77,"Sheffield United","CAM",2300000,7000
"280","Jonathan Borja","Ecuador",27,67,67,"Club Always Ready","CAM",1100000,500
"281","Ignacio Jara","Chile",24,67,70,"Unión Española","CAM",1400000,2000
"282","Ion Gheorghe","Romania",21,67,75,"FC Voluntari","CAM",2300000,2000
"283","Enzo Millot","France",18,67,79,"VfB Stuttgart","CAM",2400000,3000
"284","Andrés Chicaiza","Ecuador",29,67,67,"Delfín Sporting Club","CAM",1e+06,500
"285","Ricardo Rodríguez Gil","Spain",23,67,74,"Burgos CF","CAM",2e+06,3000
"286","Matías Palacios","Argentina",19,67,83,"FC Basel 1893","CAM",2600000,3000
"287","Oliver Batista Meier","Germany",20,66,79,"SG Dynamo Dresden","CAM",2100000,4000
"288","David Larrubia Romano","Spain",19,66,80,"Málaga CF","CAM",2e+06,2000
"289","Arda Güler","Turkey",16,66,86,"Fenerbahçe SK","CAM",2300000,2000
"290","Luis Gabriel García","Peru",33,66,66,"Carlos A. Mannucci","CAM",525000,500
"291","Taylor Richards","England",20,66,78,"Birmingham City","CAM",2100000,5000
"292","Luka Ilic","Serbia",21,66,75,"ESTAC Troyes","CAM",1900000,4000
"293","Heinz Mörschel","Dominican Republic",23,66,72,"SG Dynamo Dresden","CAM",1400000,5000
"294","Ondrej Pachlopník","Czech Republic",21,66,73,"FC Viktoria Plzen","CAM",1700000,500
"295","Tobias Christensen","Norway",21,66,74,"Vålerenga Fotball","CAM",1900000,1000
"296","Rodrigo Garro","Argentina",23,66,73,"Club Atlético Talleres","CAM",1700000,4000
"297","Petar Bojic","Serbia",29,66,66,"Sepsi OSK Sf. Gheorghe","CAM",850000,5000
"298","Görkem Saglam","Turkey",23,66,72,"Willem II","CAM",1400000,3000
"299","Walter Araujo","Paraguay",25,66,69,"Metropolitanos de Caracas FC","CAM",1100000,500
"300","José Carrasquel","Venezuela",28,66,66,"Hermanos Colmenarez","CAM",850000,500
"301","Luka Romero","Argentina",16,66,86,"Lazio","CAM",2300000,2000
"302","August Mikkelsen","Norway",20,66,78,"Tromsø IL","CAM",2100000,1000
"303","Brayan Palmezano","Venezuela",20,66,80,"CD Huachipato","CAM",2100000,2000
"304","Rezan Corlu","Denmark",22,66,72,"Brøndby IF","CAM",1400000,4000
"305","Tomás Pozzo","Argentina",20,66,73,"Club Atlético Independiente","CAM",1700000,3000
"306","Rodrigo Riquelme Reche","Spain",21,66,77,"CD Mirandés","CAM",1900000,2000
"307","Jan Niklas Beste","Germany",22,66,75,"SSV Jahn Regensburg","CAM",1900000,3000
"308","Amar Rahmanovic","Bosnia and Herzegovina",27,66,67,"Ittifak Holding Konyaspor","CAM",975000,6000
"309","Kwame Poku","Ghana",19,66,76,"Peterborough United","CAM",1800000,2000
