"","name","country","age","overall","potential","club","pos","value","wage"
"60","Gonçalo Esteves","Portugal",17,69,85,"Sporting CP","RWB",3300000,500
"61","Daiki Hashioka","Japan",22,69,76,"Sint-Truidense VV","RWB",2700000,6000
"62","Brad Potts","England",26,69,69,"Preston North End","RWB",1400000,15000
"63","Nathan Santos de Araújo","Brazil",19,69,80,"Boavista FC","RWB",2900000,4000
"64","Robert Bauer","Germany",26,69,70,"Sint-Truidense VV","RWB",1500000,7000
"65","Brooks Lennon","United States",23,69,72,"Atlanta United","RWB",1800000,3000
"66","Pawel Olkowski","Poland",31,69,69,"Gazisehir Gaziantep F.K.","RWB",1e+06,7000
"67","Chiedozie Ogbene","Republic of Ireland",24,69,74,"Rotherham United","RWB",2e+06,5000
"68","Moses Odubajo","England",27,69,69,"Queens Park Rangers","RWB",1300000,8000
"69","Brandon Soppy","France",19,68,81,"Udinese Calcio","RWB",2700000,3000
"70","Danny McNamara","Republic of Ireland",22,68,74,"Millwall","RWB",1800000,5000
"71","Gaizka Larrazabal","Spain",23,68,75,"SD Amorebieta","RWB",2300000,4000
"72","Mahlon Romeo","Antigua and Barbuda",25,68,71,"Portsmouth","RWB",1500000,6000
"73","Oguz Ceylan","Turkey",30,68,68,"Gazisehir Gaziantep F.K.","RWB",1e+06,6000
"74","Cody Drameh","England",19,67,80,"Cardiff City","RWB",2300000,11000
"75","Laurent Dos Santos","France",28,67,67,"Valenciennes FC","RWB",925000,2000
"76","Zachary Brault-Guillard","Canada",22,67,73,"Club de Foot Montréal","RWB",1500000,2000
"77","Osman Kakay","Sierra Leone",23,67,72,"Queens Park Rangers","RWB",1400000,5000
"78","Taylor Gardner-Hickman","England",19,67,79,"West Bromwich Albion","RWB",2300000,7000
"79","Andreas Bruus","Denmark",22,67,73,"Brøndby IF","RWB",1500000,4000
"80","Joe Ward","England",25,67,68,"Peterborough United","RWB",1100000,5000
"81","Elliott Bennett","England",32,67,67,"Shrewsbury Town","RWB",7e+05,4000
"82","Matt Olosunde","United States",23,67,74,"Preston North End","RWB",1900000,9000
"83","Chris Cadden","Scotland",24,67,69,"Hibernian","RWB",1200000,3000
"84","Jackson Tchatchoua","Belgium",20,66,78,"Royal Charleroi S.C.","RWB",2e+06,3000
"85","Ishaq Abdulrazak","Nigeria",19,66,78,"IFK Norrköping","RWB",1900000,1000
"86","Shaun Rooney","Scotland",24,66,71,"St. Johnstone FC","RWB",1200000,2000
"87","Peter Kioso","Republic of Ireland",21,66,73,"Luton Town","RWB",1600000,3000
"88","Bali Mumba","England",19,66,78,"Peterborough United","RWB",1900000,5000
"89","Joe Rafferty","Republic of Ireland",27,66,66,"Preston North End","RWB",825000,9000
"90","Bendegúz Bolla","Hungary",21,66,77,"Grasshopper Club Zürich","RWB",1800000,13000
"91","Jason McCarthy","England",25,66,69,"Wycombe Wanderers","RWB",1e+06,3000
"92","Ki-Jana Hoever","Netherlands",19,66,79,"Wolverhampton Wanderers","RWB",1900000,9000
"93","Dominik Schad","Germany",24,66,70,"1. FC Kaiserslautern","RWB",1100000,1000
"94","Kieron Freeman","Wales",29,65,65,"Portsmouth","RWB",625000,4000
"95","Demba Thiam","France",31,65,65,"USL Dunkerque","RWB",525000,2000
"96","Patryk Janasik","Poland",23,65,69,"Slask Wroclaw","RWB",950000,2000
"97","Jan Grzesik","Poland",26,65,66,"Warta Poznan","RWB",775000,1000
"98","Marlon Fossey","United States",22,65,72,"Bolton Wanderers","RWB",1400000,10000
"99","Jordi Osei-Tutu","England",22,65,74,"Rotherham United","RWB",1500000,3000
"100","Wolke Janssens","Belgium",25,64,66,"Sint-Truidense VV","RWB",675000,3000
"101","John O'Sullivan","Republic of Ireland",27,64,64,"Accrington Stanley","RWB",575000,1000
"102","Joel Nilsson","Sweden",26,64,65,"Hammarby IF","RWB",625000,1000
"103","Tom James","Wales",25,64,66,"Leyton Orient","RWB",675000,4000
"104","Kaine Kesler Hayden","England",18,64,77,"Milton Keynes Dons","RWB",1300000,3000
"105","Anton Liljenbäck","Sweden",26,63,64,"Varbergs BoIS FC","RWB",525000,850
"106","Pedro Jorge Gonçalves Malheiro","Portugal",20,63,71,"Boavista FC","RWB",1e+06,2000
"107","Rúben Ismael Valente Ramos","Portugal",22,63,71,"Moreirense FC","RWB",1e+06,2000
"108","Lukas Pinckert","Germany",21,63,69,"FC Viktoria 1889 Berlin","RWB",725000,650
"109","Robert Dadok","Poland",24,63,66,"Górnik Zabrze","RWB",6e+05,1000
"110","Aitor Aldalur Agirrezabal","Spain",29,63,63,"SD Amorebieta","RWB",425000,2000
"111","James Gibbons","England",23,63,65,"Port Vale","RWB",575000,2000
"112","Josh Key","England",21,63,69,"Exeter City","RWB",725000,2000
"113","Junior Mansoni","Belgium",25,63,66,"Seraing","RWB",575000,3000
"114","Thomas Aquilina","Australia",20,62,72,"Western Sydney Wanderers","RWB",825000,1000
"115","Kaan Kurt","Germany",19,62,71,"Borussia Mönchengladbach","RWB",825000,2000
"116","Dorinel Oancea","Romania",24,62,66,"CS Mioveni","RWB",525000,950
"117","Ionu<U+021B> Radescu","Romania",26,62,63,"CS Mioveni","RWB",425000,1000
"118","Jorge Miguel Lopes Xavier","Portugal",20,62,68,"Belenenses SAD","RWB",575000,950
"119","Laorent Shabani","Albania",21,62,70,"IK Sirius","RWB",850000,650
"120","Daniel Pike","England",19,62,77,"Blackburn Rovers","RWB",9e+05,4000
"121","Fin Stevens","Wales",18,61,79,"Brentford","RWB",8e+05,2000
"122","Siebe Wylin","Belgium",18,61,82,"KV Oostende","RWB",1e+06,600
"123","James Brown","Republic of Ireland",23,61,64,"Blackburn Rovers","RWB",425000,6000
"124","Jayden Richardson","England",20,61,74,"Nottingham Forest","RWB",750000,5000
"125","Eskil Edh","Norway",18,61,75,"Lillestrøm SK","RWB",725000,500
"126","Gideon Mensah","Ghana",20,61,68,"Varbergs BoIS FC","RWB",625000,500
"127","Ayrton Mboko","Belgium",23,61,65,"FC Academica Clinceni","RWB",425000,1000
"128","Alan Kerouedan","France",21,61,70,"Rodez Aveyron Football","RWB",7e+05,700
"129","Marco Schleef","Germany",22,60,66,"TSV Havelse","RWB",375000,500
"130","Ronan Boyce","Republic of Ireland",20,60,73,"Derry City","RWB",575000,500
"131","William Mikelbrencis","France",17,60,74,"FC Metz","RWB",525000,500
"132","Denis Kina","Germany",28,59,59,"TSV Havelse","RWB",2e+05,500
"133","Romaric Yapi","France",20,59,71,"Vitesse","RWB",525000,2000
"134","Kacper Tabis","Poland",21,59,70,"Jagiellonia Bialystok","RWB",475000,1000
"135","Reagan Ogle","Australia",22,59,65,"Hartlepool United","RWB",350000,2000
"136","Femi Seriki","England",19,59,73,"Sheffield United","RWB",5e+05,2000
"137","Warren Kamanzi","Norway",20,58,68,"Tromsø IL","RWB",425000,600
"138","Owen Gene","France",18,58,78,"Amiens SC","RWB",550000,500
"139","Daniel Oyegoke","England",18,58,74,"Brentford","RWB",5e+05,2000
"140","Michal Król","Poland",21,58,64,"Górnik Leczna","RWB",3e+05,550
"141","Johan Karlsson","Sweden",20,58,68,"IK Sirius","RWB",425000,550
"142","Charlie Barker","England",18,58,67,"Charlton Athletic","RWB",4e+05,500
"143","André Barbosa da Silva","Switzerland",20,58,68,"SC Freiburg II","RWB",425000,550
"144","Ethan Ingram","England",18,57,73,"West Bromwich Albion","RWB",4e+05,2000
"145","Josip Filipovic","Croatia",25,57,62,"Mjällby AIF","RWB",220000,600
"146","Marcel Oakley","England",18,57,74,"Birmingham City","RWB",4e+05,950
"147","Fin Back","England",18,57,74,"Nottingham Forest","RWB",4e+05,2000
"148","Casper Gedsted","Denmark",19,57,69,"Aalborg BK","RWB",375000,1000
"149","Harry Perritt","England",20,56,66,"Accrington Stanley","RWB",3e+05,700
"150","Tivonge Rushesha","Wales",18,56,72,"Swansea City","RWB",350000,1000
"151","Ho Jun Son","Korea Republic",18,56,73,"Suwon Samsung Bluewings","RWB",350000,500
"152","Kieran Coates","England",19,56,73,"Stoke City","RWB",350000,2000
"153","Harry Birtwistle","Singapore",17,55,72,"Wolverhampton Wanderers","RWB",3e+05,500
"154","Christian Friedrich","Denmark",18,55,70,"Brøndby IF","RWB",275000,600
"155","Blaine Rowe","England",19,55,70,"Coventry City","RWB",275000,2000
"156","Jesper Bergset Robertsen","Norway",17,55,70,"Tromsø IL","RWB",275000,500
"157","Jordan Helliwell","England",19,54,70,"Barnsley","RWB",275000,3000
"158","Callum Wilson","Northern Ireland",17,54,65,"Shrewsbury Town","RWB",210000,500
"159","Cammy Logan","Scotland",19,53,71,"Heart of Midlothian","RWB",230000,600
"160","Cosmin Ioni<U+021B>a","Romania",18,53,65,"FC Academica Clinceni","RWB",210000,500
"161","Donell Gordon","England",17,53,65,"Swindon Town","RWB",2e+05,500
"162","Shahram Jabari","Norway",18,53,68,"Lillestrøm SK","RWB",210000,500
"163","David Bendrik","Sweden",18,53,70,"Varbergs BoIS FC","RWB",230000,500
"164","Lukasz Seweryn","Poland",19,52,67,"PGE FKS Stal Mielec","RWB",180000,500
"165","Finley Craske","England",18,52,69,"Plymouth Argyle","RWB",190000,600
"166","Harry Jones","Wales",17,52,68,"Swansea City","RWB",190000,500
"167","James Clark","England",19,52,68,"Wycombe Wanderers","RWB",2e+05,800
"168","Lucas Lykkegaard","Denmark",19,52,65,"FC Nordsjælland","RWB",180000,900
"169","Ben McLean","England",18,52,60,"Burton Albion","RWB",160000,500
"170","Avan Jones","England",19,51,66,"Luton Town","RWB",130000,1000
"171","Jack McLoughlin","Australia",19,51,63,"Macarthur FC","RWB",130000,500
"172","Myung Sun Kim","Korea Republic",20,51,57,"Jeju United FC","RWB",80000,750
"173","Benjamin Mensah","England",18,50,66,"Peterborough United","RWB",110000,500
"174","Qi Cui","China PR",23,50,54,"Changchun Yatai FC","RWB",60000,1000
"175","Yuhao Chen","China PR",19,49,66,"Wuhan FC","RWB",120000,800
