"","name","country","age","overall","potential","club","pos","value","wage"
"29","Hamari Traoré","Mali",29,79,79,"Stade Rennais FC","RB",15500000,49000
"30","Thomas Meunier","Belgium",29,78,78,"Borussia Dortmund","RB",12500000,51000
"31","Damián Suárez","Uruguay",33,78,78,"Getafe CF","RB",7500000,28000
"32","James Tavernier","England",29,78,78,"Rangers FC","RB",12500000,53000
"33","Séamus Coleman","Republic of Ireland",32,78,78,"Everton","RB",9500000,69000
"34","Matty Cash","Poland",23,78,83,"Aston Villa","RB",2e+07,50000
"35","Takehiro Tomiyasu","Japan",22,78,85,"Arsenal","RB",2.7e+07,59000
"36","Héctor Bellerín Moruno","Spain",26,78,79,"Real Betis Balompié","RB",1.5e+07,69000
"37","Jeremie Frimpong","Netherlands",20,78,85,"Bayer 04 Leverkusen","RB",26500000,33000
"38","Álvaro Odriozola Arzalluz","Spain",25,78,80,"Fiorentina","RB",1.6e+07,110000
"39","Joël Veltman","Netherlands",29,77,77,"Brighton & Hove Albion","RB",9500000,52000
"40","Juan Foyth","Argentina",23,77,82,"Villarreal CF","RB",1.5e+07,25000
"41","Dimitri Foulquier","France",28,77,77,"Valencia CF","RB",9500000,32000
"42","Djibril Sidibé","France",28,77,77,"AS Monaco","RB",9500000,45000
"43","Alexander Bah","Denmark",23,77,81,"SK Slavia Praha","RB",1.4e+07,900
"44","Jonas Svensson","Norway",28,77,77,"Adana Demirspor","RB",9500000,19000
"45","Daniel Alves da Silva","Brazil",38,77,77,"FC Barcelona","RB",2300000,71000
"46","Sergiño Dest","United States",20,77,84,"FC Barcelona","RB",2e+07,71000
"47","Ruben Aguilar","France",28,77,77,"AS Monaco","RB",9500000,45000
"48","Hugo Mallo Novegil","Spain",30,77,77,"RC Celta de Vigo","RB",9e+06,22000
"49","Mattia De Sciglio","Italy",28,77,77,"Juventus","RB",9500000,63000
"50","Zeki Çelik","Turkey",24,77,80,"LOSC Lille","RB",13500000,27000
"51","Kevin Mbabu","Switzerland",26,77,78,"VfL Wolfsburg","RB",11500000,50000
"52","Valentin Rosier","France",24,77,82,"Besiktas JK","RB",1.5e+07,33000
"53","Andoni Gorosabel Espinosa","Spain",24,77,82,"Real Sociedad","RB",1.5e+07,25000
"54","Víctor David Díaz Miguel","Spain",33,77,77,"Granada CF","RB",5500000,22000
"55","Benjamin Henrichs","Germany",24,77,80,"RB Leipzig","RB",13500000,49000
"56","Rasmus Kristensen","Denmark",23,77,82,"FC Red Bull Salzburg","RB",1.5e+07,23000
"57","Kyle Walker-Peters","England",24,77,82,"Southampton","RB",1.5e+07,41000
"58","Rafael Pereira da Silva","Brazil",29,76,76,"Istanbul Basaksehir FK","RB",6500000,33000
"59","Luke Ayling","England",29,76,76,"Leeds United","RB",6500000,63000
"60","Byron Castillo","Ecuador",22,76,81,"Barcelona Sporting Club","RB",1.1e+07,1000
"61","Lutsharel Geertruida","Netherlands",20,76,84,"Feyenoord","RB",15500000,8000
"62","Youssouf Sabaly","Senegal",28,76,76,"Real Betis Balompié","RB",7e+06,22000
"63","Léo Dubois","France",26,76,77,"Olympique Lyonnais","RB",8e+06,48000
"64","Martín Aguirregabiria","Spain",25,75,80,"Deportivo Alavés","RB",7500000,20000
"65","Connor Roberts","Wales",25,75,78,"Burnley","RB",7e+06,28000
"66","Thierry Rendall Correia","Portugal",22,75,81,"Valencia CF","RB",8500000,23000
"67","Yukinari Sugawara","Japan",21,75,83,"AZ Alkmaar","RB",1.2e+07,7000
"68","Luis Advíncula","Peru",31,75,75,"Boca Juniors","RB",4100000,15000
"69","Martín Montoya Torralbo","Spain",30,75,75,"Real Betis Balompié","RB",4800000,20000
"70","Jonathan Schmid","France",31,75,75,"Sport-Club Freiburg","RB",4100000,23000
"71","Jordan Teze","Netherlands",21,75,81,"PSV","RB",8500000,11000
"72","Wilson Miguéis Manafá Jancó","Portugal",26,75,75,"FC Porto","RB",5500000,12000
"73","Matthew Lowton","England",32,75,75,"Burnley","RB",3900000,30000
"74","André Gomes Magalhães Almeida","Portugal",30,75,75,"SL Benfica","RB",4800000,12000
"75","Uílson de Souza Paula Júnior","Brazil",32,75,75,"Istanbul Basaksehir FK","RB",3900000,30000
"76","Alan Mozo","Mexico",24,75,79,"Club Universidad Nacional","RB",7500000,11000
"77","João Mário Neto Lopes","Portugal",21,75,84,"FC Porto","RB",1.2e+07,9000
"78","Cédric Ricardo Alves Soares","Portugal",29,75,75,"Arsenal","RB",4900000,60000
"79","Iñigo Lekue Martínez","Spain",28,75,75,"Athletic Club de Bilbao","RB",5e+06,23000
"80","Juan Angulo","Colombia",32,75,75,"Club Deportes Tolima","RB",3900000,2000
"81","Josip Juranovic","Croatia",25,75,78,"Celtic","RB",7e+06,40000
"82","Pablo Maffeo Becerra","Spain",23,75,82,"RCD Mallorca","RB",10500000,20000
"83","Domilson Cordeiro dos Santos","Brazil",22,75,84,"Shakhtar Donetsk","RB",1.2e+07,800
"84","Jorge Sánchez","Mexico",23,75,80,"Club América","RB",8e+06,32000
"85","Pol Mikel Lirola Kosok","Spain",23,75,81,"Olympique de Marseille","RB",8500000,26000
"86","Ignacio Vidal Miralles","Spain",26,75,76,"CA Osasuna","RB",6e+06,23000
"87","Youcef Atal","Algeria",25,75,79,"OGC Nice","RB",7e+06,25000
"88","Tomasz Kedziora","Poland",27,75,76,"Lech Poznan","RB",6e+06,900
"89","Juan Escobar","Paraguay",25,75,78,"Cruz Azul","RB",7e+06,45000
"90","Calum Chambers","England",26,75,76,"Aston Villa","RB",6e+06,49000
"91","Cristiano Piccini","Italy",28,74,74,"Valencia CF","RB",3800000,27000
"92","Iván Balliu","Albania",29,74,74,"Rayo Vallecano","RB",3700000,17000
"93","Malo Gusto","France",18,74,84,"Olympique Lyonnais","RB",8500000,12000
"94","Michael Murillo","Panama",25,74,76,"RSC Anderlecht","RB",4900000,17000
"95","Joel Ward","England",31,74,74,"Crystal Palace","RB",3100000,39000
"96","Silvan Hefti","Switzerland",23,74,80,"Genoa","RB",6e+06,12000
"97","Joaquín Navarro Jiménez","Spain",31,74,74,"Deportivo Alavés","RB",3100000,19000
"98","Kévin Malcuit","France",29,74,74,"Napoli","RB",3700000,44000
"99","Francisco Femenía Far","Spain",30,74,74,"Watford","RB",3600000,39000
"100","Omar Elabdellaoui","Norway",29,74,74,"Galatasaray SK","RB",3700000,42000
"101","Tino Livramento","England",18,74,85,"Southampton","RB",8500000,11000
"102","Jordan Lotomba","Switzerland",22,74,79,"OGC Nice","RB",6e+06,21000
"103","Stefan Medina","Colombia",29,74,74,"CF Monterrey","RB",3700000,37000
"104","Kenny Tete","Netherlands",25,74,76,"Fulham","RB",4900000,39000
"105","Benno Schmitz","Germany",26,74,75,"1. FC Köln","RB",4500000,22000
"106","Arnaud Souquet","France",29,74,74,"Montpellier Hérault SC","RB",3700000,21000
"107","Nejc Skubic","Slovenia",32,74,74,"Ittifak Holding Konyaspor","RB",2900000,15000
"108","Phillipp Mwene","Austria",27,74,74,"PSV","RB",4100000,14000
"109","Kelvin Amian","France",23,74,78,"Spezia","RB",5500000,13000
"110","Colin Dagba","France",22,74,77,"Paris Saint-Germain","RB",5500000,43000
"111","Júlio César Pires Feitosa","Brazil",21,74,76,"Bahia","RB",5e+06,9000
"112","Óscar Gil Regaño","Spain",23,74,81,"RCD Espanyol de Barcelona","RB",8e+06,13000
"113","Vanderson de Oliveira Campos","Brazil",20,74,83,"AS Monaco","RB",9e+06,25000
"114","Jonjoe Kenny","England",24,74,75,"Everton","RB",4800000,46000
"115","Camilo Mayada","Uruguay",30,74,74,"Club Libertad","RB",3600000,1000
"116","Javier Manquillo Gaitán","Spain",27,74,74,"Newcastle United","RB",4100000,30000
"117","Peter Pekarík","Slovakia",34,73,73,"Hertha BSC","RB",1100000,30000
"118","Cristian Gamboa","Costa Rica",31,73,73,"VfL Bochum 1848","RB",2200000,18000
"119","Kenny Lala","France",29,73,73,"Olympiacos CFP","RB",2700000,1000
"120","Kevin Diks","Netherlands",24,73,76,"F.C. København","RB",3800000,14000
"121","Tomás Franco Tavares","Portugal",20,73,82,"FC Basel 1893","RB",6500000,7000
"122","Emil Krafth","Sweden",26,73,74,"Newcastle United","RB",3300000,28000
"123","Tomás Guidara","Argentina",25,73,76,"Vélez Sarsfield","RB",3700000,11000
"124","Andrea Conti","Italy",27,73,73,"U.C. Sampdoria","RB",2900000,15000
"125","Timothy Fosu-Mensah","Netherlands",23,73,79,"Bayer 04 Leverkusen","RB",4500000,28000
"126","Luis Jesús Pérez Maqueda","Spain",26,73,74,"Real Valladolid CF","RB",3300000,9000
"127","Bartosz Bereszynski","Poland",28,73,73,"U.C. Sampdoria","RB",2800000,15000
"128","Nathaniel Clyne","England",30,73,73,"Crystal Palace","RB",2600000,36000
"129","Oleksandr Tymchyk","Ukraine",24,73,77,"Dynamo Kyiv","RB",4100000,650
"130","Filip Stojkovic","Montenegro",28,73,73,"SK Rapid Wien","RB",2800000,23000
"131","Devyne Rensch","Netherlands",18,73,84,"Ajax","RB",6e+06,3000
"132","Helibelton Palacios","Colombia",28,73,73,"Elche CF","RB",2800000,16000
"133","Sean Klaiber","Suriname",26,73,73,"Ajax","RB",3e+06,12000
"134","Jeremy Toljan","Germany",26,73,74,"U.S. Sassuolo Calcio","RB",3300000,23000
"135","Gaetano Letizia","Italy",31,73,73,"Benevento","RB",2200000,4000
"136","Juan Francisco Moreno Fuertes","Spain",32,73,73,"Aytemiz Alanyaspor","RB",2100000,12000
"137","Mateu Jaume Morey Bauzá","Spain",21,73,81,"Borussia Dortmund","RB",6500000,25000
"138","Márcio Anderson Tramontino Sá","Brazil",25,73,73,"Club Athletico Paranaense","RB",3100000,11000
"139","Marcus Holmgren Pedersen","Norway",21,73,84,"Feyenoord","RB",6500000,6000
"140","William de Asevedo Furtado","Brazil",26,73,74,"VfL Wolfsburg","RB",3300000,38000
"141","Carlos Akapo Martínez","Equatorial Guinea",28,73,73,"Cádiz CF","RB",2800000,22000
"142","Jack Stacey","England",25,73,75,"AFC Bournemouth","RB",3500000,24000
"143","Petar Stojanovic","Slovenia",25,73,76,"Empoli","RB",3700000,700
"144","Aurélio Gabriel Ulineia Buta","Portugal",24,73,77,"Royal Antwerp FC","RB",4100000,14000
"145","Stefan Ristovski","North Macedonia",29,73,73,"Dinamo Zagreb","RB",2700000,750
"146","Lukas Kübler","Germany",28,73,73,"Sport-Club Freiburg","RB",2800000,21000
"147","Fernando Torrent","Argentina",29,72,72,"Rosario Central","RB",2100000,12000
"148","Aslak Fonn Witry","Norway",25,72,75,"AZ Alkmaar","RB",2900000,7000
"149","Alejandro Pozo Pozo","Spain",22,72,79,"Unión Deportiva Almería","RB",4500000,14000
"150","Clément Michelin","France",24,72,75,"AEK Athens","RB",3e+06,750
"151","Tae Hwan Kim","Korea Republic",31,72,72,"Ulsan Hyundai FC","RB",1700000,8000
"152","Leonel Di Plácido","Argentina",27,72,72,"Club Atlético Lanús","RB",2300000,12000
"153","Shaquell Moore","United States",24,72,76,"CD Tenerife","RB",3100000,6000
"154","Marco Meyerhöfer","Germany",25,72,75,"SpVgg Greuther Fürth","RB",2900000,15000
"155","Fahd Moufi","Morocco",25,72,75,"Portimonense SC","RB",2900000,6000
"156","Andrés Herrera","Argentina",22,72,78,"River Plate","RB",3500000,10000
"157","Ben Johnson","England",21,72,80,"West Ham United","RB",5e+06,27000
"158","Eulânio Ângelo Chipela Gomes","Guinea Bissau",27,72,73,"FC Dallas","RB",2500000,9000
"159","Jorge Miramón","Spain",32,72,72,"Levante Unión Deportiva","RB",1600000,17000
"160","Yvann Maçon","France",22,72,78,"AS Saint-Étienne","RB",3500000,17000
"161","Aleš Mateju","Czech Republic",25,72,74,"Venezia FC","RB",2700000,13000
"162","Miguel Layún","Mexico",33,72,72,"Club América","RB",1200000,28000
"163","Mitchell Weiser","Germany",27,72,72,"SV Werder Bremen","RB",2300000,29000
"164","Ahmet Oguz","Turkey",28,72,72,"Demir Grup Sivasspor","RB",2100000,13000
"165","Kingsley Ehizibue","Nigeria",26,72,74,"1. FC Köln","RB",2700000,18000
"166","Mathieu Debuchy","France",35,72,72,"Valenciennes FC","RB",725000,4000
"167","Fco. Javier Hidalgo Gómez","Spain",27,72,72,"Levante Unión Deportiva","RB",2300000,17000
"168","Giovanni González","Uruguay",26,72,73,"RCD Mallorca","RB",2500000,17000
"169","Brandon Bye","United States",25,71,74,"New England Revolution","RB",2300000,5000
"170","Fernando Manuel Ferreira Fonseca","Portugal",24,71,75,"FC Paços de Ferreira","RB",2500000,6000
"171","Nazim Sangaré","Turkey",27,71,72,"Fenerbahçe SK","RB",2e+06,25000
"172","Jérémy Mellot","France",27,71,71,"CD Tenerife","RB",1800000,6000
"173","Víctor Salazar","Argentina",28,71,71,"Club Olimpia","RB",1700000,850
"174","Javier López Rodríguez","Spain",35,71,71,"Adelaide United","RB",575000,2000
"175","Moritz Heyer","Germany",26,71,72,"Hamburger SV","RB",2e+06,9000
"176","Kyle Duncan","United States",23,71,77,"KV Oostende","RB",2800000,7000
"177","Lorenzo Venuti","Italy",26,71,72,"Fiorentina","RB",2e+06,27000
"178","Carlos Martín Vigaray","Spain",26,71,72,"Real Zaragoza","RB",2e+06,7000
"179","Josha Vagnoman","Germany",20,71,79,"Hamburger SV","RB",3900000,7000
"180","Anthony Ralston","Scotland",22,71,77,"Celtic","RB",2800000,24000
"181","Diego Bejarano","Bolivia",29,71,71,"Club Bolívar","RB",1600000,800
"182","Neco Williams","Wales",20,71,82,"Fulham","RB",3900000,34000
"183","Jamie Shackleton","England",21,71,79,"Leeds United","RB",4e+06,27000
"184","Alex Vigo","Argentina",22,71,78,"Club Atlético Independiente","RB",3600000,9000
"185","Mert Müldür","Turkey",22,71,80,"U.S. Sassuolo Calcio","RB",4e+06,15000
"186","Marcelo Weigandt","Argentina",21,71,80,"Boca Juniors","RB",4e+06,7000
"187","Facundo Mura","Argentina",22,71,77,"Racing Club","RB",2800000,10000
"188","Yan Valery","France",22,71,79,"Southampton","RB",4e+06,24000
"189","Hidde ter Avest","Netherlands",24,71,77,"FC Utrecht","RB",2800000,8000
"190","Robert Gumny","Poland",23,71,76,"FC Augsburg","RB",2600000,12000
"191","Julian Araujo","Mexico",19,71,81,"LA Galaxy","RB",3900000,3000
"192","Sacha Boey","Cameroon",20,71,79,"Galatasaray SK","RB",3900000,21000
"193","José Luis Rodriguez","Uruguay",24,71,76,"Club Nacional de Football","RB",2600000,650
"194","Moritz Bauer","Austria",29,71,71,"Servette FC","RB",1600000,12000
"195","Eric Meza","Argentina",22,71,77,"Club Atlético Colón","RB",2800000,7000
"196","Tom Edwards","England",22,70,77,"New York Red Bulls","RB",3100000,13000
"197","Alberto Espínola","Paraguay",30,70,70,"Club Cerro Porteño","RB",1400000,600
"198","Gökhan Gönül","Turkey",36,70,70,"Çaykur Rizespor","RB",350000,6000
"199","Milan van Ewijk","Netherlands",20,70,80,"SC Heerenveen","RB",3300000,4000
"200","Jhilmar Lora","Peru",20,70,78,"Club Sporting Cristal","RB",3300000,500
"201","Jelle Bataille","Belgium",22,70,78,"Royal Antwerp FC","RB",3400000,9000
"202","Giannis Kotsiras","Greece",28,70,70,"Panathinaikos FC","RB",1400000,500
"203","Alfons Sampsted","Iceland",23,70,77,"FK Bodø/Glimt","RB",3e+06,3000
"204","David Ramírez","Mexico",25,70,73,"Club León","RB",1900000,12000
"205","Giulian Biancone","France",21,70,79,"ESTAC Troyes","RB",3400000,7000
"206","Hugo Siquet","Belgium",18,70,84,"Sport-Club Freiburg","RB",3500000,4000
"207","Juan Antonio Iglesias Sánchez","Spain",22,70,78,"Getafe CF","RB",3400000,11000
"208","Phil Bardsley","Scotland",36,70,70,"Burnley","RB",350000,12000
"209","Timothée Pembélé","France",18,70,81,"FC Girondins de Bordeaux","RB",3200000,9000
"210","Ethan Laird","England",19,70,82,"AFC Bournemouth","RB",3600000,23000
"211","Iván Pillud","Argentina",35,70,70,"Racing Club","RB",5e+05,7000
"212","Collins Fai","Cameroon",28,70,70,"Al Tai","RB",1400000,12000
"213","Tiago Alexandre de Sousa Esgaio","Portugal",25,70,73,"FC Arouca","RB",1900000,7000
"214","Kevin Álvarez","Mexico",22,70,79,"Pachuca","RB",3400000,8000
"215","Thales Bento Oleques","Brazil",27,70,70,"FC Arouca","RB",1500000,5000
"216","Joren Dom","Belgium",31,70,70,"K Beerschot VA","RB",1200000,7000
"217","Sergi Palencia Hurtado","Spain",25,70,73,"CD Leganés","RB",1900000,15000
"218","Jeremy Ngakia","England",20,70,81,"Watford","RB",3300000,18000
"219","Ali Abdi","Tunisia",27,70,70,"Stade Malherbe Caen","RB",1500000,4000
"220","Vladimir Loroña","Mexico",22,70,79,"Club Tijuana","RB",3400000,10000
"221","Carlos Cisneros","Mexico",27,70,70,"Club Deportivo Guadalajara","RB",1500000,22000
"222","Tyronne Ebuehi","Nigeria",25,70,72,"Venezia FC","RB",1800000,7000
"223","Jonathan Sandoval","Uruguay",34,70,70,"Club Atlético Colón","RB",575000,7000
"224","Jorge Andújar Moreno","Spain",34,70,70,"Levante Unión Deportiva","RB",575000,13000
"225","Matías Catalán","Argentina",28,70,70,"Club Atlético Talleres","RB",1400000,10000
"226","Luciano Sánchez","Argentina",27,70,70,"Argentinos Juniors","RB",1500000,7000
"227","Raoul Bellanova","Italy",21,70,79,"Cagliari","RB",3400000,9000
"228","Josip Stanišic","Croatia",21,70,80,"FC Bayern München","RB",3400000,21000
"229","Armando Méndez","Uruguay",25,70,73,"Newell's Old Boys","RB",1900000,8000
"230","Víctor Gómez Perea","Spain",21,70,80,"Málaga CF","RB",3400000,7000
"231","Romario Caicedo","Ecuador",31,69,69,"CS Emelec","RB",1e+06,500
"232","Francisco Gerometta","Argentina",21,69,76,"Gimnasia y Esgrima La Plata","RB",2700000,5000
"233","Leandro Lozano","Uruguay",22,69,76,"Club Nacional de Football","RB",2700000,500
"234","Lorenz Assignon","France",21,69,79,"Stade Rennais FC","RB",3e+06,13000
"235","Ángelo Preciado","Ecuador",23,69,75,"KRC Genk","RB",2100000,6000
"236","Herbert Bockhorn","Uganda",26,69,69,"VfL Bochum 1848","RB",1400000,10000
"237","Carles Soria Grau","Spain",24,69,74,"Estoril Praia","RB",2e+06,3000
"238","Ricardo Chávez","Mexico",26,69,70,"Club Atlético de San Luis","RB",1500000,7000
"239","Riccardo Fiamozzi","Italy",28,69,69,"Empoli","RB",1300000,2000
"240","João Diogo Fonseca Ferreira","Portugal",20,69,79,"Vitória de Guimarães","RB",2900000,4000
"241","Aldair Salazar","Peru",26,69,69,"Ayacucho","RB",1400000,500
"242","Miguel Ángel Garrido Cifuentes","Spain",30,69,69,"UD Ibiza","RB",1200000,4000
"243","DeAndre Yedlin","United States",27,69,69,"Inter Miami CF","RB",1300000,4000
"244","Valentin Cre<U+021B>u","Romania",32,69,69,"FCSB (Steaua)","RB",975000,8000
"245","Franco Paredes","Argentina",22,69,76,"Defensa y Justicia","RB",2700000,6000
"246","Joshua Brenet","Netherlands",27,69,69,"FC Twente","RB",1300000,5000
"247","Saud Abdulhamid","Saudi Arabia",21,69,77,"Al Hilal","RB",3e+06,11000
"248","Reeve Frosler","South Africa",23,68,74,"Kaizer Chiefs","RB",1800000,500
"249","Frédéric Veseli","Albania",28,68,68,"US Salernitana 1919","RB",1100000,15000
"250","Mikel Iribas Aliende","Spain",33,68,68,"CF Fuenlabrada","RB",625000,3000
"251","Godswill Ekpolo","Nigeria",26,68,71,"IFK Norrköping","RB",1500000,3000
"252","Juan José Cáceres","Argentina",21,68,77,"Racing Club","RB",2600000,5000
"253","Alan Benítez","Paraguay",27,68,68,"Club Cerro Porteño","RB",1200000,500
"254","Max Power","England",27,68,68,"Wigan Athletic","RB",1200000,2000
"255","Franco Escobar","Argentina",26,68,69,"Los Angeles FC","RB",1300000,3000
"256","John-Patrick Strauß","Philippines",25,68,69,"FC Erzgebirge Aue","RB",1300000,4000
"257","Calogero Rizzuto","Germany",29,68,68,"F.C. Hansa Rostock","RB",1100000,5000
"258","Kelvin Leerdam","Suriname",31,68,68,"LA Galaxy","RB",875000,3000
"259","Graham Zusi","United States",34,68,68,"Sporting Kansas City","RB",450000,3000
"260","Ezequiel Schelotto","Italy",32,68,68,"Racing Club","RB",825000,7000
"261","Pedro Perlaza","Ecuador",30,68,68,"Independiente del Valle","RB",1e+06,500
"262","Robbe Decostere","Belgium",23,68,75,"KSV Cercle Brugge","RB",2300000,4000
"263","Jordan Lawrence-Gabriel","England",22,68,74,"Blackpool","RB",1800000,5000
"264","Lazaros Rota","Greece",23,68,73,"AEK Athens","RB",1700000,500
"265","Anthony Sauthier","Switzerland",30,68,68,"Servette FC","RB",1e+06,7000
"266","Mattias Johansson","Sweden",29,68,68,"Legia Warszawa","RB",1100000,4000
"267","Lefteris Lyratzis","Greece",21,68,76,"PAOK","RB",2600000,500
"268","Lewie Coyle","England",25,68,71,"Hull City","RB",1500000,5000
"269","Dujon Sterling","England",21,68,76,"Blackpool","RB",2600000,4000
"270","Alexandr Silyanov","Russia",20,68,75,"FC Lokomotiv Moscow","RB",2300000,11000
"271","Jhon Espinoza","Ecuador",22,68,74,"Chicago Fire Football Club","RB",1800000,3000
"272","Joel Vieira Pereira","Portugal",24,68,70,"Lech Poznan","RB",1400000,4000
"273","Radu Boboc","Romania",22,68,76,"FC Farul Constan<U+021B>a","RB",2600000,4000
"274","Timo Becker","Germany",24,68,72,"F.C. Hansa Rostock","RB",1600000,4000
"275","Libor Holík","Czech Republic",23,68,73,"FC Viktoria Plzen","RB",1700000,500
"276","Bünyamin Balci","Turkey",21,68,76,"Antalyaspor","RB",2600000,5000
"277","Pasquale Mazzocchi","Italy",25,68,69,"US Salernitana 1919","RB",1300000,7000
"278","<U+0218>tefan Vladoiu","Romania",22,68,74,"Universitatea Craiova","RB",1800000,5000
"279","Victor da Silva","Brazil",21,68,77,"KSV Cercle Brugge","RB",2600000,4000
"280","Felix Beijmo","Sweden",23,67,73,"Malmö FF","RB",1500000,2000
"281","Raphael Obermair","Philippines",25,67,68,"1. FC Magdeburg","RB",1100000,2000
"282","Rasmus Carstensen","Denmark",20,67,78,"Silkeborg IF","RB",2100000,3000
"283","Bogdan Milovanov","Ukraine",23,67,74,"Real Sporting de Gijón","RB",1900000,3000
"284","Bart van Rooij","Netherlands",20,67,74,"N.E.C. Nijmegen","RB",1900000,3000
"285","Jérémy Blasco","France",22,67,73,"Real Sociedad B","RB",1500000,2000
"286","Tendayi Darikwa","Zimbabwe",29,67,67,"Wigan Athletic","RB",9e+05,2000
"287","Carl Jenkinson","England",29,67,67,"Melbourne City FC","RB",9e+05,15000
"288","Federico Pereira","Uruguay",21,67,75,"Liverpool Fútbol Club","RB",2200000,500
"289","Gastón Martirena","Uruguay",21,67,75,"Liverpool Fútbol Club","RB",2200000,500
"290","Yukhym Konoplia","Ukraine",21,67,76,"Shakhtar Donetsk","RB",2200000,500
"291","Martín García","Argentina",22,67,74,"Club Atlético Sarmiento","RB",2e+06,4000
"292","Luis Jaldín","Bolivia",31,67,67,"Club Atlético Palmaflor","RB",750000,500
"293","Josué Estrada","Peru",24,67,69,"Cienciano","RB",1200000,500
"294","Robson Leandro Dos Santos","Brazil",28,67,67,"Club Deportivo Jorge Wilstermann","RB",925000,500
"295","Franco Pizzichillo","Uruguay",25,67,70,"Santos Laguna","RB",1200000,7000
"296","Denilson Valda","Bolivia",24,67,70,"Club Always Ready","RB",1300000,500
"297","Igor Inocêncio de Oliveira","Brazil",23,67,72,"Portimonense SC","RB",1400000,2000
"298","Ricard Sánchez Sendra","Spain",21,67,78,"CD Lugo","RB",2200000,5000
"299","Salvador Ferrer Canals","Spain",23,67,73,"Spezia","RB",1500000,5000
"300","Víctor García","Venezuela",27,67,68,"AD Alcorcón","RB",1100000,4000
"301","Jusuf Gazibegovic","Bosnia and Herzegovina",21,67,72,"SK Sturm Graz","RB",1500000,5000
"302","Braian Aguirre","Argentina",20,67,77,"Club Atlético Lanús","RB",2100000,4000
"303","Tomás Lago Pontes Esteves","Portugal",18,67,83,"FC Porto","RB",2500000,1000
"304","Juan Acosta","Uruguay",27,67,67,"Montevideo Wanderers","RB",975000,500
"305","Joshua Emmanuel","England",23,67,73,"Hull City","RB",1500000,4000
"306","Marc Pubill Pagès","Spain",18,67,78,"Levante Unión Deportiva","RB",2e+06,2000
"307","Moon Hwan Kim","Korea Republic",25,67,70,"Jeonbuk Hyundai Motors","RB",1200000,4000
"308","Jorge Fernando dos Santos Silva","Portugal",25,67,69,"FC Paços de Ferreira","RB",1200000,3000
"309","Olivier Mbaizo","Cameroon",23,67,72,"Philadelphia Union","RB",1400000,2000
"310","Álexander Petxarroman","Spain",24,67,72,"Athletic Club de Bilbao","RB",1400000,7000
"311","Frank Ronstadt","Germany",23,67,70,"SV Darmstadt 98","RB",1300000,4000
"312","Murat Paluli","Turkey",26,67,68,"Göztepe SK","RB",1100000,5000
"313","Igor de Carvalho Julião","Brazil",26,67,68,"FC Vizela","RB",1100000,2000
"314","Guillermo Rosas Alonso","Spain",21,67,78,"Real Sporting de Gijón","RB",2200000,2000
