"","name","country","age","overall","potential","club","pos","value","wage"
"50","Nathan Redmond","England",27,76,76,"Southampton","LM",8e+06,49000
"51","Justin Kluivert","Netherlands",22,76,81,"OGC Nice","LM",11500000,39000
"52","Daniel Rodríguez Vázquez","Spain",33,76,76,"RCD Mallorca","LM",4700000,25000
"53","Luciano Vietto","Argentina",27,76,76,"Al Shabab","LM",8e+06,36000
"54","Manor Solomon","Israel",21,76,86,"Shakhtar Donetsk","LM",1.7e+07,800
"55","Juan Miguel Jiménez López","Spain",28,75,75,"Real Betis Balompié","LM",5500000,23000
"56","Alan Velasco","Argentina",18,75,85,"FC Dallas","LM",1.2e+07,3000
"57","Kévin Manuel Rodrigues","Portugal",27,75,75,"Rayo Vallecano","LM",6e+06,28000
"58","Nemanja Radonjić","Serbia",25,75,76,"SL Benfica","LM",6500000,32000
"59","Antonio Villa Suárez","Spain",26,75,75,"Real Valladolid CF","LM",6e+06,12000
"60","Ruben Vargas","Switzerland",22,75,83,"FC Augsburg","LM",12500000,20000
"61","Kamaldeen Sulemana","Ghana",19,75,85,"Stade Rennais FC","LM",1.2e+07,22000
"62","Jean Meneses","Chile",28,75,75,"Club León","LM",5500000,24000
"63","Ashley Young","England",35,75,75,"Aston Villa","LM",2300000,40000
"64","Myrto Uzuni","Albania",26,75,76,"Granada CF","LM",6500000,22000
"65","Jens Petter Hauge","Norway",21,75,82,"Eintracht Frankfurt","LM",11500000,25000
"66","Mohamed Elyounoussi","Norway",26,75,75,"Southampton","LM",6e+06,46000
"67","Nicolas Moumi Ngamaleu","Cameroon",26,75,75,"BSC Young Boys","LM",6e+06,17000
"68","Diego Perotti","Argentina",32,74,74,"US Salernitana 1919","LM",3300000,35000
"69","Nicolás Melamed Ribaudo","Spain",20,74,84,"RCD Espanyol de Barcelona","LM",9500000,12000
"70","Tomás Chancalay","Argentina",22,74,79,"Racing Club","LM",6500000,15000
"71","Takashi Inui","Japan",33,74,74,"Cerezo Osaka","LM",2600000,9000
"72","Matías Rojas","Paraguay",25,74,74,"Racing Club","LM",4700000,16000
"73","Paulo Henrique Sampaio Filho","Brazil",20,74,81,"Bayer 04 Leverkusen","LM",8500000,29000
"74","Luis Henrique Tomaz de Lima","Brazil",19,74,79,"Olympique de Marseille","LM",6e+06,18000
"75","Benjamin Verbič","Slovenia",27,74,74,"Legia Warszawa","LM",4500000,950
"76","Kerem Aktürkoğlu","Turkey",22,74,82,"Galatasaray SK","LM",9500000,38000
"77","Amine Harit","Morocco",24,74,77,"Olympique de Marseille","LM",6e+06,11000
"78","Carlos de Pena","Uruguay",29,74,74,"Dynamo Kyiv","LM",4100000,1000
"79","Mykhailo Mudryk","Ukraine",20,73,84,"Shakhtar Donetsk","LM",6500000,650
"80","Rémi Oudin","France",24,73,76,"FC Girondins de Bordeaux","LM",4200000,18000
"81","Jaloliddin Masharipov","Uzbekistan",27,73,73,"Al Nassr","LM",3200000,30000
"82","Kaoru Mitoma","Japan",24,73,78,"Royale Union Saint-Gilloise","LM",4600000,36000
"83","Franco Fragapane","Argentina",28,73,73,"Minnesota United FC","LM",3100000,8000
"84","Gerrit Holtmann","Philippines",26,73,73,"VfL Bochum 1848","LM",3300000,20000
"85","José Carlos Lazo Romero","Spain",25,73,74,"Unión Deportiva Almería","LM",3600000,10000
"86","Emmanuel Martínez","Argentina",27,73,73,"Barcelona Sporting Club","LM",3200000,1000
"87","Neeskens Kebano","Congo DR",29,73,73,"Fulham","LM",3e+06,43000
"88","Jacob Bruun Larsen","Denmark",22,73,78,"TSG Hoffenheim","LM",4700000,23000
"89","Adil Aouchiche","France",18,73,80,"AS Saint-Étienne","LM",6e+06,9000
"90","Cecilio Domínguez","Paraguay",26,73,73,"Austin FC","LM",3300000,8000
"91","Borja Sánchez Laborde","Spain",25,73,74,"Real Oviedo","LM",3600000,9000
"92","Angel Gomes","England",20,73,81,"LOSC Lille","LM",6500000,20000
"93","Erik Nascimento de Lima","Brazil",26,73,73,"Changchun Yatai FC","LM",3300000,9000
"94","Ferdi Kadioglu","Turkey",21,73,80,"Fenerbahçe SK","LM",6e+06,26000
"95","Fredy Hinestroza","Colombia",31,72,72,"Junior FC","LM",1900000,3000
"96","Jon Morcillo Conesa","Spain",22,72,78,"Real Valladolid CF","LM",3800000,16000
"97","Viktor Fischer","Denmark",27,72,72,"Royal Antwerp FC","LM",2500000,15000
"98","Yevhen Konoplyanka","Ukraine",31,72,72,"Cracovia","LM",1900000,8000
"99","Agustín Urzi","Argentina",21,72,83,"Club Atlético Banfield","LM",5500000,9000
"100","Christos Tzolis","Greece",19,72,80,"Norwich City","LM",5e+06,14000
"101","Abdoul Kader Bamba","France",27,72,72,"Amiens SC","LM",2500000,18000
"102","Mohamed Fares","Algeria",25,72,73,"Torino F.C.","LM",2800000,34000
"103","Facundo Waller","Uruguay",24,72,75,"Club Atlético de San Luis","LM",3200000,11000
"104","Erik Thommy","Germany",26,71,71,"VfB Stuttgart","LM",2e+06,17000
"105","Ignacio Aliseda","Argentina",21,71,81,"FC Lugano","LM",4200000,6000
"106","Janner Corozo","Ecuador",25,71,72,"Delfín Sporting Club","LM",2200000,650
"107","Blas Cáceres","Paraguay",32,71,71,"Club Libertad","LM",1500000,800
"108","Santiago Rodríguez","Uruguay",21,71,81,"New York City FC","LM",4200000,4000
"109","Iñigo Vicente Elorduy","Spain",23,71,77,"CD Mirandés","LM",3e+06,14000
"110","Marco Grüll","Austria",22,71,77,"SK Rapid Wien","LM",3e+06,16000
"111","Rabbi Matondo","Wales",20,71,84,"KSV Cercle Brugge","LM",4500000,7000
"112","Marios Vrousai","Greece",22,71,78,"Olympiacos CFP","LM",3800000,800
"113","Henry Vaca","Bolivia",23,71,77,"Club The Strongest","LM",3e+06,650
"114","Daniel Álvarez","Mexico",26,71,71,"Deportivo Toluca","LM",2e+06,6000
"115","Bastián Yáñez","Chile",20,71,82,"Unión Española","LM",4100000,4000
"116","Andrés Ibargüen","Colombia",29,71,71,"Club Deportes Tolima","LM",1800000,2000
"117","Jim Allevinah","Gabon",26,71,71,"Clermont Foot 63","LM",2e+06,12000
"118","Mathew Leckie","Australia",30,71,71,"Melbourne City FC","LM",1800000,9000
"119","Mame Thiam","Senegal",28,71,71,"Yukatel Kayserispor","LM",1900000,10000
"120","Yannick Bolasie","Congo DR",32,71,71,"Çaykur Rizespor","LM",1500000,10000
"121","Nahuel Leiva","Spain",24,71,74,"CD Tenerife","LM",2600000,6000
"122","Alberto Moleiro González","Spain",17,70,82,"Unión Deportiva Las Palmas","LM",3600000,750
"123","José Paradela","Argentina",22,70,76,"River Plate","LM",2600000,8000
"124","Santiago Mosquera","Colombia",26,70,70,"Deportivo Cali","LM",1700000,2000
"125","Hanchao Yu","China PR",34,70,70,"Shanghai Shenhua FC","LM",750000,9000
"126","Washington Corozo","Ecuador",22,70,74,"Club Universidad Nacional","LM",2300000,7000
"127","Marcos Paulo Costa do Nascimento","Portugal",20,70,82,"Futebol Clube de Famalicão","LM",3800000,18000
"128","Raziel García","Peru",27,70,70,"Club Deportes Tolima","LM",1700000,1000
"129","Arón Rodríguez","Ecuador",21,70,76,"C.D. Universidad Católica del Ecuador","LM",2600000,500
"130","Casimir Ninga","Chad",28,70,70,"Angers SCO","LM",1600000,13000
"131","Modou Barrow","Gambia",28,70,70,"Jeonbuk Hyundai Motors","LM",1600000,7000
"132","Min Kyu Song","Korea Republic",21,70,81,"Jeonbuk Hyundai Motors","LM",3600000,5000
"133","Dalbert Chagas Estevão","Brazil",27,70,70,"Cagliari","LM",1700000,41000
"134","Baktiyar Zaynutdinov","Kazakhstan",23,70,76,"PFC CSKA Moscow","LM",2500000,19000
"135","Maximiliano Araújo","Uruguay",21,70,79,"Puebla FC","LM",3600000,4000
"136","Héctor Fertoli","Argentina",26,70,70,"Club Atlético Talleres","LM",1700000,11000
"137","Cristian Penilla","Ecuador",30,70,70,"Barcelona Sporting Club","LM",1500000,750
"138","Gabriel Esparza","Argentina",28,70,70,"Club The Strongest","LM",1600000,700
"139","Keane Lewis-Potter","England",20,70,80,"Hull City","LM",3500000,6000
"140","Diego Godoy","Paraguay",29,70,70,"Guaireña FC","LM",1600000,500
"141","Yuki Soma","Japan",24,70,72,"Nagoya Grampus","LM",2100000,4000
"142","Arthur Caike Do Nascimento Cruz","Brazil",29,69,69,"Kashima Antlers","LM",1400000,5000
"143","Paul Omo Mukairu","Nigeria",21,69,78,"F.C. København","LM",3100000,8000
"144","Linton Maina","Germany",22,69,77,"Hannover 96","LM",3100000,11000
"145","Stipe Biuk","Croatia",18,69,84,"Hajduk Split","LM",3200000,500
"146","Alexander Alvarado","Ecuador",22,69,77,"LDU Quito","LM",3100000,550
"147","Jakub Kamiński","Poland",19,69,83,"Lech Poznań","LM",3300000,3000
"148","Othmane Boussaid","Belgium",21,69,78,"FC Utrecht","LM",3100000,6000
"149","Matías Pellegrini","Argentina",21,69,79,"Estudiantes de La Plata","LM",3100000,3000
"150","Anderson Julio","Ecuador",25,69,71,"Real Salt Lake","LM",1700000,4000
"151","Konan N'Dri","Côte d'Ivoire",20,69,80,"KAS Eupen","LM",3100000,5000
"152","Przemysław Płacheta","Poland",23,69,75,"Norwich City","LM",2200000,14000
"153","Gastón González","Argentina",20,69,77,"Unión de Santa Fe","LM",3100000,5000
"154","Álex Bermejo Escribano","Spain",22,69,78,"CD Tenerife","LM",3100000,5000
"155","José Marcos Costa Martins","Brazil",21,69,76,"Ferencvárosi TC","LM",2800000,500
"156","Arda Turan","Turkey",34,69,69,"Galatasaray SK","LM",650000,23000
"157","Giorgi Chakvetadze","Georgia",21,69,75,"Hamburger SV","LM",2200000,8000
"158","Adonis Preciado","Ecuador",24,69,72,"Barcelona Sporting Club","LM",1900000,550
"159","Mehdi Chahiri","France",24,69,72,"Stade Malherbe Caen","LM",1900000,10000
"160","Alexandru Mățan","Romania",21,69,75,"Columbus Crew","LM",2200000,3000
"161","Omar Albornoz","Colombia",25,69,70,"Junior FC","LM",1700000,2000
"162","Matías Pardo","Argentina",25,68,69,"Patronato","LM",1400000,6000
"163","Ramiro Vaca","Bolivia",22,68,77,"K Beerschot VA","LM",2700000,5000
"164","Ozziel Herrera","Mexico",20,68,78,"Club Atlas","LM",2600000,4000
"165","Yoshifumi Kashiwa","Japan",33,68,68,"Sanfrecce Hiroshima","LM",750000,5000
"166","Billal Brahimi","France",21,68,79,"OGC Nice","LM",2700000,9000
"167","Rodrigo Rivero","Uruguay",25,68,69,"Liverpool Fútbol Club","LM",1400000,500
"168","Metehan Mimaroğlu","Turkey",26,68,68,"Adana Demirspor","LM",1300000,8000
"169","Carlos Augusto Zopolato Neves","Brazil",22,68,76,"AC Monza","LM",2700000,2000
"170","Hassan Al Omari","Saudi Arabia",27,68,68,"Al Taawoun","LM",1300000,10000
"171","Talles Magno Bacelar Martins","Brazil",19,68,83,"New York City FC","LM",2900000,2000
"172","Kevin Varga","Hungary",25,68,69,"BSC Young Boys","LM",1400000,6000
"173","Edwin Mosquera","Colombia",20,68,80,"Club Atlético Aldosivi","LM",2900000,4000
"174","Derrick Etienne Jr.","Haiti",24,68,70,"Columbus Crew","LM",1600000,3000
"175","Matías Ramírez","Argentina",22,68,77,"Godoy Cruz","LM",2700000,4000
"176","Hayato Nakama","Japan",29,68,68,"Kashima Antlers","LM",1200000,5000
"177","Nicolai Vallys","Denmark",24,68,70,"Silkeborg IF","LM",1600000,5000
"178","Paxton Pomykal","United States",21,68,80,"FC Dallas","LM",3e+06,3000
"179","Ragnar Oratmangoen","Netherlands",23,68,74,"Go Ahead Eagles","LM",1900000,4000
"180","Sebastián Saucedo","United States",24,68,71,"Club Universidad Nacional","LM",1600000,5000
"181","Adalberto Peñaranda","Venezuela",24,68,73,"Unión Deportiva Las Palmas","LM",1800000,17000
"182","Gonzalo Vega","Uruguay",28,68,68,"Club Nacional de Football","LM",1200000,550
"183","Johan Carbonero","Colombia",21,68,77,"Gimnasia y Esgrima La Plata","LM",2700000,5000
"184","Mees de Wit","Netherlands",23,68,74,"PEC Zwolle","LM",1900000,4000
"185","Freddy Vargas","Venezuela",22,68,78,"FC Dallas","LM",2700000,3000
"186","Salvador Reyes","Mexico",23,68,73,"Club América","LM",1800000,15000
"187","Yunding Cao","China PR",31,68,68,"Shanghai Shenhua FC","LM",1e+06,7000
"188","Francisco Sampaio Moura","Portugal",21,68,79,"SC Braga","LM",2700000,5000
"189","José Álvarez","Uruguay",26,68,68,"Montevideo City Torque","LM",1300000,500
"190","Nahuel Barrios","Argentina",23,68,74,"San Lorenzo de Almagro","LM",1900000,5000
"191","Marco Rojas","New Zealand",29,68,68,"Melbourne Victory","LM",1200000,5000
"192","Jefferson Montero","Ecuador",31,68,68,"Gallos Blancos de Querétaro","LM",1e+06,5000
"193","José Manuel García Naranjo","Spain",26,68,68,"SD Ponferradina","LM",1300000,4000
"194","José Luis Rodríguez","Panama",23,68,77,"Real Sporting de Gijón","LM",2700000,8000
"195","Pedro Delvalle","Paraguay",27,67,67,"Club Sol de América","LM",1100000,500
"196","Dairon Asprilla","Colombia",29,67,67,"Portland Timbers","LM",1e+06,3000
"197","Nicolás Serrano Galdeano","Spain",18,67,82,"Athletic Club de Bilbao","LM",2400000,3000
"198","Enzo Lombardo","France",24,67,70,"SD Huesca","LM",1400000,4000
"199","Näis Djouahra","France",21,67,78,"Real Sociedad B","LM",2300000,2000
"200","Sergio Antonio Da Luz Junior","Brazil",26,67,67,"GZT Giresunspor","LM",1100000,5000
"201","Gaspar Campos-Ansó","Spain",21,67,76,"Real Sporting de Gijón","LM",2300000,3000
"202","Alejandro Martínez","Argentina",23,67,71,"Club Atlético Central Córdoba","LM",1500000,4000
"203","Matías Lacava","Venezuela",18,67,79,"CD Tondela","LM",2400000,1000
"204","Željko Gavrić","Serbia",20,67,78,"Ferencvárosi TC","LM",2200000,500
"205","Muhammed Gümüşkaya","Turkey",20,67,77,"GZT Giresunspor","LM",2200000,11000
"206","Roland Varga","Hungary",31,67,67,"Bruk-Bet Termalica Nieciecza","LM",850000,3000
"207","Hattan Bahebri","Saudi Arabia",28,67,67,"Al Shabab","LM",1e+06,12000
"208","Jhojan Julio","Ecuador",22,67,72,"LDU Quito","LM",1600000,500
"209","Maurice Malone","Germany",20,67,76,"1. FC Heidenheim 1846","LM",2200000,6000
"210","Hugo Vallejo Avilés","Spain",21,67,79,"Real Valladolid CF","LM",2500000,3000
"211","Nathan Tella","England",21,67,79,"Southampton","LM",2500000,12000
"212","Ulises Cardona","Mexico",22,67,76,"Club Necaxa","LM",2300000,4000
"213","Reno Piscopo","Australia",23,67,73,"Wellington Phoenix","LM",1600000,2000
"214","Brayan Hurtado","Venezuela",22,67,78,"CD Antofagasta","LM",2300000,2000
"215","Valentin Jacob","France",27,67,67,"Dijon FCO","LM",1100000,2000
"216","Alejandro Sola López-Ocaña","Spain",22,67,73,"Real Sociedad B","LM",1600000,2000
"217","Loum Tchaouna","France",17,67,78,"Stade Rennais FC","LM",2100000,2000
"218","Makana Baku","Germany",23,67,73,"Göztepe SK","LM",1600000,5000
"219","Nicolás Eduardo Castro","Argentina",30,67,67,"Patronato","LM",975000,6000
"220","Alexander Mesa Travieso","Spain",26,67,67,"Real Zaragoza","LM",1100000,10000
"221","Vladimir Castellón","Bolivia",31,67,67,"Club Atlético Palmaflor","LM",850000,500
"222","Filip Bilbija","Germany",21,67,77,"FC Ingolstadt 04","LM",2300000,5000
"223","Josh Sims","England",24,67,70,"Ross County FC","LM",1400000,3000
"224","Cade Cowell","United States",17,67,82,"San Jose Earthquakes","LM",2300000,500
"225","Jown Cardona","Colombia",26,67,67,"Guangzhou City","LM",1100000,6000
"226","Nana Ampomah","Ghana",25,67,68,"Royal Antwerp FC","LM",1200000,8000
"227","Elliot Gómez López","Spain",21,66,76,"CD Tenerife","LM",1900000,2000
"228","Jonathan Perlaza","Ecuador",23,66,71,"Barcelona Sporting Club","LM",1300000,500
"229","Richard Prieto","Paraguay",24,66,69,"Club Nacional","LM",1200000,500
"230","Daniel Pacheco Lobato","Spain",30,66,66,"Górnik Zabrze","LM",825000,3000
"231","Jamie Murphy","Scotland",31,66,66,"Mansfield Town","LM",7e+05,3000
"232","Walter Rodríguez","Paraguay",25,66,67,"General Caballero (JLM)","LM",1e+06,500
"233","Alexander Prass","Austria",20,66,78,"SK Sturm Graz","LM",2100000,5000
"234","Alberto Cayarga Fernández","Spain",24,66,69,"FC Cartagena","LM",1200000,2000
"235","Bryan Castrillon","Colombia",22,66,74,"Independiente Medellín","LM",1900000,1000
"236","Anis Mehmeti","Albania",20,66,76,"Wycombe Wanderers","LM",1900000,2000
"237","Satoki Uejo","Japan",24,66,69,"Cerezo Osaka","LM",1200000,2000
"238","Ricardo Phillips","Panama",20,66,74,"9 de Octubre","LM",1900000,500
"239","Hugo Fernández","Paraguay",23,66,72,"Defensa y Justicia","LM",1400000,4000
"240","Mateusz Bogusz","Poland",19,66,82,"UD Ibiza","LM",2200000,11000
"241","Juan Cruz Díaz Espósito","Spain",21,66,78,"Real Betis Balompié","LM",2100000,5000
"242","Ever Valencia","Colombia",24,66,69,"Independiente Medellín","LM",1200000,1000
"243","Kevin Villodres Medina","Spain",20,66,76,"Málaga CF","LM",1900000,2000
"244","Christian Flores","Venezuela",33,66,66,"Estudiantes de Mérida","LM",525000,500
"245","Barış Alper Yılmaz","Turkey",21,66,72,"Galatasaray SK","LM",1400000,11000
"246","Ramiro Ruiz","Argentina",21,66,77,"Atlético Tucumán","LM",1900000,3000
"247","Luis Enrique Hurtado","Bolivia",27,66,66,"Club Deportivo Guabirá","LM",9e+05,500
"248","Dominik Kother","Germany",21,66,73,"SV Waldhof Mannheim 07","LM",1700000,4000
"249","Koya Yuruki","Japan",25,66,67,"Vissel Kobe","LM",1e+06,3000
"250","Caleb Zady Sery","Côte d'Ivoire",21,66,75,"Stade Malherbe Caen","LM",1900000,2000
"251","Alessandro Albanese","Belgium",21,66,74,"KV Oostende","LM",1900000,3000
"252","Andre Bava Shinyashiki","Brazil",24,66,69,"Colorado Rapids","LM",1200000,2000
"253","Kévin Cabral","France",21,66,75,"LA Galaxy","LM",1900000,2000
"254","Pascal Schürpf","Switzerland",31,66,66,"FC Luzern","LM",7e+05,5000
"255","Ștefan Baiaram","Romania",18,66,80,"Universitatea Craiova","LM",2e+06,2000
"256","Shunki Higashi","Japan",20,66,74,"Sanfrecce Hiroshima","LM",1900000,3000
"257","Fernando José Marques Maciel","Brazil",23,66,71,"Fútbol Club Juárez","LM",1300000,3000
"258","Luis Pavia","Bolivia",22,66,71,"Club Atlético Nacional Potosí","LM",1300000,500
"259","Alex Dobre","Romania",22,66,74,"Dijon FCO","LM",1900000,2000
"260","Aleksandar Jukic","Austria",20,65,75,"FK Austria Wien","LM",1600000,4000
"261","Ivan Dolček","Croatia",21,65,76,"Futebol Clube de Famalicão","LM",1600000,500
"262","Shea Salinas","United States",35,65,65,"San Jose Earthquakes","LM",3e+05,2000
"263","Marco Tilio","Australia",19,65,79,"Melbourne City FC","LM",1700000,2000
"264","Minos Gouras","Germany",23,65,70,"1. FC Saarbrücken","LM",1100000,2000
"265","Cedric Wilfred Teguía Noubi","Spain",19,65,80,"RC Celta de Vigo","LM",1700000,3000
"266","Rodrigo Martins Gomes","Portugal",17,65,85,"SC Braga","LM",1900000,500
"267","Ander Martín Odriozola","Spain",20,65,77,"Real Sociedad B","LM",1700000,2000
"268","Doru Popadiuc","Romania",26,65,65,"AFC Chindia Târgoviște","LM",775000,2000
"269","Matteo Ruggeri","Italy",18,65,78,"US Salernitana 1919","LM",1700000,4000
"270","Caner Hüseyin Bağ","Turkey",29,65,65,"GZT Giresunspor","LM",7e+05,4000
"271","Juan Manuel Cuesta","Colombia",19,65,77,"Independiente Medellín","LM",1700000,700
"272","Maxence Rivera","France",19,65,75,"AS Saint-Étienne","LM",1500000,5000
"273","Agustín Obando","Argentina",21,65,78,"Boca Juniors","LM",1800000,3000
"274","Christian Conteh","Germany",21,65,76,"SV Sandhausen","LM",1600000,2000
"275","Binbin Chen","China PR",23,65,73,"Shanghai Port FC","LM",1600000,5000
"276","Milton Maciel","Paraguay",21,65,74,"Guaireña FC","LM",1600000,500
"277","Paulos Abraham","Sweden",18,65,82,"FC Groningen","LM",1800000,1000
"278","Kazuki Nishiya","Japan",27,65,65,"Tokushima Vortis","LM",750000,1000
"279","Yanis Cimignani","France",19,65,77,"AC Ajaccio","LM",1700000,1000
"280","Vitor Hugo Naum dos Santos","Brazil",22,65,74,"Dynamo Kyiv","LM",1600000,500
"281","Brahian Ayala","Paraguay",26,65,66,"Club Nacional","LM",850000,500
"282","Mirlan Murzaev","Kyrgyzstan",31,65,65,"Chennaiyin FC","LM",6e+05,800
"283","Luis Cano","Ecuador",21,65,74,"Sociedad Deportiva Aucas","LM",1600000,500
"284","Isaac Atanga","Ghana",21,65,73,"FC Cincinnati","LM",1600000,2000
"285","Thiago Eduardo de Andrade","Brazil",20,65,75,"New York City FC","LM",1600000,2000
"286","Leandro Onetto","Uruguay",24,65,68,"Cerro Largo Fútbol Club","LM",975000,500
"287","Javier Gómez Castroverde","Spain",22,64,73,"RC Celta de Vigo","LM",1300000,5000
"288","Nemanja Belakovic","Serbia",24,64,68,"TSV Egger Glas Hartberg","LM",850000,2000
"289","Noah Weißhaupt","Germany",19,64,76,"Sport-Club Freiburg","LM",1400000,3000
"290","Joálisson Santos Oliveira","Brazil",30,64,64,"Radomiak Radom","LM",575000,1000
"291","Omir Fernandez","United States",22,64,71,"New York Red Bulls","LM",1200000,2000
"292","Franco Zapiola","Argentina",20,64,77,"Estudiantes de La Plata","LM",1400000,2000
"293","Rafael García","Germany",26,64,64,"SV Waldhof Mannheim 07","LM",650000,1000
"294","Matthias Phaëton","France",21,64,72,"En Avant de Guingamp","LM",1300000,2000
"295","Dilane Bakwa","France",18,64,76,"FC Girondins de Bordeaux","LM",1400000,2000
"296","Erik Ring","Sweden",19,64,76,"AIK","LM",1400000,1000
"297","Luke McCowan","Scotland",23,64,69,"Dundee FC","LM",875000,2000
"298","Arjen van der Heide","Netherlands",19,64,78,"SC Heerenveen","LM",1400000,1000
"299","Emerson Rodríguez","Colombia",20,64,72,"Inter Miami CF","LM",1300000,2000
"300","Luciano Ferreyra","Argentina",19,64,79,"Rosario Central","LM",1400000,2000
"301","Yair Arismendi","Argentina",23,64,68,"Club Atlético Sarmiento","LM",850000,3000
"302","Khalid Al Ghannam","Saudi Arabia",20,64,78,"Al Nassr","LM",1400000,6000
"303","Florian Jaritz","Austria",23,64,67,"SK Austria Klagenfurt","LM",8e+05,3000
"304","Roberto Alarcón González","Spain",27,64,64,"Burgos CF","LM",625000,2000
"305","Maciej Rosołek","Poland",19,64,74,"Legia Warszawa","LM",1300000,1000
"306","Segundo Portocarrero","Ecuador",24,64,67,"Club Social y Deportivo Macará","LM",8e+05,500
"307","Thiago Rodrigues de Souza","Brazil",24,64,67,"Cracovia","LM",8e+05,2000
"308","Jack Diamond","England",21,64,74,"Harrogate Town","LM",1300000,2000
"309","Gastón Gerzel","Argentina",21,64,76,"Platense","LM",1400000,3000
"310","Julián Brea","Argentina",21,64,75,"Club Atlético Sarmiento","LM",1300000,2000
"311","Ashley Hunter","England",25,64,64,"Salford City","LM",650000,5000
