"","name","country","age","overall","potential","club","pos","value","wage"
"60","Yeray Álvarez López","Spain",26,80,82,"Athletic Club de Bilbao","CB",2.3e+07,31000
"61","Edmond Tapsoba","Burkina Faso",22,80,86,"Bayer 04 Leverkusen","CB",3.1e+07,46000
"62","Jérôme Boateng","Germany",32,80,80,"Olympique Lyonnais","CB",13500000,64000
"63","Gianluca Mancini","Italy",25,80,83,"Roma","CB",2.5e+07,52000
"64","James Tarkowski","England",28,80,80,"Burnley","CB",1.8e+07,43000
"65","Marc Bartra Aregall","Spain",30,80,80,"Real Betis Balompié","CB",17500000,28000
"66","Lukas Klostermann","Germany",25,80,82,"RB Leipzig","CB",23500000,67000
"67","Gleison Bremer Silva Nascimento","Brazil",24,80,85,"Torino F.C.","CB",2.9e+07,41000
"68","Eric Dier","England",27,80,81,"Tottenham Hotspur","CB",2.1e+07,86000
"69","Jonny Evans","Northern Ireland",33,80,80,"Leicester City","CB",1e+07,95000
"70","Lewis Dunk","England",29,79,79,"Brighton & Hove Albion","CB",14500000,61000
"71","Joško Gvardiol","Croatia",19,79,89,"RB Leipzig","CB",35500000,35000
"72","Jurriën Timber","Netherlands",20,79,88,"Ajax","CB",3.6e+07,13000
"73","Benjamin White","England",23,79,86,"Arsenal","CB",32500000,65000
"74","Chancel Mbemba","Congo DR",26,79,82,"FC Porto","CB",20500000,16000
"75","Davinson Sánchez","Colombia",25,79,80,"Tottenham Hotspur","CB",18500000,77000
"76","Unai Núñez Gestoso","Spain",24,79,83,"Athletic Club de Bilbao","CB",22500000,25000
"77","Luiz Felipe Ramos Marchi","Italy",24,79,84,"Lazio","CB",2.4e+07,48000
"78","Berat Djimsiti","Albania",28,79,79,"Atalanta","CB",1.5e+07,51000
"79","Igor Zubeldia Elorza","Spain",24,79,84,"Real Sociedad","CB",2.4e+07,29000
"80","Sven Botman","Netherlands",21,79,85,"LOSC Lille","CB",25500000,27000
"81","Romain Saïss","Morocco",31,79,79,"Wolverhampton Wanderers","CB",1.2e+07,76000
"82","Martin Hinteregger","Austria",28,79,79,"Eintracht Frankfurt","CB",1.5e+07,32000
"83","Samuel Umtiti","France",27,79,79,"FC Barcelona","CB",1.6e+07,115000
"84","Robin Le Normand","France",24,79,84,"Real Sociedad","CB",2.4e+07,29000
"85","Ezri Konsa","England",23,79,86,"Aston Villa","CB",32500000,55000
"86","William Saliba","France",20,79,86,"Olympique de Marseille","CB",3.2e+07,55000
"87","Eric García Martret","Spain",20,79,86,"FC Barcelona","CB",3.2e+07,84000
"88","Aïssa Mandi","Algeria",29,79,79,"Villarreal CF","CB",14500000,35000
"89","Conor Coady","England",28,79,80,"Wolverhampton Wanderers","CB",16500000,80000
"90","Germán Sánchez Barahona","Spain",34,79,79,"Granada CF","CB",5500000,26000
"91","Lucas Veríssimo da Silva","Brazil",25,79,84,"SL Benfica","CB",2.3e+07,15000
"92","Abdou Diallo","Senegal",25,78,82,"Paris Saint-Germain","CB",17500000,62000
"93","Jason Denayer","Belgium",26,78,81,"Olympique Lyonnais","CB",16500000,55000
"94","Marvin Friedrich","Germany",25,78,80,"Borussia Mönchengladbach","CB",15500000,27000
"95","Marcos Senesi","Argentina",24,78,84,"Feyenoord","CB",2e+07,11000
"96","Domingos Sousa Menezes Duarte","Portugal",26,78,81,"Granada CF","CB",16500000,24000
"97","Vincente Filho Dourado Hermes","Brazil",25,78,78,"Flamengo","CB",13500000,35000
"98","A. Benjamin Chiamuloira Paes","Brazil",21,78,78,"Internacional","CB",14500000,20000
"99","Wesley Fofana","France",20,78,86,"Leicester City","CB",2.9e+07,57000
"100","Chris Smalling","England",31,78,78,"Roma","CB",9500000,47000
"101","Moussa Niakhaté","France",25,78,80,"1. FSV Mainz 05","CB",15500000,24000
"102","Roger Ibañez Da Silva","Brazil",22,78,84,"Roma","CB",20500000,40000
"103","Dante Bonfim Costa Santos","Brazil",37,78,78,"OGC Nice","CB",2500000,23000
"104","Andrei Girotto","Brazil",29,78,78,"FC Nantes","CB",1.2e+07,28000
"105","Tyrone Mings","England",28,78,78,"Aston Villa","CB",1.2e+07,61000
"106","Duje Caleta-Car","Croatia",24,78,83,"Olympique de Marseille","CB",1.9e+07,31000
"107","Marcos Nascimento Teixeira","Brazil",25,78,83,"Galatasaray SK","CB",18500000,49000
"108","Willy Boly","Côte d'Ivoire",30,78,78,"Wolverhampton Wanderers","CB",11500000,69000
"109","John Brooks","United States",28,78,79,"VfL Wolfsburg","CB",13500000,56000
"110","Zouhair Feddal","Morocco",31,78,78,"Sporting CP","CB",9500000,14000
"111","Nayef Aguerd","Morocco",25,78,82,"Stade Rennais FC","CB",17500000,41000
"112","Nathan Aké","Netherlands",26,78,81,"Manchester City","CB",16500000,95000
"113","Jean-Clair Todibo","France",21,78,84,"OGC Nice","CB",20500000,23000
"114","Danilo D'Ambrosio","Italy",32,78,78,"Inter","CB",9e+06,77000
"115","Samuel Gigot","France",27,78,79,"Spartak Moskva","CB",1.4e+07,51000
"116","Matheus Reis de Lima","Brazil",26,77,80,"Sporting CP","CB",1.2e+07,13000
"117","Philipp Lienhart","Austria",24,77,80,"Sport-Club Freiburg","CB",1.3e+07,23000
"118","Jan Bednarek","Poland",25,77,82,"Southampton","CB",1.4e+07,45000
"119","Nikola Milenkovic","Serbia",23,77,83,"Fiorentina","CB",1.5e+07,39000
"120","Alexander Djiku","Ghana",26,77,80,"RC Strasbourg Alsace","CB",1.2e+07,23000
"121","Ömer Toprak","Turkey",31,77,77,"SV Werder Bremen","CB",7e+06,13000
"122","Aridane Hernández Umpiérrez","Spain",32,77,77,"CA Osasuna","CB",7e+06,26000
"123","Paulo André Rodrigues Oliveira","Portugal",29,77,77,"SC Braga","CB",9e+06,15000
"124","Eric Bailly","Côte d'Ivoire",27,77,78,"Manchester United","CB",10500000,85000
"125","Rob Holding","England",25,77,79,"Arsenal","CB",11500000,62000
"126","Ben Godfrey","England",23,77,85,"Everton","CB",2.2e+07,56000
"127","Diego Javier Llorente Ríos","Spain",27,77,79,"Leeds United","CB",1.1e+07,65000
"128","Georgiy Dzhikiya","Russia",27,77,78,"Spartak Moskva","CB",10500000,48000
"129","Merih Demiral","Turkey",23,77,82,"Atalanta","CB",14500000,51000
"130","Vitor Hugo Franchescoli Souza","Brazil",30,77,77,"Trabzonspor","CB",8500000,26000
"131","Issa Diop","France",24,77,82,"West Ham United","CB",14500000,48000
"132","Maxence Lacroix","France",21,77,85,"VfL Wolfsburg","CB",2.2e+07,36000
"133","Mohammed Salisu","Ghana",22,77,85,"Southampton","CB",2.2e+07,41000
"134","Dan-Axel Zagadou","France",22,77,82,"Borussia Dortmund","CB",14500000,39000
"135","Dávid Hancko","Slovakia",23,77,85,"AC Sparta Praha","CB",2.2e+07,950
"136","Paulo Díaz","Chile",26,77,78,"River Plate","CB",1.1e+07,17000
"137","Joachim Andersen","Denmark",25,77,80,"Crystal Palace","CB",12500000,45000
"138","Max Kilman","England",24,77,83,"Wolverhampton Wanderers","CB",1.5e+07,56000
"139","Ben Davies","Wales",28,77,77,"Tottenham Hotspur","CB",9e+06,72000
"140","Olivier Boscagli","France",23,77,82,"PSV","CB",14500000,15000
"141","Mohamed Simakan","France",21,77,85,"RB Leipzig","CB",2.2e+07,41000
"142","José Luis Palomino","Argentina",31,77,77,"Atalanta","CB",7e+06,41000
"143","Germán Pezzella","Argentina",30,77,77,"Real Betis Balompié","CB",8500000,22000
"144","Axel Disasi","France",23,76,81,"AS Monaco","CB",1e+07,34000
"145","Liam Cooper","Scotland",29,76,76,"Leeds United","CB",6500000,63000
"146","Néstor Araújo","Mexico",29,76,76,"RC Celta de Vigo","CB",6500000,22000
"147","Kevin Vogt","Germany",29,76,76,"TSG Hoffenheim","CB",6500000,31000
"148","Jannik Vestergaard","Denmark",28,76,76,"Leicester City","CB",6500000,73000
"149","Robin Koch","Germany",24,76,81,"Leeds United","CB",1e+07,52000
"150","Marc Guéhi","England",20,76,85,"Crystal Palace","CB",15500000,32000
"151","Brandon Mechele","Belgium",28,76,77,"Club Brugge KV","CB",7e+06,24000
"152","Lucas Silva Melo","Brazil",21,76,81,"Eintracht Frankfurt","CB",10500000,18000
"153","Koray Günter","Germany",26,76,78,"Hellas Verona","CB",8e+06,24000
"154","Matheus Dória Macedo","Brazil",26,76,79,"Santos Laguna","CB",8500000,20000
"155","Fabian Schär","Switzerland",29,76,76,"Newcastle United","CB",6500000,36000
"156","Daniel Vivian Moreno","Spain",21,76,83,"Athletic Club de Bilbao","CB",1.4e+07,17000
"157","Felix Uduokhai","Germany",23,76,81,"FC Augsburg","CB",1e+07,19000
"158","Adam Webster","England",26,76,79,"Brighton & Hove Albion","CB",8500000,47000
"159","Joseph Aidoo","Ghana",25,76,81,"RC Celta de Vigo","CB",1e+07,20000
"160","Dan Burn","England",29,76,76,"Newcastle United","CB",6500000,36000
"161","Iván Marcano Sierra","Spain",34,76,76,"FC Porto","CB",2400000,12000
"162","César Montes","Mexico",24,76,79,"CF Monterrey","CB",9e+06,34000
"163","Benoît Badiashile","France",20,76,84,"AS Monaco","CB",15500000,29000
"164","Attila Szalai","Hungary",23,76,82,"Fenerbahçe SK","CB",1.1e+07,34000
"165","Piero Hincapié","Ecuador",19,76,84,"Bayer 04 Leverkusen","CB",1.5e+07,21000
"166","Laurent Koscielny","France",35,76,76,"FC Girondins de Bordeaux","CB",2e+06,17000
"167","<U+0218>tefan Radu","Romania",34,76,76,"Lazio","CB",2400000,45000
"168","Mamadou Sakho","France",31,76,76,"Montpellier Hérault SC","CB",5e+06,23000
"169","Omar Alderete","Paraguay",24,76,80,"Valencia CF","CB",9500000,31000
"170","Rúben Afonso Borges Semedo","Portugal",27,76,77,"FC Porto","CB",7500000,1000
"171","Mason Holgate","England",24,76,79,"Everton","CB",9e+06,52000
"172","Erik Sviatchenko","Denmark",29,76,76,"FC Midtjylland","CB",6500000,26000
"173","Thilo Kehrer","Germany",24,76,79,"Paris Saint-Germain","CB",9e+06,49000
"174","Trevoh Chalobah","England",21,76,82,"Chelsea","CB",1.1e+07,53000
"175","Jeremiah St. Juste","Netherlands",24,76,80,"1. FSV Mainz 05","CB",9500000,19000
"176","Dedryck Boyata","Belgium",30,76,76,"Hertha BSC","CB",6e+06,37000
"177","Nicolas Pallois","France",33,76,76,"FC Nantes","CB",3600000,23000
"178","Daniel Amartey","Ghana",26,76,78,"Leicester City","CB",8e+06,70000
"179","Konstantinos Mavropanos","Greece",23,76,80,"VfB Stuttgart","CB",9500000,52000
"180","Jesús Vallejo Lázaro","Spain",24,75,79,"Real Madrid CF","CB",7e+06,82000
"181","Sebastiaan Bornauw","Belgium",22,75,81,"VfL Wolfsburg","CB",8e+06,38000
"182","Leonardo Balerdi","Argentina",22,75,82,"Olympique de Marseille","CB",10500000,26000
"183","William Tesillo","Colombia",31,75,75,"Club León","CB",3800000,21000
"184","Domenico Criscito","Italy",34,75,75,"Genoa","CB",1800000,15000
"185","Amos Pieper","Germany",23,75,79,"DSC Arminia Bielefeld","CB",7e+06,18000
"186","Pierre Kalulu","France",21,75,83,"AC Milan","CB",1.2e+07,22000
"187","Castello Lukeba","France",18,75,86,"Olympique Lyonnais","CB",1.1e+07,13000
"188","Stefan Posch","Austria",24,75,79,"TSG Hoffenheim","CB",7e+06,24000
"189","Walker Zimmerman","United States",28,75,77,"Nashville SC","CB",5500000,9000
"190","Niklas Stark","Germany",26,75,77,"Hertha BSC","CB",6e+06,35000
"191","Kevin Danso","Austria",22,75,80,"Racing Club de Lens","CB",8e+06,21000
"192","Marin Pongracic","Croatia",23,75,79,"Borussia Dortmund","CB",7e+06,38000
"193","Daniel Filipe Martins Carriço","Portugal",32,75,75,"Unión Deportiva Almería","CB",3600000,11000
"194","Pascal Struijk","Netherlands",21,75,82,"Leeds United","CB",10500000,41000
"195","Facundo Medina","Argentina",22,75,80,"Racing Club de Lens","CB",8e+06,21000
"196","John Egan","Republic of Ireland",28,75,76,"Sheffield United","CB",5500000,26000
"197","Kortney Hause","England",25,75,77,"Aston Villa","CB",6e+06,46000
"198","Martín Cáceres","Uruguay",34,75,75,"Levante Unión Deportiva","CB",1800000,23000
"199","Mattia Caldara","Italy",27,75,75,"Venezia FC","CB",5e+06,30000
"200","Marc-Oliver Kempf","Germany",26,75,76,"Hertha BSC","CB",6e+06,35000
"201","Kristoffer Ajer","Norway",23,75,83,"Brentford","CB",11500000,33000
"202","Taras Kacharaba","Ukraine",26,75,76,"SK Slavia Praha","CB",6e+06,900
"203","Nicolas Nkoulou","Cameroon",31,75,75,"Watford","CB",3800000,42000
"204","Odilon Kossounou","Côte d'Ivoire",20,75,84,"Bayer 04 Leverkusen","CB",11500000,27000
"205","Tiago Emanuel Embaló Djaló","Portugal",21,75,82,"LOSC Lille","CB",10500000,20000
"206","Pablo Marí Villar","Spain",27,75,76,"Udinese Calcio","CB",5500000,58000
"207","Connor Goldson","England",28,75,76,"Rangers FC","CB",5500000,44000
"208","Anaitz Arbilla Zabala","Spain",34,75,75,"SD Eibar","CB",1800000,11000
"209","Tosin Adarabioyo","England",23,75,83,"Fulham","CB",11500000,38000
"210","Reece Oxford","England",22,75,81,"FC Augsburg","CB",8e+06,18000
"211","Robin Knoche","Germany",29,75,75,"1. FC Union Berlin","CB",4700000,27000
"212","Jamaal Lascelles","England",27,75,76,"Newcastle United","CB",5500000,33000
"213","Jonathan Gradit","France",28,75,75,"Racing Club de Lens","CB",4800000,26000
"214","Sverrir Ingi Ingason","Iceland",27,75,75,"PAOK","CB",5e+06,1000
"215","Vítor Tormena de Farias","Brazil",25,75,78,"SC Braga","CB",6500000,12000
"216","Grant Hanley","Scotland",29,75,75,"Norwich City","CB",4700000,31000
"217","Warmed Omari","France",21,75,82,"Stade Rennais FC","CB",10500000,25000
"218","Malang Sarr","France",22,75,79,"Chelsea","CB",7500000,61000
"219","Victor Nelsson","Denmark",22,75,82,"Galatasaray SK","CB",10500000,37000
"220","Mouctar Diakhaby","France",24,74,79,"Valencia CF","CB",6e+06,22000
"221","Rúben Miguel Nunes Vezo","Portugal",27,74,76,"Levante Unión Deportiva","CB",4500000,21000
"222","Danilho Doekhi","Netherlands",23,74,80,"Vitesse","CB",6e+06,12000
"223","Nehuén Pérez","Argentina",21,74,82,"Udinese Calcio","CB",9e+06,25000
"224","Jack O'Connell","England",27,74,76,"Sheffield United","CB",4500000,23000
"225","Andreas Maxsø","Denmark",27,74,76,"Brøndby IF","CB",4500000,13000
"226","Serdar Aziz","Turkey",30,74,74,"Fenerbahçe SK","CB",3500000,35000
"227","Perr Schuurs","Netherlands",21,74,83,"Ajax","CB",9e+06,9000
"228","Leon Balogun","Nigeria",33,74,74,"Rangers FC","CB",2e+06,39000
"229","Timo Hübers","Germany",24,74,77,"1. FC Köln","CB",5e+06,19000
"230","Pedro Filipe Teodósio Mendes","Portugal",30,74,74,"Montpellier Hérault SC","CB",3500000,20000
"231","Salif Sané","Senegal",30,74,74,"FC Schalke 04","CB",3500000,11000
"232","Andrea Ranocchia","Italy",33,74,74,"Inter","CB",2e+06,60000
"233","Bernardo Espinosa","Colombia",31,74,74,"Girona FC","CB",2900000,11000
"234","Joaquín Fernández Moreno","Spain",25,74,81,"Real Valladolid CF","CB",7500000,10000
"235","Óscar Mingueza García","Spain",22,74,82,"FC Barcelona","CB",9e+06,70000
"236","David Zima","Czech Republic",20,74,81,"Torino F.C.","CB",7500000,23000
"237","Juan Guilherme Nunes Jesus","Brazil",30,74,74,"Napoli","CB",3500000,42000
"238","Björn Engels","Belgium",26,74,76,"Royal Antwerp FC","CB",4600000,17000
"239","Jean-Charles Castelletto","Cameroon",26,74,76,"FC Nantes","CB",4600000,20000
"240","Dimitrios Siovas","Greece",32,74,74,"Fortuna Sittard","CB",2700000,11000
"241","Simon Deli","Côte d'Ivoire",29,74,74,"Adana Demirspor","CB",3500000,16000
"242","Felipe Rodrigues da Silva","Brazil",20,74,86,"SL Benfica","CB",9500000,8000
"243","Gary Cahill","England",35,74,74,"AFC Bournemouth","CB",1100000,20000
"244","Emanuel Mammana","Argentina",25,74,77,"River Plate","CB",5e+06,13000
"245","Karim Rekik","Netherlands",26,74,77,"Sevilla FC","CB",4900000,20000
"246","Ko Itakura","Japan",24,74,80,"FC Schalke 04","CB",6e+06,64000
"247","Murilo Cerqueira Paim","Brazil",24,74,78,"FC Lokomotiv Moscow","CB",5500000,30000
"248","Tin Jedvaj","Croatia",25,74,77,"FC Lokomotiv Moscow","CB",5e+06,33000
"249","Shkodran Mustafi","Germany",29,74,74,"Levante Unión Deportiva","CB",3500000,22000
"250","Ricardo Rodríguez","Switzerland",28,74,74,"Torino F.C.","CB",3600000,33000
"251","Rodrigo Nascimento França","Brazil",25,74,77,"Udinese Calcio","CB",5e+06,14000
"252","Lucas Perrin","France",22,74,79,"RC Strasbourg Alsace","CB",6e+06,24000
"253","Marash Kumbulla","Albania",21,74,81,"Roma","CB",8e+06,15000
"254","Rob Dickie","England",25,74,77,"Queens Park Rangers","CB",5e+06,15000
"255","Timo Baumgartl","Germany",25,74,77,"1. FC Union Berlin","CB",5e+06,14000
"256","Rodrigo Ely","Brazil",27,74,74,"Unión Deportiva Almería","CB",3900000,10000
"257","Jack Stephens","England",27,74,75,"Southampton","CB",4200000,39000
"258","Maximilian Wöber","Austria",23,74,80,"FC Red Bull Salzburg","CB",6e+06,19000
"259","Nathan Collins","Republic of Ireland",20,74,81,"Burnley","CB",7500000,20000
"260","Sebastián Cáceres","Uruguay",21,74,81,"Club América","CB",8e+06,25000
"261","Axel Tuanzebe","England",23,74,78,"Napoli","CB",5500000,60000
"262","Shane Duffy","Republic of Ireland",29,74,74,"Brighton & Hove Albion","CB",3500000,43000
"263","Matija Nastasic","Serbia",28,74,74,"Fiorentina","CB",3600000,39000
"264","Patricio Gabarrón Gil","Spain",28,74,75,"Lazio","CB",4e+06,41000
"265","Andreaw Gravillon","France",23,74,78,"Stade de Reims","CB",5500000,18000
"266","Jacob Rasmussen","Denmark",24,74,79,"Vitesse","CB",6e+06,32000
"267","Diogo Filipe Pinto Leite","Portugal",22,74,82,"SC Braga","CB",9e+06,9000
"268","Jack Hendry","Scotland",26,73,77,"Club Brugge KV","CB",3700000,18000
"269","Abdülkerim Bardakci","Turkey",26,73,74,"Ittifak Holding Konyaspor","CB",3100000,14000
"270","Jordan Beyer","Germany",21,73,79,"Borussia Mönchengladbach","CB",4400000,14000
"271","Loïc Badé","France",21,73,81,"Stade Rennais FC","CB",6500000,22000
"272","Manuel Gulde","Germany",30,73,73,"Sport-Club Freiburg","CB",2500000,20000
"273","Maya Yoshida","Japan",32,73,73,"U.C. Sampdoria","CB",2e+06,15000
"274","Nicolò Casale","Italy",23,73,81,"Hellas Verona","CB",6500000,17000
"275","Nathaniel Phillips","England",24,73,77,"AFC Bournemouth","CB",3900000,52000
"276","Óscar Duarte","Costa Rica",32,73,73,"Levante Unión Deportiva","CB",2e+06,20000
"277","Ben Davies","England",25,73,76,"Sheffield United","CB",3600000,57000
"278","Ivan Radovanovic","Serbia",32,73,73,"US Salernitana 1919","CB",2e+06,29000
"279","Josip Šutalo","Croatia",21,73,84,"Dinamo Zagreb","CB",6500000,500
"280","Darragh Lenihan","Republic of Ireland",27,73,75,"Blackburn Rovers","CB",3200000,31000
"281","Cédric Hountondji","Benin",27,73,74,"Clermont Foot 63","CB",3100000,15000
"282","Osvaldo Murilo Lodeiro Ferreira","Brazil",21,73,73,"RB Bragantino","CB",3100000,9000
"283","Francisco Reis Ferreira","Portugal",24,73,79,"Hajduk Split","CB",4400000,750
"284","Phil Jones","England",29,73,73,"Manchester United","CB",2500000,67000
"285","Timothée Kolodziejczak","France",29,73,73,"AS Saint-Étienne","CB",2500000,24000
"286","Andreas Samaris","Greece",32,73,73,"Fortuna Sittard","CB",2e+06,10000
"287","Marcus Danielson","Sweden",32,73,73,"Dalian Professional Football Club","CB",2e+06,12000
"288","Christophe Hérelle","France",28,73,74,"Stade Brestois 29","CB",2900000,15000
"289","Mykola Matvienko","Ukraine",25,73,78,"Shakhtar Donetsk","CB",4e+06,750
"290","Miloš Degenek","Australia",27,73,75,"Columbus Crew","CB",3200000,7000
"291","Ozan Kabak","Turkey",21,73,80,"Norwich City","CB",5500000,7000
"292","Armando Obispo","Netherlands",22,73,81,"PSV","CB",6500000,11000
"293","Arthur Theate","Belgium",21,73,82,"Bologna","CB",6500000,7000
"294","Facundo Garcés","Argentina",21,73,79,"Club Atlético Colón","CB",4400000,8000
"295","Eliaquim Mangala","France",30,73,73,"AS Saint-Étienne","CB",2500000,23000
"296","Aaron Long","United States",28,73,73,"New York Red Bulls","CB",2600000,7000
"297","Adonis Frías","Argentina",23,73,79,"Defensa y Justicia","CB",4400000,10000
"298","Sebastian Schonlau","Germany",26,73,75,"Hamburger SV","CB",3300000,12000
"299","Marlon da Silva Barbosa","Brazil",25,73,77,"Shakhtar Donetsk","CB",3800000,750
"300","Gian Marco Ferrari","Italy",29,73,73,"U.S. Sassuolo Calcio","CB",2500000,24000
"301","Luca Kilian","Germany",21,73,80,"1. FC Köln","CB",5500000,13000
"302","Kaan Ayhan","Turkey",26,73,74,"U.S. Sassuolo Calcio","CB",3100000,23000
"303","Filip Panák","Czech Republic",25,73,77,"AC Sparta Praha","CB",3800000,800
"304","Lorenzo Tonelli","Italy",31,73,73,"Empoli","CB",2100000,32000
"305","Paul Dummett","Wales",29,73,73,"Newcastle United","CB",2500000,29000
"306","Marco Friedl","Austria",23,73,78,"SV Werder Bremen","CB",4200000,9000
"307","Denys Popov","Ukraine",22,73,83,"Dynamo Kyiv","CB",6500000,650
"308","Jobson de Brito Gonzaga","Brazil",27,73,74,"FC Paços de Ferreira","CB",3100000,9000
"309","Miloš Veljkovic","Serbia",25,73,76,"SV Werder Bremen","CB",3600000,10000
"310","Boubakar Kouyaté","Mali",24,73,78,"FC Metz","CB",4200000,12000
"311","Papy Djilobodji","Senegal",32,73,73,"Gazisehir Gaziantep F.K.","CB",2e+06,12000
"312","David Mota Teixeira Carmo","Portugal",21,73,83,"SC Braga","CB",6500000,8000
"313","Leandro González Pirez","Argentina",29,73,73,"River Plate","CB",2500000,7000
"314","Marcel Tisserand","Congo DR",28,73,73,"Fenerbahçe SK","CB",2600000,34000
"315","Jake Cooper","England",26,73,74,"Millwall","CB",3100000,12000
"316","Igor Diveev","Russia",21,73,81,"PFC CSKA Moscow","CB",6500000,21000
"317","Steven Caulker","Sierra Leone",29,73,73,"Gazisehir Gaziantep F.K.","CB",2500000,34000
